Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr	Type Name	Fractional Hour Of Day	StartTherm (Raw)	434Ref (Raw)	434Sig (Raw)	578Ref (Raw)	578Sig (Raw)	Salinity (Raw)
220.625	23.19	35	7.8263	10.8	8/8/2019	15:00:00	pH(vb+) 	15	1559	1807.61	881.09	1669.74	825.39	0
220.6667	23.65	35	7.7761	10.81	8/8/2019	15:59:59	pH(vb+) 	15.9997	1541	1807	873.57	1670.3	843.7	0
220.7083	24.5	35	7.8447	10.82	8/8/2019	16:59:59	pH(vb+) 	16.9997	1509	1803.74	884.65	1666.78	811.52	0
220.75	25.6	35	7.9054	10.83	8/8/2019	17:59:59	pH(vb+) 	17.9997	1468	1793.04	898.3	1657.96	786.96	0
220.7917	26.43	35	7.8768	10.84	8/8/2019	18:59:59	pH(vb+) 	18.9997	1438	1786.43	885.09	1650.91	781.09	0
220.8333	26.53	35	7.8856	10.85	8/8/2019	19:59:59	pH(vb+) 	19.9997	1432	1779.7	884.65	1645.3	774.17	0
220.875	22.91	35	7.8775	10.84	8/8/2019	20:59:59	pH(vb+) 	20.9997	1573	1785.91	877.04	1653.3	787.61	0
220.9167	23.63	35	7.8936	10.83	8/8/2019	21:59:59	pH(vb+) 	21.9997	1569	1801.91	889.61	1667.52	791.09	0
220.9583	22.16	35	7.9687	10.82	8/8/2019	22:59:59	pH(vb+) 	22.9997	1604	1807.17	903.74	1672.87	777.74	0
221	22.23	35	7.9255	10.81	8/8/2019	23:59:59	pH(vb+) 	23.9997	1598	1812.78	900.35	1678.13	793.43	0
221.0417	23.47	35	7.8974	10.81	8/9/2019	0:59:59	pH(vb+) 	0.9997	1548	1807.04	896.04	1671.65	792.78	0
221.0833	23.27	35	7.9249	10.82	8/9/2019	1:59:59	pH(vb+) 	1.9997	1557	1807.04	900.3	1671.83	791.91	0
221.125	23.14	35	7.9545	10.82	8/9/2019	2:59:59	pH(vb+) 	2.9997	1562	1806.96	903.78	1671.35	782.83	0
221.1667	23.04	35	7.9394	10.81	8/9/2019	3:59:59	pH(vb+) 	3.9997	1567	1808	900.43	1672.26	785.04	0
221.2083	22.94	35	7.9923	10.81	8/9/2019	4:59:59	pH(vb+) 	4.9997	1570	1809.26	906.35	1674.09	763.78	0
221.25	22.84	35	7.9681	10.81	8/9/2019	5:59:59	pH(vb+) 	5.9997	1575	1810.3	906.87	1675.09	781.09	0
221.2917	22.64	35	7.9292	10.81	8/9/2019	6:59:59	pH(vb+) 	6.9997	1582	1811.39	895.52	1676.26	788	0
221.3333	22.46	35	7.9206	10.81	8/9/2019	7:59:59	pH(vb+) 	7.9997	1590	1813.78	894.78	1677.96	796.09	0
221.375	22.28	35	7.918	10.8	8/9/2019	8:59:59	pH(vb+) 	8.9997	1596	1816.91	897.3	1680.52	800.3	0
221.4167	20.47	35	7.7322	10.79	8/9/2019	9:59:59	pH(vb+) 	9.9997	1669	1821.91	877.74	1686.48	896.35	0
221.4583	20.72	35	7.7122	10.78	8/9/2019	10:59:59	pH(vb+) 	10.9997	1660	1828.48	873.87	1691.52	906.74	0
221.5	21.09	35	7.7093	10.78	8/9/2019	11:59:59	pH(vb+) 	11.9997	1644	1829.43	869.65	1691.78	902.26	0
221.5417	21.31	35	7.7086	10.78	8/9/2019	12:59:59	pH(vb+) 	12.9997	1635	1825.52	865.52	1689.13	896.96	0
221.5833	21.88	35	7.7981	10.79	8/9/2019	13:59:59	pH(vb+) 	13.9997	1611	1821.13	880.52	1685.09	857.83	0
221.625	23.09	35	7.8936	10.8	8/9/2019	14:59:59	pH(vb+) 	14.9997	1566	1813.04	893.39	1676.3	808.13	0
221.6667	23.99	35	7.9163	10.81	8/9/2019	15:59:59	pH(vb+) 	15.9997	1530	1803.43	899.7	1667.74	795.87	0
221.7083	24.63	35	7.94	10.82	8/9/2019	16:59:59	pH(vb+) 	16.9997	1504	1794.65	898.09	1659.7	766.61	0
221.75	25.89	35	7.9434	10.83	8/9/2019	17:59:59	pH(vb+) 	17.9997	1457	1784.65	900.96	1650.52	762.35	0
221.7917	26.56	35	7.8934	10.84	8/9/2019	18:59:59	pH(vb+) 	18.9997	1431	1776.26	889.39	1641.17	770.57	0
221.8333	27.1	35	7.9224	10.85	8/9/2019	19:59:59	pH(vb+) 	19.9997	1413	1772.61	892.7	1638.35	755.04	0
221.875	27.46	35	7.9176	10.85	8/9/2019	20:59:59	pH(vb+) 	20.9997	1398	1771.3	890.09	1637.65	755.3	0
221.9167	23.57	35	7.9502	10.84	8/9/2019	21:59:59	pH(vb+) 	21.9997	1547	1781.78	896.35	1648.61	774.43	0
221.9583	24.17	35	7.9899	10.83	8/9/2019	22:59:59	pH(vb+) 	22.9997	1523	1794.43	906.35	1660.17	759.65	0
222	23.12	35	7.9988	10.82	8/9/2019	23:59:59	pH(vb+) 	23.9997	1561	1797.22	906.61	1662.65	760.09	0
222.0417	24.27	35	7.9486	10.81	8/10/2019	0:59:59	pH(vb+) 	0.9997	1518	1801.43	903.65	1666	782.39	0
222.0833	24.11	35	7.9247	10.82	8/10/2019	1:59:59	pH(vb+) 	1.9997	1524	1798.61	900.74	1664.52	791.91	0
222.125	23.93	35	7.9403	10.81	8/10/2019	2:59:59	pH(vb+) 	2.9997	1531	1799.17	902.83	1664.22	785.87	0
222.1667	23.63	35	7.9257	10.81	8/10/2019	3:59:59	pH(vb+) 	3.9997	1542	1800.87	899.48	1666.61	792.87	0
222.2083	23.47	35	7.9907	10.81	8/10/2019	4:59:59	pH(vb+) 	4.9997	1549	1804.57	911.96	1669.13	776.96	0
222.25	23.34	35	7.9996	10.8	8/10/2019	5:59:59	pH(vb+) 	5.9997	1554	1805.57	915.83	1670.91	773.35	0
222.2917	23.12	35	7.9284	10.81	8/10/2019	6:59:59	pH(vb+) 	6.9997	1564	1807.65	904.87	1672.22	800.04	0
222.3333	22.81	35	7.9357	10.8	8/10/2019	7:59:59	pH(vb+) 	7.9997	1575	1809.65	901.35	1674.35	795.22	0
222.375	22.56	35	7.9109	10.8	8/10/2019	8:59:59	pH(vb+) 	8.9997	1585	1812.52	896.3	1677.91	807	0
222.4167	22.28	35	7.8536	10.8	8/10/2019	9:59:59	pH(vb+) 	9.9997	1596	1815.39	885.78	1679.61	824.83	0
222.4583	20.43	35	7.7773	10.78	8/10/2019	10:59:59	pH(vb+) 	10.9997	1672	1820.22	876.3	1684.43	876.87	0
222.5	20.6	35	7.7367	10.77	8/10/2019	11:59:59	pH(vb+) 	11.9997	1665	1828.17	874	1691.87	895.35	0
222.5417	21.21	35	7.725	10.77	8/10/2019	12:59:59	pH(vb+) 	12.9997	1640	1827.78	873.04	1690.78	896.22	0
222.5833	21.53	35	7.7275	10.77	8/10/2019	13:59:59	pH(vb+) 	13.9997	1627	1824.61	869.39	1688.43	888.39	0
222.625	22.48	35	7.7755	10.78	8/10/2019	14:59:59	pH(vb+) 	14.9997	1590	1818.74	869.57	1682.43	856.65	0
222.6667	23.12	35	7.7929	10.78	8/10/2019	15:59:59	pH(vb+) 	15.9997	1564	1813.74	876.78	1677.39	850.7	0
222.7083	24.06	35	7.8345	10.79	8/10/2019	16:59:59	pH(vb+) 	16.9997	1526	1807	880.26	1671.61	824.48	0
222.75	24.53	35	7.8728	10.8	8/10/2019	17:59:59	pH(vb+) 	17.9997	1509	1799.43	887.39	1663.96	803.13	0
222.7917	24.79	35	7.9353	10.81	8/10/2019	18:59:59	pH(vb+) 	18.9997	1499	1794.83	895.87	1660.74	779.96	0
222.8333	24.71	35	7.8477	10.81	8/10/2019	19:59:59	pH(vb+) 	19.9997	1502	1793.61	876.26	1658.83	803.74	0
222.875	24.81	35	7.8398	10.81	8/10/2019	20:59:59	pH(vb+) 	20.9997	1497	1792.13	873.7	1657.65	807.26	0
222.9167	24.63	35	7.8799	10.81	8/10/2019	21:59:59	pH(vb+) 	21.9997	1504	1793	875.87	1658.09	790.7	0
222.9583	22.48	35	7.9233	10.8	8/10/2019	22:59:59	pH(vb+) 	22.9997	1589	1799.17	883	1665.7	790.96	0
223	23.07	35	8.0124	10.79	8/10/2019	23:59:59	pH(vb+) 	23.9997	1568	1806.61	907.61	1671.83	773.78	0
223.0417	22.66	35	7.9783	10.79	8/11/2019	0:59:59	pH(vb+) 	0.9997	1575	1810.35	900.04	1675.48	779.48	0
223.0833	22.94	35	7.9105	10.78	8/11/2019	1:59:59	pH(vb+) 	1.9997	1570	1810.3	889.87	1674.83	799.74	0
223.125	22.76	35	7.8922	10.78	8/11/2019	2:59:59	pH(vb+) 	2.9997	1577	1810.39	881.48	1674.91	799.91	0
223.1667	22.58	35	7.9343	10.78	8/11/2019	3:59:59	pH(vb+) 	3.9997	1584	1811.83	891.26	1676.17	795.78	0
223.2083	22.43	35	7.9468	10.78	8/11/2019	4:59:59	pH(vb+) 	4.9997	1590	1813.04	894.91	1676.91	794.22	0
223.25	22.08	35	7.9361	10.78	8/11/2019	5:59:59	pH(vb+) 	5.9997	1603	1815.22	890.09	1680.09	794.04	0
223.2917	21.81	35	7.9487	10.77	8/11/2019	6:59:59	pH(vb+) 	6.9997	1616	1817.87	898.7	1682	801.7	0
223.3333	21.48	35	7.8894	10.77	8/11/2019	7:59:59	pH(vb+) 	7.9997	1628	1820.48	888.3	1684.3	823.04	0
223.375	21.24	35	7.8841	10.76	8/11/2019	8:59:59	pH(vb+) 	8.9997	1638	1823.35	888.61	1686.65	829.43	0
223.4167	20.89	35	7.8751	10.76	8/11/2019	9:59:59	pH(vb+) 	9.9997	1653	1826.96	885.74	1690.26	835.39	0
223.4583	20.65	35	7.8353	10.76	8/11/2019	10:59:59	pH(vb+) 	10.9997	1662	1830.22	878.52	1692.26	849.87	0
223.5	19.89	35	7.8126	10.75	8/11/2019	11:59:59	pH(vb+) 	11.9997	1673	1829.13	868.65	1692.87	863.35	0
223.5417	19.62	35	7.7794	10.74	8/11/2019	12:59:59	pH(vb+) 	12.9997	1703	1836.96	863.87	1698.96	879.87	0
223.5833	20.38	35	7.7609	10.74	8/11/2019	13:59:59	pH(vb+) 	13.9997	1673	1837.09	861	1698.83	881.13	0
223.625	21.04	35	7.7811	10.74	8/11/2019	14:59:59	pH(vb+) 	14.9997	1646	1831.09	862.13	1692.74	867.39	0
223.6667	21.96	35	7.9071	10.75	8/11/2019	15:59:59	pH(vb+) 	15.9997	1610	1826.22	885.7	1688.57	812.7	0
223.7083	22.94	35	7.9555	10.76	8/11/2019	16:59:59	pH(vb+) 	16.9997	1572	1815.78	887.96	1678.52	780.83	0
223.75	23.86	35	7.9324	10.77	8/11/2019	17:59:59	pH(vb+) 	17.9997	1535	1804.39	879.3	1668.7	775.39	0
223.7917	24.79	35	7.9028	10.79	8/11/2019	18:59:59	pH(vb+) 	18.9997	1498	1795.09	875.83	1659.09	774.83	0
223.8333	25.15	35	7.9183	10.8	8/11/2019	19:59:59	pH(vb+) 	19.9997	1484	1788.57	874.3	1654.13	766.65	0
223.875	25.66	35	7.9801	10.8	8/11/2019	20:59:59	pH(vb+) 	20.9997	1464	1784.04	884.65	1649.61	746.17	0
223.9167	25.95	35	7.9377	10.8	8/11/2019	21:59:59	pH(vb+) 	21.9997	1455	1781.83	874.43	1647.83	751	0
223.9583	25.42	35	7.907	10.8	8/11/2019	22:59:59	pH(vb+) 	22.9997	1475	1785.96	873.48	1652.26	769.04	0
224	22.33	35	7.9516	10.79	8/11/2019	23:59:59	pH(vb+) 	23.9997	1594	1793.61	876.57	1658.96	775	0
224.0417	22.94	35	8.0164	10.78	8/12/2019	0:59:59	pH(vb+) 	0.9997	1571	1806.96	894.78	1670.43	764.91	0
224.0833	22.99	35	8.0149	10.77	8/12/2019	1:59:59	pH(vb+) 	1.9997	1567	1808.74	892.39	1673.35	762.87	0
224.125	22.89	35	7.9548	10.77	8/12/2019	2:59:59	pH(vb+) 	2.9997	1572	1808.52	885.17	1673.48	777.04	0
224.1667	22.74	35	7.8919	10.77	8/12/2019	3:59:59	pH(vb+) 	3.9997	1579	1810.13	870.7	1674.7	793.43	0
224.2083	22.53	35	8.03	10.76	8/12/2019	4:59:59	pH(vb+) 	4.9997	1587	1811.61	890.26	1676.43	751.3	0
224.25	22.36	35	8.052	10.76	8/12/2019	5:59:59	pH(vb+) 	5.9997	1594	1813.65	895.48	1677.83	739.52	0
224.2917	22.16	35	8.0425	10.76	8/12/2019	6:59:59	pH(vb+) 	6.9997	1601	1815.22	891.09	1678.57	742.65	0
224.3333	22.01	35	8.0071	10.75	8/12/2019	7:59:59	pH(vb+) 	7.9997	1607	1817.61	888	1681.91	759.78	0
224.375	21.86	35	8.0192	10.75	8/12/2019	8:59:59	pH(vb+) 	8.9997	1613	1818.78	891.7	1681.83	759.87	0
224.4167	21.71	35	7.9964	10.75	8/12/2019	9:59:59	pH(vb+) 	9.9997	1619	1819.87	888.43	1683.22	766.52	0
224.4583	21.53	35	7.9562	10.75	8/12/2019	10:59:59	pH(vb+) 	10.9997	1626	1821.96	878.22	1685.35	781.91	0
224.5	21.44	35	7.9497	10.74	8/12/2019	11:59:59	pH(vb+) 	11.9997	1630	1820.3	875.91	1684.26	784.39	0
224.5417	21.66	35	7.919	10.74	8/12/2019	12:59:59	pH(vb+) 	12.9997	1621	1818.17	869.57	1681.87	788.35	0
224.5833	21.29	35	7.8459	10.74	8/12/2019	13:59:59	pH(vb+) 	13.9997	1637	1822.22	859.91	1685.35	824.61	0
224.625	22.48	35	7.7904	10.74	8/12/2019	14:59:59	pH(vb+) 	14.9997	1589	1821	853.57	1683.3	833.83	0
224.6667	23.01	35	7.8427	10.75	8/12/2019	15:59:59	pH(vb+) 	15.9997	1568	1814.09	856.52	1677	809.52	0
224.7083	23.86	35	7.8928	10.76	8/12/2019	16:59:59	pH(vb+) 	16.9997	1534	1807.96	865.39	1671.78	786.52	0
224.75	24.61	35	7.9438	10.77	8/12/2019	17:59:59	pH(vb+) 	17.9997	1505	1800.13	873.78	1664.87	764.52	0
224.7917	24.92	35	7.9393	10.77	8/12/2019	18:59:59	pH(vb+) 	18.9997	1494	1793.91	870.43	1659.3	761.65	0
224.8333	25.02	35	7.9247	10.77	8/12/2019	19:59:59	pH(vb+) 	19.9997	1489	1791.57	868.04	1656.48	763.35	0
224.875	25.23	35	7.9306	10.78	8/12/2019	20:59:59	pH(vb+) 	20.9997	1481	1789.78	865.04	1655.04	753.61	0
224.9167	25.15	35	7.9787	10.78	8/12/2019	21:59:59	pH(vb+) 	21.9997	1483	1788.35	870.87	1654.43	741.39	0
224.9583	24.97	35	8.0005	10.78	8/12/2019	22:59:59	pH(vb+) 	22.9997	1490	1790.26	874.52	1655.7	733.17	0
225	24.68	35	8.0134	10.78	8/12/2019	23:59:59	pH(vb+) 	23.9997	1502	1793.83	878.39	1659.3	732.61	0
225.0417	22.48	35	7.9737	10.76	8/13/2019	0:59:59	pH(vb+) 	0.9997	1588	1802.96	867.26	1668.09	758.17	0
225.0833	22.66	35	8.0016	10.75	8/13/2019	1:59:59	pH(vb+) 	1.9997	1584	1808.74	877.96	1673.91	756.96	0
225.125	22.11	35	7.9843	10.74	8/13/2019	2:59:59	pH(vb+) 	2.9997	1601	1812.3	871.48	1676.61	759.09	0
225.1667	22.61	35	7.9281	10.74	8/13/2019	3:59:59	pH(vb+) 	3.9997	1583	1813.87	867.17	1678	783.13	0
225.2083	22.48	35	7.9025	10.74	8/13/2019	4:59:59	pH(vb+) 	4.9997	1589	1813.26	862.26	1677.83	789.48	0
225.25	22.28	35	7.9295	10.74	8/13/2019	5:59:59	pH(vb+) 	5.9997	1596	1814.83	862.87	1678.78	776.91	0
225.2917	22.11	35	7.9454	10.74	8/13/2019	6:59:59	pH(vb+) 	6.9997	1603	1816.65	870.39	1679.91	779.22	0
225.3333	22.01	35	7.9451	10.74	8/13/2019	7:59:59	pH(vb+) 	7.9997	1608	1817.26	867.39	1681.39	776.17	0
225.375	21.93	35	7.924	10.73	8/13/2019	8:59:59	pH(vb+) 	8.9997	1610	1817.96	864.74	1681.57	785.61	0
225.4167	21.86	35	7.8907	10.73	8/13/2019	9:59:59	pH(vb+) 	9.9997	1613	1819.26	850.35	1682.48	780.04	0
225.4583	21.86	35	7.8915	10.73	8/13/2019	10:59:59	pH(vb+) 	10.9997	1614	1819.43	854.65	1683.13	788	0
225.5	21.96	35	7.8725	10.73	8/13/2019	11:59:59	pH(vb+) 	11.9997	1610	1818.83	848.78	1682.74	790.65	0
225.5417	22.31	35	7.795	10.73	8/13/2019	12:59:59	pH(vb+) 	12.9997	1595	1816.83	834.48	1680.17	814.17	0
225.5833	21.21	35	7.8252	10.73	8/13/2019	13:59:59	pH(vb+) 	13.9997	1639	1815.48	838.7	1679.61	811.22	0
225.625	21.44	35	7.8493	10.72	8/13/2019	14:59:59	pH(vb+) 	14.9997	1631	1822.39	848.65	1685.65	813.48	0
225.6667	22.23	35	7.8251	10.72	8/13/2019	15:59:59	pH(vb+) 	15.9997	1599	1819.3	844.61	1682.57	813.39	0
225.7083	22.21	35	7.8394	10.73	8/13/2019	16:59:59	pH(vb+) 	16.9997	1599	1816.43	839.26	1679.7	793	0
225.75	22.16	35	7.9493	10.73	8/13/2019	17:59:59	pH(vb+) 	17.9997	1602	1816.61	859.78	1680.13	766.35	0
225.7917	22.08	35	8.0235	10.73	8/13/2019	18:59:59	pH(vb+) 	18.9997	1604	1817.39	871.09	1680.91	746.3	0
225.8333	22.13	35	7.9642	10.73	8/13/2019	19:59:59	pH(vb+) 	19.9997	1602	1816.61	862.48	1680.57	763.87	0
225.875	22.13	35	8.03	10.72	8/13/2019	20:59:59	pH(vb+) 	20.9997	1602	1815.78	872.09	1680.39	744.09	0
225.9167	22.18	35	8.0083	10.72	8/13/2019	21:59:59	pH(vb+) 	21.9997	1600	1817.3	869.48	1681.09	748.43	0
225.9583	22.13	35	7.9952	10.72	8/13/2019	22:59:59	pH(vb+) 	22.9997	1602	1816.43	865.48	1680.57	751.39	0
226	22.23	35	7.9423	10.72	8/13/2019	23:59:59	pH(vb+) 	23.9997	1598	1817.52	857.83	1680.74	766.96	0
226.0417	22.16	35	7.9119	10.72	8/14/2019	0:59:59	pH(vb+) 	0.9997	1602	1817.78	847.61	1681.39	771.13	0
226.0833	20.77	35	7.9134	10.71	8/14/2019	1:59:59	pH(vb+) 	1.9997	1657	1824.87	847.26	1687.96	784.39	0
226.125	20.7	35	7.9251	10.7	8/14/2019	2:59:59	pH(vb+) 	2.9997	1660	1828.43	856.26	1690.87	792.87	0
226.1667	20.77	35	7.9649	10.7	8/14/2019	3:59:59	pH(vb+) 	3.9997	1660	1828.91	866.96	1692.09	783.17	0
226.2083	21.02	35	7.8873	10.7	8/14/2019	4:59:59	pH(vb+) 	4.9997	1646	1827.57	847.87	1690.43	796.74	0
226.25	21.19	35	7.8227	10.7	8/14/2019	5:59:59	pH(vb+) 	5.9997	1641	1827.13	843.09	1689.74	823.04	0
226.2917	21.16	35	7.9435	10.7	8/14/2019	6:59:59	pH(vb+) 	6.9997	1642	1826.35	857.09	1690	779.35	0
226.3333	21.14	35	7.9371	10.7	8/14/2019	7:59:59	pH(vb+) 	7.9997	1642	1826.52	857.78	1689.7	783.61	0
226.375	21.11	35	7.9458	10.7	8/14/2019	8:59:59	pH(vb+) 	8.9997	1644	1826.09	855.26	1689.74	772.91	0
226.4167	21.11	35	8.0086	10.7	8/14/2019	9:59:59	pH(vb+) 	9.9997	1644	1827.17	866	1690.83	758.52	0
226.4583	21.06	35	7.909	10.7	8/14/2019	10:59:59	pH(vb+) 	10.9997	1644	1826.65	847.83	1689.57	783.35	0
226.5	21.04	35	7.8764	10.7	8/14/2019	11:59:59	pH(vb+) 	11.9997	1646	1826.52	840.87	1689.48	793	0
226.5417	21.06	35	7.8601	10.69	8/14/2019	12:59:59	pH(vb+) 	12.9997	1645	1826.52	841.61	1689.35	797.3	0
226.5833	21.14	35	7.8741	10.69	8/14/2019	13:59:59	pH(vb+) 	13.9997	1642	1825.83	840.96	1688.65	798.09	0
226.625	20.43	35	7.8552	10.69	8/14/2019	14:59:59	pH(vb+) 	14.9997	1672	1828.61	841.74	1691.13	811.43	0
226.6667	20.74	35	7.8612	10.69	8/14/2019	15:59:59	pH(vb+) 	15.9997	1658	1832.43	844.74	1694.13	813.91	0
226.7083	21.29	35	7.8308	10.69	8/14/2019	16:59:59	pH(vb+) 	16.9997	1634	1828.87	830.39	1691.3	808.04	0
226.75	21.34	35	7.8463	10.69	8/14/2019	17:59:59	pH(vb+) 	17.9997	1635	1825.87	834.91	1688.52	804.3	0
226.7917	21.71	35	7.9541	10.69	8/14/2019	18:59:59	pH(vb+) 	18.9997	1620	1823	854.43	1686.04	767.96	0
226.8333	21.88	35	7.9934	10.7	8/14/2019	19:59:59	pH(vb+) 	19.9997	1612	1818.48	857.65	1682.13	745.3	0
226.875	21.83	35	7.9993	10.69	8/14/2019	20:59:59	pH(vb+) 	20.9997	1614	1818.78	858.22	1682.39	745.78	0
226.9167	21.83	35	8.0035	10.7	8/14/2019	21:59:59	pH(vb+) 	21.9997	1615	1819.3	860.35	1682.09	745.39	0
226.9583	21.73	35	8.0026	10.7	8/14/2019	22:59:59	pH(vb+) 	22.9997	1618	1820.61	860.91	1683.96	752.3	0
227	21.66	35	7.995	10.69	8/14/2019	23:59:59	pH(vb+) 	23.9997	1621	1820.57	855.52	1684.35	747.26	0
227.0417	21.58	35	7.9859	10.69	8/15/2019	0:59:59	pH(vb+) 	0.9997	1625	1821.91	854.87	1685.91	750.52	0
227.0833	20.7	35	7.9492	10.69	8/15/2019	1:59:59	pH(vb+) 	1.9997	1645	1823.96	848.43	1686.04	770.87	0
227.125	20.52	35	7.9722	10.68	8/15/2019	2:59:59	pH(vb+) 	2.9997	1667	1830.09	849.13	1691.17	767.7	0
227.1667	20.3	35	7.9625	10.68	8/15/2019	3:59:59	pH(vb+) 	3.9997	1678	1831.04	849.87	1693.65	773.61	0
227.2083	20.6	35	7.9467	10.67	8/15/2019	4:59:59	pH(vb+) 	4.9997	1664	1832.61	850.48	1694.83	780.26	0
227.25	20.55	35	7.8992	10.67	8/15/2019	5:59:59	pH(vb+) 	5.9997	1666	1831.57	837.83	1694.13	786.87	0
227.2917	20.52	35	7.8984	10.67	8/15/2019	6:59:59	pH(vb+) 	6.9997	1668	1832.22	842.3	1694.7	789.52	0
227.3333	20.52	35	7.9523	10.67	8/15/2019	7:59:59	pH(vb+) 	7.9997	1667	1832	851.7	1693.87	775.43	0
227.375	20.5	35	8.0028	10.66	8/15/2019	8:59:59	pH(vb+) 	8.9997	1668	1832.09	858.13	1694.22	760.13	0
227.4167	20.47	35	7.9479	10.67	8/15/2019	9:59:59	pH(vb+) 	9.9997	1669	1832.7	853.3	1694.13	777.91	0
227.4583	20.45	35	7.9224	10.66	8/15/2019	10:59:59	pH(vb+) 	10.9997	1670	1832.78	840.09	1694.26	777.26	0
227.5	20.43	35	7.9092	10.66	8/15/2019	11:59:59	pH(vb+) 	11.9997	1671	1832.91	839.87	1694.39	784.26	0
227.5417	20.57	35	7.8956	10.66	8/15/2019	12:59:59	pH(vb+) 	12.9997	1665	1831.39	837.78	1693.43	788.48	0
227.5833	21.39	35	7.8996	10.67	8/15/2019	13:59:59	pH(vb+) 	13.9997	1633	1826.26	836.3	1688.78	775.57	0
227.625	22.76	35	7.9232	10.68	8/15/2019	14:59:59	pH(vb+) 	14.9997	1577	1816.61	835.74	1680.04	761.7	0
227.6667	21.41	35	7.9265	10.68	8/15/2019	15:59:59	pH(vb+) 	15.9997	1632	1821.35	836.61	1684.78	768.3	0
227.7083	22.33	35	7.9265	10.68	8/15/2019	16:59:59	pH(vb+) 	16.9997	1591	1820.65	839.13	1682.78	764.22	0
227.75	23.34	35	7.9044	10.68	8/15/2019	17:59:59	pH(vb+) 	17.9997	1556	1814.74	836.43	1677.3	766	0
