Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
9/23/2023,Sat,11:47:00 AM,0.53,16,L,2023-09-23 11:47:00,2023-09-23 11:53:00
9/23/2023,Sat,7:10:00 PM,4.21,128,H,2023-09-23 19:10:00,2023-09-23 19:19:00
9/24/2023,Sun,12:50:00 AM,0.69,21,L,2023-09-24 00:50:00,2023-09-24 00:56:00
9/24/2023,Sun,7:42:00 AM,3.53,108,H,2023-09-24 07:42:00,2023-09-24 07:51:00
9/24/2023,Sun,1:02:00 PM,0.52,16,L,2023-09-24 13:02:00,2023-09-24 13:08:00
9/24/2023,Sun,8:15:00 PM,4.27,130,H,2023-09-24 20:15:00,2023-09-24 20:24:00
9/25/2023,Mon,2:02:00 AM,0.56,17,L,2023-09-25 02:02:00,2023-09-25 02:08:00
9/25/2023,Mon,8:52:00 AM,3.81,116,H,2023-09-25 08:52:00,2023-09-25 09:01:00
9/25/2023,Mon,2:16:00 PM,0.41,12,L,2023-09-25 14:16:00,2023-09-25 14:22:00
9/25/2023,Mon,9:24:00 PM,4.46,136,H,2023-09-25 21:24:00,2023-09-25 21:33:00
9/26/2023,Tue,3:18:00 AM,0.32,10,L,2023-09-26 03:18:00,2023-09-26 03:24:00
9/26/2023,Tue,9:55:00 AM,4.25,130,H,2023-09-26 09:55:00,2023-09-26 10:04:00
9/26/2023,Tue,3:35:00 PM,0.18,5,L,2023-09-26 15:35:00,2023-09-26 15:41:00
9/26/2023,Tue,10:21:00 PM,4.7,143,H,2023-09-26 22:21:00,2023-09-26 22:30:00
9/27/2023,Wed,4:16:00 AM,0.05,2,L,2023-09-27 04:16:00,2023-09-27 04:22:00
9/27/2023,Wed,10:46:00 AM,4.71,144,H,2023-09-27 10:46:00,2023-09-27 10:55:00
9/27/2023,Wed,4:38:00 PM,-0.07,-2,L,2023-09-27 16:38:00,2023-09-27 16:44:00
9/27/2023,Wed,11:09:00 PM,4.87,148,H,2023-09-27 23:09:00,2023-09-27 23:18:00
9/28/2023,Thu,5:01:00 AM,-0.17,-5,L,2023-09-28 05:01:00,2023-09-28 05:07:00
9/28/2023,Thu,11:32:00 AM,5.07,155,H,2023-09-28 11:32:00,2023-09-28 11:41:00
9/28/2023,Thu,5:32:00 PM,-0.24,-7,L,2023-09-28 17:32:00,2023-09-28 17:38:00
9/28/2023,Thu,11:55:00 PM,4.91,150,H,2023-09-28 23:55:00,2023-09-29 00:04:00
9/29/2023,Fri,5:45:00 AM,-0.3,-9,L,2023-09-29 05:45:00,2023-09-29 05:51:00
9/29/2023,Fri,12:18:00 PM,5.27,161,H,2023-09-29 12:18:00,2023-09-29 12:27:00
9/29/2023,Fri,6:26:00 PM,-0.33,-10,L,2023-09-29 18:26:00,2023-09-29 18:32:00
9/30/2023,Sat,12:42:00 AM,4.83,147,H,2023-09-30 00:42:00,2023-09-30 00:51:00
9/30/2023,Sat,6:31:00 AM,-0.34,-10,L,2023-09-30 06:31:00,2023-09-30 06:37:00
9/30/2023,Sat,1:06:00 PM,5.32,162,H,2023-09-30 13:06:00,2023-09-30 13:15:00
9/30/2023,Sat,7:18:00 PM,-0.33,-10,L,2023-09-30 19:18:00,2023-09-30 19:24:00
10/1/2023,Sun,1:30:00 AM,4.66,142,H,2023-10-01 01:30:00,2023-10-01 01:39:00
10/1/2023,Sun,7:16:00 AM,-0.29,-9,L,2023-10-01 07:16:00,2023-10-01 07:22:00
10/1/2023,Sun,1:54:00 PM,5.24,160,H,2023-10-01 13:54:00,2023-10-01 14:03:00
10/1/2023,Sun,8:01:00 PM,-0.23,-7,L,2023-10-01 20:01:00,2023-10-01 20:07:00
10/2/2023,Mon,2:18:00 AM,4.44,135,H,2023-10-02 02:18:00,2023-10-02 02:27:00
10/2/2023,Mon,7:57:00 AM,-0.17,-5,L,2023-10-02 07:57:00,2023-10-02 08:03:00
10/2/2023,Mon,2:42:00 PM,5.04,154,H,2023-10-02 14:42:00,2023-10-02 14:51:00
10/2/2023,Mon,8:38:00 PM,-0.03,-1,L,2023-10-02 20:38:00,2023-10-02 20:44:00
10/3/2023,Tue,3:06:00 AM,4.16,127,H,2023-10-03 03:06:00,2023-10-03 03:15:00
10/3/2023,Tue,8:33:00 AM,0.04,1,L,2023-10-03 08:33:00,2023-10-03 08:39:00
10/3/2023,Tue,3:30:00 PM,4.75,145,H,2023-10-03 15:30:00,2023-10-03 15:39:00
10/3/2023,Tue,9:13:00 PM,0.27,8,L,2023-10-03 21:13:00,2023-10-03 21:19:00
10/4/2023,Wed,3:57:00 AM,3.85,117,H,2023-10-04 03:57:00,2023-10-04 04:06:00
10/4/2023,Wed,9:09:00 AM,0.33,10,L,2023-10-04 09:09:00,2023-10-04 09:15:00
10/4/2023,Wed,4:23:00 PM,4.42,135,H,2023-10-04 16:23:00,2023-10-04 16:32:00
10/4/2023,Wed,9:53:00 PM,0.63,19,L,2023-10-04 21:53:00,2023-10-04 21:59:00
10/5/2023,Thu,4:53:00 AM,3.59,109,H,2023-10-05 04:53:00,2023-10-05 05:02:00
10/5/2023,Thu,9:50:00 AM,0.68,21,L,2023-10-05 09:50:00,2023-10-05 09:56:00
10/5/2023,Thu,5:22:00 PM,4.13,126,H,2023-10-05 17:22:00,2023-10-05 17:31:00
10/5/2023,Thu,10:55:00 PM,0.97,30,L,2023-10-05 22:55:00,2023-10-05 23:01:00
10/6/2023,Fri,5:53:00 AM,3.41,104,H,2023-10-06 05:53:00,2023-10-06 06:02:00
10/6/2023,Fri,10:46:00 AM,1.02,31,L,2023-10-06 10:46:00,2023-10-06 10:52:00
10/6/2023,Fri,6:19:00 PM,3.92,119,H,2023-10-06 18:19:00,2023-10-06 18:28:00
10/7/2023,Sat,2:05:00 AM,0.98,30,L,2023-10-07 02:05:00,2023-10-07 02:11:00
10/7/2023,Sat,6:49:00 AM,3.32,101,H,2023-10-07 06:49:00,2023-10-07 06:58:00
10/7/2023,Sat,2:05:00 PM,1.2,37,L,2023-10-07 14:05:00,2023-10-07 14:11:00
10/7/2023,Sat,7:14:00 PM,3.77,115,H,2023-10-07 19:14:00,2023-10-07 19:23:00
10/8/2023,Sun,3:11:00 AM,0.89,27,L,2023-10-08 03:11:00,2023-10-08 03:17:00
10/8/2023,Sun,7:47:00 AM,3.31,101,H,2023-10-08 07:47:00,2023-10-08 07:56:00
10/8/2023,Sun,3:25:00 PM,1.07,33,L,2023-10-08 15:25:00,2023-10-08 15:31:00
10/8/2023,Sun,8:14:00 PM,3.69,112,H,2023-10-08 20:14:00,2023-10-08 20:23:00
10/9/2023,Mon,4:02:00 AM,0.78,24,L,2023-10-09 04:02:00,2023-10-09 04:08:00
10/9/2023,Mon,8:51:00 AM,3.42,104,H,2023-10-09 08:51:00,2023-10-09 09:00:00
10/9/2023,Mon,4:16:00 PM,0.92,28,L,2023-10-09 16:16:00,2023-10-09 16:22:00
10/9/2023,Mon,9:17:00 PM,3.74,114,H,2023-10-09 21:17:00,2023-10-09 21:26:00
10/10/2023,Tue,4:42:00 AM,0.69,21,L,2023-10-10 04:42:00,2023-10-10 04:48:00
10/10/2023,Tue,9:48:00 AM,3.66,112,H,2023-10-10 09:48:00,2023-10-10 09:57:00
10/10/2023,Tue,4:55:00 PM,0.79,24,L,2023-10-10 16:55:00,2023-10-10 17:01:00
10/10/2023,Tue,10:08:00 PM,3.86,118,H,2023-10-10 22:08:00,2023-10-10 22:17:00
10/11/2023,Wed,5:11:00 AM,0.67,20,L,2023-10-11 05:11:00,2023-10-11 05:17:00
10/11/2023,Wed,10:31:00 AM,3.93,120,H,2023-10-11 10:31:00,2023-10-11 10:40:00
10/11/2023,Wed,5:24:00 PM,0.72,22,L,2023-10-11 17:24:00,2023-10-11 17:30:00
10/11/2023,Wed,10:48:00 PM,3.96,121,H,2023-10-11 22:48:00,2023-10-11 22:57:00
10/12/2023,Thu,5:07:00 AM,0.67,20,L,2023-10-12 05:07:00,2023-10-12 05:13:00
10/12/2023,Thu,11:07:00 AM,4.16,127,H,2023-10-12 11:07:00,2023-10-12 11:16:00
10/12/2023,Thu,5:16:00 PM,0.64,20,L,2023-10-12 17:16:00,2023-10-12 17:22:00
10/12/2023,Thu,11:24:00 PM,4.01,122,H,2023-10-12 23:24:00,2023-10-12 23:33:00
10/13/2023,Fri,4:57:00 AM,0.56,17,L,2023-10-13 04:57:00,2023-10-13 05:03:00
10/13/2023,Fri,11:42:00 AM,4.33,132,H,2023-10-13 11:42:00,2023-10-13 11:51:00
10/13/2023,Fri,5:24:00 PM,0.5,15,L,2023-10-13 17:24:00,2023-10-13 17:30:00
10/13/2023,Fri,11:59:00 PM,4.0,122,H,2023-10-13 23:59:00,2023-10-14 00:08:00
10/14/2023,Sat,5:19:00 AM,0.42,13,L,2023-10-14 05:19:00,2023-10-14 05:25:00
10/14/2023,Sat,12:16:00 PM,4.45,136,H,2023-10-14 12:16:00,2023-10-14 12:25:00
10/14/2023,Sat,5:52:00 PM,0.35,11,L,2023-10-14 17:52:00,2023-10-14 17:58:00
10/15/2023,Sun,12:36:00 AM,3.95,120,H,2023-10-15 00:36:00,2023-10-15 00:45:00
10/15/2023,Sun,5:50:00 AM,0.27,8,L,2023-10-15 05:50:00,2023-10-15 05:56:00
10/15/2023,Sun,12:53:00 PM,4.51,137,H,2023-10-15 12:53:00,2023-10-15 13:02:00
10/15/2023,Sun,6:28:00 PM,0.22,7,L,2023-10-15 18:28:00,2023-10-15 18:34:00
10/16/2023,Mon,1:15:00 AM,3.88,118,H,2023-10-16 01:15:00,2023-10-16 01:24:00
10/16/2023,Mon,6:27:00 AM,0.14,4,L,2023-10-16 06:27:00,2023-10-16 06:33:00
10/16/2023,Mon,1:32:00 PM,4.55,139,H,2023-10-16 13:32:00,2023-10-16 13:41:00
10/16/2023,Mon,7:09:00 PM,0.1,3,L,2023-10-16 19:09:00,2023-10-16 19:15:00
10/17/2023,Tue,1:55:00 AM,3.79,116,H,2023-10-17 01:55:00,2023-10-17 02:04:00
10/17/2023,Tue,7:09:00 AM,0.03,1,L,2023-10-17 07:09:00,2023-10-17 07:15:00
10/17/2023,Tue,2:14:00 PM,4.54,138,H,2023-10-17 14:14:00,2023-10-17 14:23:00
10/17/2023,Tue,7:50:00 PM,0.04,1,L,2023-10-17 19:50:00,2023-10-17 19:56:00
10/18/2023,Wed,2:38:00 AM,3.69,112,H,2023-10-18 02:38:00,2023-10-18 02:47:00
10/18/2023,Wed,7:51:00 AM,-0.03,-1,L,2023-10-18 07:51:00,2023-10-18 07:57:00
10/18/2023,Wed,2:58:00 PM,4.48,137,H,2023-10-18 14:58:00,2023-10-18 15:07:00
10/18/2023,Wed,8:30:00 PM,0.05,2,L,2023-10-18 20:30:00,2023-10-18 20:36:00
10/19/2023,Thu,3:25:00 AM,3.58,109,H,2023-10-19 03:25:00,2023-10-19 03:34:00
10/19/2023,Thu,8:33:00 AM,-0.01,0,L,2023-10-19 08:33:00,2023-10-19 08:39:00
10/19/2023,Thu,3:48:00 PM,4.37,133,H,2023-10-19 15:48:00,2023-10-19 15:57:00
10/19/2023,Thu,9:14:00 PM,0.16,5,L,2023-10-19 21:14:00,2023-10-19 21:20:00
10/20/2023,Fri,4:20:00 AM,3.49,106,H,2023-10-20 04:20:00,2023-10-20 04:29:00
10/20/2023,Fri,9:19:00 AM,0.14,4,L,2023-10-20 09:19:00,2023-10-20 09:25:00
10/20/2023,Fri,4:48:00 PM,4.25,130,H,2023-10-20 16:48:00,2023-10-20 16:57:00
10/20/2023,Fri,10:05:00 PM,0.35,11,L,2023-10-20 22:05:00,2023-10-20 22:11:00
10/21/2023,Sat,5:23:00 AM,3.48,106,H,2023-10-21 05:23:00,2023-10-21 05:32:00
10/21/2023,Sat,10:16:00 AM,0.37,11,L,2023-10-21 10:16:00,2023-10-21 10:22:00
10/21/2023,Sat,5:51:00 PM,4.18,127,H,2023-10-21 17:51:00,2023-10-21 18:00:00
10/21/2023,Sat,11:16:00 PM,0.51,16,L,2023-10-21 23:16:00,2023-10-21 23:22:00
10/22/2023,Sun,6:25:00 AM,3.6,110,H,2023-10-22 06:25:00,2023-10-22 06:34:00
10/22/2023,Sun,11:34:00 AM,0.55,17,L,2023-10-22 11:34:00,2023-10-22 11:40:00
10/22/2023,Sun,6:51:00 PM,4.16,127,H,2023-10-22 18:51:00,2023-10-22 19:00:00
10/23/2023,Mon,12:35:00 AM,0.5,15,L,2023-10-23 00:35:00,2023-10-23 00:41:00
10/23/2023,Mon,7:26:00 AM,3.8,116,H,2023-10-23 07:26:00,2023-10-23 07:35:00
10/23/2023,Mon,12:58:00 PM,0.54,16,L,2023-10-23 12:58:00,2023-10-23 13:04:00
10/23/2023,Mon,7:53:00 PM,4.15,126,H,2023-10-23 19:53:00,2023-10-23 20:02:00
10/24/2023,Tue,1:46:00 AM,0.36,11,L,2023-10-24 01:46:00,2023-10-24 01:52:00
10/24/2023,Tue,8:31:00 AM,4.08,124,H,2023-10-24 08:31:00,2023-10-24 08:40:00
10/24/2023,Tue,2:19:00 PM,0.39,12,L,2023-10-24 14:19:00,2023-10-24 14:25:00
10/24/2023,Tue,9:00:00 PM,4.23,129,H,2023-10-24 21:00:00,2023-10-24 21:09:00
10/25/2023,Wed,2:57:00 AM,0.17,5,L,2023-10-25 02:57:00,2023-10-25 03:03:00
10/25/2023,Wed,9:35:00 AM,4.48,137,H,2023-10-25 09:35:00,2023-10-25 09:44:00
10/25/2023,Wed,3:45:00 PM,0.14,4,L,2023-10-25 15:45:00,2023-10-25 15:51:00
10/25/2023,Wed,10:00:00 PM,4.38,134,H,2023-10-25 22:00:00,2023-10-25 22:09:00
10/26/2023,Thu,3:56:00 AM,-0.04,-1,L,2023-10-26 03:56:00,2023-10-26 04:02:00
10/26/2023,Thu,10:27:00 AM,4.88,149,H,2023-10-26 10:27:00,2023-10-26 10:36:00
10/26/2023,Thu,4:43:00 PM,-0.1,-3,L,2023-10-26 16:43:00,2023-10-26 16:49:00
10/26/2023,Thu,10:50:00 PM,4.5,137,H,2023-10-26 22:50:00,2023-10-26 22:59:00
10/27/2023,Fri,4:40:00 AM,-0.18,-5,L,2023-10-27 04:40:00,2023-10-27 04:46:00
10/27/2023,Fri,11:13:00 AM,5.16,157,H,2023-10-27 11:13:00,2023-10-27 11:22:00
10/27/2023,Fri,5:31:00 PM,-0.23,-7,L,2023-10-27 17:31:00,2023-10-27 17:37:00
10/27/2023,Fri,11:35:00 PM,4.52,138,H,2023-10-27 23:35:00,2023-10-27 23:44:00
10/28/2023,Sat,5:20:00 AM,-0.23,-7,L,2023-10-28 05:20:00,2023-10-28 05:26:00
10/28/2023,Sat,11:57:00 AM,5.27,161,H,2023-10-28 11:57:00,2023-10-28 12:06:00
10/28/2023,Sat,6:20:00 PM,-0.26,-8,L,2023-10-28 18:20:00,2023-10-28 18:26:00
10/29/2023,Sun,12:20:00 AM,4.43,135,H,2023-10-29 00:20:00,2023-10-29 00:29:00
10/29/2023,Sun,6:01:00 AM,-0.19,-6,L,2023-10-29 06:01:00,2023-10-29 06:07:00
10/29/2023,Sun,12:42:00 PM,5.22,159,H,2023-10-29 12:42:00,2023-10-29 12:51:00
10/29/2023,Sun,7:08:00 PM,-0.21,-6,L,2023-10-29 19:08:00,2023-10-29 19:14:00
10/30/2023,Mon,1:07:00 AM,4.27,130,H,2023-10-30 01:07:00,2023-10-30 01:16:00
10/30/2023,Mon,6:45:00 AM,-0.1,-3,L,2023-10-30 06:45:00,2023-10-30 06:51:00
10/30/2023,Mon,1:29:00 PM,5.05,154,H,2023-10-30 13:29:00,2023-10-30 13:38:00
10/30/2023,Mon,7:47:00 PM,-0.1,-3,L,2023-10-30 19:47:00,2023-10-30 19:53:00
10/31/2023,Tue,1:55:00 AM,4.07,124,H,2023-10-31 01:55:00,2023-10-31 02:04:00
10/31/2023,Tue,7:27:00 AM,0.03,1,L,2023-10-31 07:27:00,2023-10-31 07:33:00
10/31/2023,Tue,2:15:00 PM,4.81,147,H,2023-10-31 14:15:00,2023-10-31 14:24:00
10/31/2023,Tue,8:18:00 PM,0.07,2,L,2023-10-31 20:18:00,2023-10-31 20:24:00
11/1/2023,Wed,2:41:00 AM,3.84,117,H,2023-11-01 02:41:00,2023-11-01 02:50:00
11/1/2023,Wed,8:05:00 AM,0.19,6,L,2023-11-01 08:05:00,2023-11-01 08:11:00
11/1/2023,Wed,3:02:00 PM,4.52,138,H,2023-11-01 15:02:00,2023-11-01 15:11:00
11/1/2023,Wed,8:49:00 PM,0.28,9,L,2023-11-01 20:49:00,2023-11-01 20:55:00
11/2/2023,Thu,3:30:00 AM,3.62,110,H,2023-11-02 03:30:00,2023-11-02 03:39:00
11/2/2023,Thu,8:40:00 AM,0.4,12,L,2023-11-02 08:40:00,2023-11-02 08:46:00
11/2/2023,Thu,3:51:00 PM,4.21,128,H,2023-11-02 15:51:00,2023-11-02 16:00:00
11/2/2023,Thu,9:22:00 PM,0.53,16,L,2023-11-02 21:22:00,2023-11-02 21:28:00
11/3/2023,Fri,4:23:00 AM,3.42,104,H,2023-11-03 04:23:00,2023-11-03 04:32:00
11/3/2023,Fri,9:18:00 AM,0.66,20,L,2023-11-03 09:18:00,2023-11-03 09:24:00
11/3/2023,Fri,4:47:00 PM,3.93,120,H,2023-11-03 16:47:00,2023-11-03 16:56:00
11/3/2023,Fri,10:03:00 PM,0.78,24,L,2023-11-03 22:03:00,2023-11-03 22:09:00
11/4/2023,Sat,5:22:00 AM,3.3,101,H,2023-11-04 05:22:00,2023-11-04 05:31:00
11/4/2023,Sat,10:04:00 AM,0.94,29,L,2023-11-04 10:04:00,2023-11-04 10:10:00
11/4/2023,Sat,5:44:00 PM,3.73,114,H,2023-11-04 17:44:00,2023-11-04 17:53:00
11/5/2023,Sun,1:15:00 AM,0.98,30,L,2023-11-05 01:15:00,2023-11-05 01:21:00
11/5/2023,Sun,6:18:00 AM,3.29,100,H,2023-11-05 06:18:00,2023-11-05 06:27:00
11/5/2023,Sun,11:18:00 AM,1.17,36,L,2023-11-05 11:18:00,2023-11-05 11:24:00
11/5/2023,Sun,6:38:00 PM,3.59,109,H,2023-11-05 18:38:00,2023-11-05 18:47:00
11/6/2023,Mon,2:17:00 AM,0.93,28,L,2023-11-06 02:17:00,2023-11-06 02:23:00
11/6/2023,Mon,7:11:00 AM,3.34,102,H,2023-11-06 07:11:00,2023-11-06 07:20:00
11/6/2023,Mon,2:42:00 PM,1.15,35,L,2023-11-06 14:42:00,2023-11-06 14:48:00
11/6/2023,Mon,7:31:00 PM,3.49,106,H,2023-11-06 19:31:00,2023-11-06 19:40:00
11/7/2023,Tue,3:11:00 AM,0.85,26,L,2023-11-07 03:11:00,2023-11-07 03:17:00
11/7/2023,Tue,8:07:00 AM,3.46,105,H,2023-11-07 08:07:00,2023-11-07 08:16:00
11/7/2023,Tue,3:41:00 PM,0.97,30,L,2023-11-07 15:41:00,2023-11-07 15:47:00
11/7/2023,Tue,8:30:00 PM,3.45,105,H,2023-11-07 20:30:00,2023-11-07 20:39:00
11/8/2023,Wed,3:49:00 AM,0.78,24,L,2023-11-08 03:49:00,2023-11-08 03:55:00
11/8/2023,Wed,9:05:00 AM,3.66,112,H,2023-11-08 09:05:00,2023-11-08 09:14:00
11/8/2023,Wed,4:22:00 PM,0.81,25,L,2023-11-08 16:22:00,2023-11-08 16:28:00
11/8/2023,Wed,9:28:00 PM,3.5,107,H,2023-11-08 21:28:00,2023-11-08 21:37:00
11/9/2023,Thu,3:35:00 AM,0.71,22,L,2023-11-09 03:35:00,2023-11-09 03:41:00
11/9/2023,Thu,9:55:00 AM,3.92,119,H,2023-11-09 09:55:00,2023-11-09 10:04:00
11/9/2023,Thu,4:44:00 PM,0.68,21,L,2023-11-09 16:44:00,2023-11-09 16:50:00
11/9/2023,Thu,10:15:00 PM,3.6,110,H,2023-11-09 22:15:00,2023-11-09 22:24:00
11/10/2023,Fri,3:42:00 AM,0.57,17,L,2023-11-10 03:42:00,2023-11-10 03:48:00
11/10/2023,Fri,10:35:00 AM,4.18,127,H,2023-11-10 10:35:00,2023-11-10 10:44:00
11/10/2023,Fri,4:34:00 PM,0.54,16,L,2023-11-10 16:34:00,2023-11-10 16:40:00
11/10/2023,Fri,10:54:00 PM,3.68,112,H,2023-11-10 22:54:00,2023-11-10 23:03:00
11/11/2023,Sat,4:10:00 AM,0.41,12,L,2023-11-11 04:10:00,2023-11-11 04:16:00
11/11/2023,Sat,11:11:00 AM,4.38,134,H,2023-11-11 11:11:00,2023-11-11 11:20:00
11/11/2023,Sat,4:54:00 PM,0.36,11,L,2023-11-11 16:54:00,2023-11-11 17:00:00
11/11/2023,Sat,11:30:00 PM,3.72,113,H,2023-11-11 23:30:00,2023-11-11 23:39:00
11/12/2023,Sun,4:41:00 AM,0.24,7,L,2023-11-12 04:41:00,2023-11-12 04:47:00
11/12/2023,Sun,11:47:00 AM,4.53,138,H,2023-11-12 11:47:00,2023-11-12 11:56:00
11/12/2023,Sun,5:25:00 PM,0.2,6,L,2023-11-12 17:25:00,2023-11-12 17:31:00
11/13/2023,Mon,12:07:00 AM,3.71,113,H,2023-11-13 00:07:00,2023-11-13 00:16:00
11/13/2023,Mon,5:17:00 AM,0.09,3,L,2023-11-13 05:17:00,2023-11-13 05:23:00
11/13/2023,Mon,12:24:00 PM,4.6,140,H,2023-11-13 12:24:00,2023-11-13 12:33:00
11/13/2023,Mon,6:03:00 PM,0.07,2,L,2023-11-13 18:03:00,2023-11-13 18:09:00
11/14/2023,Tue,12:48:00 AM,3.68,112,H,2023-11-14 00:48:00,2023-11-14 00:57:00
11/14/2023,Tue,5:57:00 AM,-0.03,-1,L,2023-11-14 05:57:00,2023-11-14 06:03:00
11/14/2023,Tue,1:06:00 PM,4.63,141,H,2023-11-14 13:06:00,2023-11-14 13:15:00
11/14/2023,Tue,6:48:00 PM,-0.04,-1,L,2023-11-14 18:48:00,2023-11-14 18:54:00
11/15/2023,Wed,1:32:00 AM,3.65,111,H,2023-11-15 01:32:00,2023-11-15 01:41:00
11/15/2023,Wed,6:43:00 AM,-0.12,-4,L,2023-11-15 06:43:00,2023-11-15 06:49:00
11/15/2023,Wed,1:52:00 PM,4.62,141,H,2023-11-15 13:52:00,2023-11-15 14:01:00
11/15/2023,Wed,7:34:00 PM,-0.12,-4,L,2023-11-15 19:34:00,2023-11-15 19:40:00
11/16/2023,Thu,2:19:00 AM,3.63,111,H,2023-11-16 02:19:00,2023-11-16 02:28:00
11/16/2023,Thu,7:32:00 AM,-0.17,-5,L,2023-11-16 07:32:00,2023-11-16 07:38:00
11/16/2023,Thu,2:39:00 PM,4.55,139,H,2023-11-16 14:39:00,2023-11-16 14:48:00
11/16/2023,Thu,8:18:00 PM,-0.15,-5,L,2023-11-16 20:18:00,2023-11-16 20:24:00
11/17/2023,Fri,3:09:00 AM,3.6,110,H,2023-11-17 03:09:00,2023-11-17 03:18:00
11/17/2023,Fri,8:21:00 AM,-0.14,-4,L,2023-11-17 08:21:00,2023-11-17 08:27:00
11/17/2023,Fri,3:31:00 PM,4.42,135,H,2023-11-17 15:31:00,2023-11-17 15:40:00
11/17/2023,Fri,9:03:00 PM,-0.1,-3,L,2023-11-17 21:03:00,2023-11-17 21:09:00
11/18/2023,Sat,4:04:00 AM,3.6,110,H,2023-11-18 04:04:00,2023-11-18 04:13:00
11/18/2023,Sat,9:09:00 AM,0.0,0,L,2023-11-18 09:09:00,2023-11-18 09:15:00
11/18/2023,Sat,4:29:00 PM,4.27,130,H,2023-11-18 16:29:00,2023-11-18 16:38:00
11/18/2023,Sat,9:53:00 PM,0.03,1,L,2023-11-18 21:53:00,2023-11-18 21:59:00
11/19/2023,Sun,5:07:00 AM,3.67,112,H,2023-11-19 05:07:00,2023-11-19 05:16:00
11/19/2023,Sun,10:07:00 AM,0.24,7,L,2023-11-19 10:07:00,2023-11-19 10:13:00
11/19/2023,Sun,5:32:00 PM,4.14,126,H,2023-11-19 17:32:00,2023-11-19 17:41:00
11/19/2023,Sun,10:59:00 PM,0.17,5,L,2023-11-19 22:59:00,2023-11-19 23:05:00
11/20/2023,Mon,6:09:00 AM,3.84,117,H,2023-11-20 06:09:00,2023-11-20 06:18:00
11/20/2023,Mon,11:28:00 AM,0.43,13,L,2023-11-20 11:28:00,2023-11-20 11:34:00
11/20/2023,Mon,6:32:00 PM,4.04,123,H,2023-11-20 18:32:00,2023-11-20 18:41:00
11/21/2023,Tue,12:17:00 AM,0.18,5,L,2023-11-21 00:17:00,2023-11-21 00:23:00
11/21/2023,Tue,7:07:00 AM,4.05,123,H,2023-11-21 07:07:00,2023-11-21 07:16:00
11/21/2023,Tue,12:57:00 PM,0.42,13,L,2023-11-21 12:57:00,2023-11-21 13:03:00
11/21/2023,Tue,7:31:00 PM,3.95,120,H,2023-11-21 19:31:00,2023-11-21 19:40:00
11/22/2023,Wed,1:25:00 AM,0.1,3,L,2023-11-22 01:25:00,2023-11-22 01:31:00
11/22/2023,Wed,8:08:00 AM,4.26,130,H,2023-11-22 08:08:00,2023-11-22 08:17:00
11/22/2023,Wed,2:29:00 PM,0.28,9,L,2023-11-22 14:29:00,2023-11-22 14:35:00
11/22/2023,Wed,8:35:00 PM,3.89,119,H,2023-11-22 20:35:00,2023-11-22 20:44:00
11/23/2023,Thu,2:30:00 AM,0.01,0,L,2023-11-23 02:30:00,2023-11-23 02:36:00
11/23/2023,Thu,9:11:00 AM,4.52,138,H,2023-11-23 09:11:00,2023-11-23 09:20:00
11/23/2023,Thu,3:56:00 PM,0.05,2,L,2023-11-23 15:56:00,2023-11-23 16:02:00
11/23/2023,Thu,9:38:00 PM,3.93,120,H,2023-11-23 21:38:00,2023-11-23 21:47:00
11/24/2023,Fri,3:33:00 AM,-0.08,-2,L,2023-11-24 03:33:00,2023-11-24 03:39:00
11/24/2023,Fri,10:07:00 AM,4.78,146,H,2023-11-24 10:07:00,2023-11-24 10:16:00
11/24/2023,Fri,4:50:00 PM,-0.12,-4,L,2023-11-24 16:50:00,2023-11-24 16:56:00
11/24/2023,Fri,10:31:00 PM,4.0,122,H,2023-11-24 22:31:00,2023-11-24 22:40:00
11/25/2023,Sat,4:20:00 AM,-0.12,-4,L,2023-11-25 04:20:00,2023-11-25 04:26:00
11/25/2023,Sat,10:54:00 AM,4.95,151,H,2023-11-25 10:54:00,2023-11-25 11:03:00
11/25/2023,Sat,5:37:00 PM,-0.18,-5,L,2023-11-25 17:37:00,2023-11-25 17:43:00
11/25/2023,Sat,11:17:00 PM,4.01,122,H,2023-11-25 23:17:00,2023-11-25 23:26:00
11/26/2023,Sun,4:59:00 AM,-0.1,-3,L,2023-11-26 04:59:00,2023-11-26 05:05:00
11/26/2023,Sun,11:37:00 AM,4.97,151,H,2023-11-26 11:37:00,2023-11-26 11:46:00
11/26/2023,Sun,6:27:00 PM,-0.16,-5,L,2023-11-26 18:27:00,2023-11-26 18:33:00
11/27/2023,Mon,12:00:00 AM,3.94,120,H,2023-11-27 00:00:00,2023-11-27 00:09:00
11/27/2023,Mon,5:37:00 AM,-0.03,-1,L,2023-11-27 05:37:00,2023-11-27 05:43:00
11/27/2023,Mon,12:21:00 PM,4.87,148,H,2023-11-27 12:21:00,2023-11-27 12:30:00
11/27/2023,Mon,7:15:00 PM,-0.1,-3,L,2023-11-27 19:15:00,2023-11-27 19:21:00
11/28/2023,Tue,12:46:00 AM,3.81,116,H,2023-11-28 00:46:00,2023-11-28 00:55:00
11/28/2023,Tue,6:17:00 AM,0.07,2,L,2023-11-28 06:17:00,2023-11-28 06:23:00
11/28/2023,Tue,1:06:00 PM,4.69,143,H,2023-11-28 13:06:00,2023-11-28 13:15:00
