Date,Salinity Value,Temperature (C),Conductivity,Fit,Salinity Value (Offset +4),Date (UTC)
2021-11-10 13:03:42-05:00,23.788,14.47222222222222,29936.4,[29134.22940958],27.788,2021-11-10 18:03:42
2021-11-10 13:33:42-05:00,23.462,14.661111111111111,29694.1,[29134.22940958],27.462,2021-11-10 18:33:42
2021-11-10 14:03:42-05:00,23.643,14.661111111111111,29901.9,[29129.11677396],27.643,2021-11-10 19:03:42
2021-11-10 14:33:42-05:00,23.62,14.772222222222224,29953.7,[29129.11677396],27.62,2021-11-10 19:33:42
2021-11-10 15:03:42-05:00,23.672,14.811111111111108,30040.5,[29124.00413835],27.672,2021-11-10 20:03:42
2021-11-10 15:33:42-05:00,23.544,14.877777777777778,29938.9,[29124.00413835],27.544,2021-11-10 20:33:42
2021-11-10 16:03:42-05:00,23.694,14.82222222222222,30072.9,[29118.8915028],27.694,2021-11-10 21:03:42
2021-11-10 16:33:42-05:00,23.613,14.77777777777778,29948.7,[29118.8915028],27.613,2021-11-10 21:33:42
2021-11-10 17:03:42-05:00,23.668,14.8,30028.1,[29113.77886724],27.668,2021-11-10 22:03:42
2021-11-10 17:33:42-05:00,23.662,14.727777777777776,29971.0,[29113.77886724],27.662,2021-11-10 22:33:42
2021-11-10 18:03:42-05:00,23.61,14.461111111111112,29725.6,[29108.66623157],27.61,2021-11-10 23:03:42
2021-11-10 18:33:42-05:00,23.534,14.43888888888889,29623.9,[29108.66623157],27.534,2021-11-10 23:33:42
2021-11-10 19:03:42-05:00,23.303,14.17222222222222,29177.3,[29103.55359602],27.303,2021-11-11 00:03:42
2021-11-10 19:33:42-05:00,23.258,14.227777777777778,29163.3,[29103.55359602],27.258,2021-11-11 00:33:42
2021-11-10 20:03:42-05:00,23.071,14.088888888888889,28856.4,[29098.44096047],27.071,2021-11-11 01:03:42
2021-11-10 20:33:42-05:00,22.94,14.05,28681.9,[29098.44096047],26.94,2021-11-11 01:33:42
2021-11-10 21:03:42-05:00,23.141,14.17777777777778,28996.3,[29093.32832485],27.141,2021-11-11 02:03:42
2021-11-10 21:33:42-05:00,23.15,14.33888888888889,29116.7,[29093.32832485],27.15,2021-11-11 02:33:42
2021-11-10 22:03:42-05:00,23.048,14.5,29109.8,[29088.21568924],27.048,2021-11-11 03:03:42
2021-11-10 22:33:42-05:00,23.342,14.622222222222222,29530.0,[29088.21568924],27.342,2021-11-11 03:33:42
2021-11-10 23:03:42-05:00,23.296,14.57777777777778,29446.4,[29083.10305369],27.296,2021-11-11 04:03:42
2021-11-10 23:33:42-05:00,23.264,14.561111111111112,29398.8,[29083.10305369],27.264,2021-11-11 04:33:42
2021-11-11 00:03:42-05:00,23.286,14.5,29382.2,[29077.99041808],27.286,2021-11-11 05:03:42
2021-11-11 00:33:42-05:00,23.183,14.53888888888889,29290.0,[29077.99041808],27.183,2021-11-11 05:33:42
2021-11-11 01:03:42-05:00,23.376,14.527777777777777,29503.7,[29072.87778252],27.376,2021-11-11 06:03:42
2021-11-11 01:33:42-05:00,23.536,14.488888888888887,29660.1,[29072.87778252],27.536,2021-11-11 06:33:42
2021-11-11 02:03:42-05:00,23.688,14.388888888888888,29764.6,[29067.76514697],27.688,2021-11-11 07:03:42
2021-11-11 02:33:42-05:00,23.774,14.36111111111111,29842.9,[29067.76514697],27.774,2021-11-11 07:33:42
2021-11-11 03:03:42-05:00,23.727,14.377777777777778,29801.2,[29062.6525113],27.727,2021-11-11 08:03:42
2021-11-11 03:33:42-05:00,23.761,14.388888888888888,29847.8,[29062.6525113],27.761,2021-11-11 08:33:42
2021-11-11 04:03:42-05:00,23.819,14.388888888888888,29914.2,[29057.53987575],27.819,2021-11-11 09:03:42
2021-11-11 04:33:42-05:00,23.843,14.36111111111111,29921.6,[29057.53987575],27.843,2021-11-11 09:33:42
2021-11-11 05:03:42-05:00,23.878,14.33888888888889,29946.3,[29052.42724019],27.878,2021-11-11 10:03:42
2021-11-11 05:33:42-05:00,23.744,14.122222222222224,29643.2,[29052.42724019],27.744,2021-11-11 10:33:42
2021-11-11 06:03:42-05:00,23.717,14.03888888888889,29554.0,[29047.31460458],27.717,2021-11-11 11:03:42
2021-11-11 06:33:42-05:00,23.822,14.127777777777776,29735.4,[29047.31460458],27.822,2021-11-11 11:33:42
2021-11-11 07:03:42-05:00,23.745,13.8,29420.2,[29042.20196897],27.745,2021-11-11 12:03:42
2021-11-11 07:33:42-05:00,23.661,13.71111111111111,29264.1,[29042.20196897],27.661,2021-11-11 12:33:42
2021-11-11 08:03:42-05:00,23.648,13.52777777777778,29123.7,[29037.08933342],27.648,2021-11-11 13:03:42
2021-11-11 08:33:42-05:00,23.497,12.750000000000002,28423.2,[29037.08933342],27.497,2021-11-11 13:33:42
2021-11-11 09:03:42-05:00,23.518,12.872222222222224,28529.6,[29031.9766978],27.518,2021-11-11 14:03:42
2021-11-11 09:33:42-05:00,23.389,12.750000000000002,28304.5,[29031.9766978],27.389,2021-11-11 14:33:42
2021-11-11 10:03:42-05:00,23.318,13.71111111111111,28879.2,[29026.86406225],27.318,2021-11-11 15:03:42
2021-11-11 10:33:42-05:00,23.306,13.42222222222222,28668.4,[29026.86406225],27.306,2021-11-11 15:33:42
2021-11-11 11:03:42-05:00,23.368,13.42222222222222,28738.3,[29021.75142664],27.368,2021-11-11 16:03:42
2021-11-11 11:33:42-05:00,23.312,13.577777777777776,28781.3,[29021.75142664],27.312,2021-11-11 16:33:42
2021-11-11 12:03:42-05:00,23.312,13.71111111111111,28872.4,[29016.63879102],27.312,2021-11-11 17:03:42
2021-11-11 12:33:42-05:00,23.41,14.21111111111111,29325.4,[29016.63879102],27.41,2021-11-11 17:33:42
2021-11-11 13:03:42-05:00,23.329,14.01111111111111,29095.8,[29011.52615547],27.329,2021-11-11 18:03:42
2021-11-11 13:33:42-05:00,23.401,14.261111111111113,29349.0,[29011.52615547],27.401,2021-11-11 18:33:42
2021-11-11 14:03:42-05:00,23.629,14.5,29774.4,[29006.41351992],27.629,2021-11-11 19:03:42
2021-11-11 14:33:42-05:00,23.56,14.51111111111111,29703.8,[29006.41351992],27.56,2021-11-11 19:33:42
2021-11-11 15:03:42-05:00,23.732,14.527777777777777,29911.7,[29001.30088431],27.732,2021-11-11 20:03:42
2021-11-11 15:33:42-05:00,23.685,14.622222222222222,29924.1,[29001.30088431],27.685,2021-11-11 20:33:42
2021-11-11 16:03:42-05:00,23.692,14.838888888888889,30082.9,[28996.18824869],27.692,2021-11-11 21:03:42
2021-11-11 16:33:42-05:00,23.824,14.72222222222222,30152.9,[28996.18824869],27.824,2021-11-11 21:33:42
2021-11-11 17:03:42-05:00,23.969,14.65,30268.7,[28991.07561314],27.969,2021-11-11 22:03:42
2021-11-11 17:33:42-05:00,23.868,14.65,30152.9,[28991.07561314],27.868,2021-11-11 22:33:42
2021-11-11 18:03:42-05:00,23.949,14.622222222222222,30225.8,[28985.96297753],27.949,2021-11-11 23:03:42
2021-11-11 18:33:42-05:00,23.84,14.588888888888889,30077.9,[28985.96297753],27.84,2021-11-11 23:33:42
2021-11-11 19:03:42-05:00,23.893,14.63888888888889,30173.0,[28980.85034198],27.893,2021-11-12 00:03:42
2021-11-11 19:33:42-05:00,23.908,14.588888888888889,30155.4,[28980.85034198],27.908,2021-11-12 00:33:42
2021-11-11 20:03:42-05:00,23.84,14.527777777777777,30035.5,[28975.73770636],27.84,2021-11-12 01:03:42
2021-11-11 20:33:42-05:00,23.784,14.527777777777777,29971.0,[28975.73770636],27.784,2021-11-12 01:33:42
2021-11-11 21:03:42-05:00,23.72,14.427777777777775,29828.2,[28970.62507075],27.72,2021-11-12 02:03:42
2021-11-11 21:33:42-05:00,23.686,14.47222222222222,29820.8,[28970.62507075],27.686,2021-11-12 02:33:42
2021-11-11 22:03:42-05:00,23.564,14.249999999999998,29527.6,[28965.5124352],27.564,2021-11-12 03:03:42
2021-11-11 22:33:42-05:00,23.467,14.1,29313.5,[28965.5124352],27.467,2021-11-12 03:33:42
2021-11-11 23:03:42-05:00,23.305,13.8,28925.0,[28960.39979964],27.305,2021-11-12 04:03:42
2021-11-11 23:33:42-05:00,23.349,14.161111111111111,29221.8,[28960.39979964],27.349,2021-11-12 04:33:42
2021-11-12 00:03:42-05:00,23.42,14.23888888888889,29356.1,[28955.28716403],27.42,2021-11-12 05:03:42
2021-11-12 00:33:42-05:00,23.21,14.088888888888889,29014.8,[28955.28716403],27.21,2021-11-12 05:33:42
2021-11-12 01:03:42-05:00,23.281,14.127777777777776,29121.4,[28950.17452842],27.281,2021-11-12 06:03:42
2021-11-12 01:33:42-05:00,23.496,14.227777777777778,29434.4,[28950.17452842],27.496,2021-11-12 06:33:42
2021-11-12 02:03:42-05:00,23.437,14.227777777777778,29367.9,[28945.06189287],27.437,2021-11-12 07:03:42
2021-11-12 02:33:42-05:00,23.608,14.27222222222222,29592.5,[28945.06189287],27.608,2021-11-12 07:33:42
2021-11-12 03:03:42-05:00,23.563,14.17222222222222,29472.6,[28939.94925725],27.563,2021-11-12 08:03:42
2021-11-12 03:33:42-05:00,23.724,14.227777777777778,29694.1,[28939.94925725],27.724,2021-11-12 08:33:42
2021-11-12 04:03:42-05:00,23.83,14.27222222222222,29845.3,[28934.8366217],27.83,2021-11-12 09:03:42
2021-11-12 04:33:42-05:00,23.76,14.11111111111111,29652.9,[28934.8366217],27.76,2021-11-12 09:33:42
2021-11-12 05:03:42-05:00,24.098,14.227777777777778,30117.8,[28929.72398609],28.098,2021-11-12 10:03:42
2021-11-12 05:33:42-05:00,24.063,14.05,29953.7,[28929.72398609],28.063,2021-11-12 10:33:42
2021-11-12 06:03:42-05:00,24.204,14.1,30147.9,[28924.61135048],28.204,2021-11-12 11:03:42
2021-11-12 06:33:42-05:00,24.227,14.03888888888889,30130.3,[28924.61135048],28.227,2021-11-12 11:33:42
2021-11-12 07:03:42-05:00,24.284,14.05,30203.1,[28919.49871492],28.284,2021-11-12 12:03:42
2021-11-12 07:33:42-05:00,24.332,14.07777777777778,30276.3,[28919.49871492],28.332,2021-11-12 12:33:42
2021-11-12 08:03:42-05:00,24.304,14.01111111111111,30198.1,[28914.38607937],28.304,2021-11-12 13:03:42
2021-11-12 08:33:42-05:00,24.331,14.022222222222222,30235.9,[28914.38607937],28.331,2021-11-12 13:33:42
2021-11-12 09:03:42-05:00,24.303,14.127777777777776,30278.9,[28909.2734437],28.303,2021-11-12 14:03:42
2021-11-12 09:33:42-05:00,24.296,14.13888888888889,30278.9,[28909.2734437],28.296,2021-11-12 14:33:42
2021-11-12 10:03:42-05:00,24.132,14.17222222222222,30117.8,[28904.16080815],28.132,2021-11-12 15:03:42
2021-11-12 10:33:42-05:00,24.077,14.21111111111111,30082.9,[28904.16080815],28.077,2021-11-12 15:33:42
2021-11-12 11:03:42-05:00,24.124,14.249999999999998,30162.9,[28899.04817259],28.124,2021-11-12 16:03:42
2021-11-12 11:33:42-05:00,24.14,14.27777777777778,30200.6,[28899.04817259],28.14,2021-11-12 16:33:42
2021-11-12 12:03:42-05:00,24.148,14.31111111111111,30233.4,[28893.93553698],28.148,2021-11-12 17:03:42
2021-11-12 12:33:42-05:00,24.137,14.33888888888889,30240.9,[28893.93553698],28.137,2021-11-12 17:33:42
2021-11-12 13:03:42-05:00,24.191,14.33888888888889,30301.6,[28888.82290143],28.191,2021-11-12 18:03:42
2021-11-12 13:33:42-05:00,24.211,14.33888888888889,30324.5,[28888.82290143],28.211,2021-11-12 18:33:42
2021-11-12 14:03:42-05:00,24.242,14.33888888888889,30360.1,[28883.71026582],28.242,2021-11-12 19:03:42
2021-11-12 14:33:42-05:00,24.283,14.33888888888889,30405.9,[28883.71026582],28.283,2021-11-12 19:33:42
2021-11-12 15:03:42-05:00,24.294,14.349999999999998,30426.4,[28878.5976302],28.294,2021-11-12 20:03:42
2021-11-12 15:33:42-05:00,24.258,14.388888888888888,30413.6,[28878.5976302],28.258,2021-11-12 20:33:42
2021-11-12 16:03:42-05:00,24.254,14.388888888888888,30408.5,[28873.48499465],28.254,2021-11-12 21:03:42
2021-11-12 16:33:42-05:00,24.226,14.4,30385.5,[28873.48499465],28.226,2021-11-12 21:33:42
2021-11-12 17:03:42-05:00,24.11,14.461111111111112,30296.6,[28868.3723591],28.11,2021-11-12 22:03:42
2021-11-12 17:33:42-05:00,24.151,14.43888888888889,30327.0,[28868.3723591],28.151,2021-11-12 22:33:42
2021-11-12 18:03:42-05:00,24.061,14.461111111111112,30240.9,[28863.25972342],28.061,2021-11-12 23:03:42
2021-11-12 18:33:42-05:00,24.095,14.43888888888889,30263.7,[28863.25972342],28.095,2021-11-12 23:33:42
2021-11-12 19:03:42-05:00,23.805,14.53888888888889,30003.2,[28858.14708787],27.805,2021-11-13 00:03:42
2021-11-12 19:33:42-05:00,24.031,14.43888888888889,30190.6,[28858.14708787],28.031,2021-11-13 00:33:42
2021-11-12 20:03:42-05:00,23.998,14.477777777777778,30180.5,[28853.03445232],27.998,2021-11-13 01:03:42
2021-11-12 20:33:42-05:00,24.037,14.47222222222222,30220.8,[28853.03445232],28.037,2021-11-13 01:33:42
2021-11-12 21:03:42-05:00,24.061,14.461111111111112,30240.9,[28847.92181671],28.061,2021-11-13 02:03:42
2021-11-12 21:33:42-05:00,24.021,14.47222222222222,30203.1,[28847.92181671],28.021,2021-11-13 02:33:42
2021-11-12 22:03:42-05:00,24.077,14.461111111111112,30258.6,[28842.80918115],28.077,2021-11-13 03:03:42
2021-11-12 22:33:42-05:00,23.964,14.47222222222222,30137.9,[28842.80918115],27.964,2021-11-13 03:33:42
2021-11-12 23:03:42-05:00,23.941,14.427777777777775,30080.4,[28837.69654554],27.941,2021-11-13 04:03:42
2021-11-12 23:33:42-05:00,23.806,14.43888888888889,29933.9,[28837.69654554],27.806,2021-11-13 04:33:42
2021-11-13 00:03:42-05:00,23.707,14.349999999999998,29759.7,[28832.58390993],27.707,2021-11-13 05:03:42
2021-11-13 00:33:42-05:00,23.667,14.349999999999998,29713.5,[28832.58390993],27.667,2021-11-13 05:33:42
2021-11-13 01:03:42-05:00,23.595,14.33888888888889,29623.9,[28827.47127438],27.595,2021-11-13 06:03:42
2021-11-13 01:33:42-05:00,23.564,14.327777777777778,29580.5,[28827.47127438],27.564,2021-11-13 06:33:42
2021-11-13 02:03:42-05:00,23.423,14.288888888888888,29394.0,[28822.35863882],27.423,2021-11-13 07:03:42
2021-11-13 02:33:42-05:00,23.37,14.249999999999998,29306.5,[28822.35863882],27.37,2021-11-13 07:33:42
2021-11-13 03:03:42-05:00,23.44,14.27222222222222,29401.2,[28817.24600315],27.44,2021-11-13 08:03:42
2021-11-13 03:33:42-05:00,23.674,14.288888888888888,29679.5,[28817.24600315],27.674,2021-11-13 08:33:42
2021-11-13 04:03:42-05:00,23.749,14.27777777777778,29757.3,[28812.1333676],27.749,2021-11-13 09:03:42
2021-11-13 04:33:42-05:00,23.736,14.249999999999998,29723.2,[28812.1333676],27.736,2021-11-13 09:33:42
2021-11-13 05:03:42-05:00,23.79,14.23888888888889,29776.8,[28807.02073205],27.79,2021-11-13 10:03:42
2021-11-13 05:33:42-05:00,23.863,14.261111111111113,29874.8,[28807.02073205],27.863,2021-11-13 10:33:42
2021-11-13 06:03:42-05:00,23.959,14.261111111111113,29983.4,[28801.90809643],27.959,2021-11-13 11:03:42
2021-11-13 06:33:42-05:00,24.029,14.261111111111113,30062.9,[28801.90809643],28.029,2021-11-13 11:33:42
2021-11-13 07:03:42-05:00,24.029,14.261111111111113,30062.9,[28796.79546082],28.029,2021-11-13 12:03:42
2021-11-13 07:33:42-05:00,23.983,14.17222222222222,29948.7,[28796.79546082],27.983,2021-11-13 12:33:42
2021-11-13 08:03:42-05:00,23.886,14.122222222222224,29803.7,[28791.68282527],27.886,2021-11-13 13:03:42
2021-11-13 08:33:42-05:00,23.882,14.1,29784.1,[28791.68282527],27.882,2021-11-13 13:33:42
2021-11-13 09:03:42-05:00,23.934,14.1,29842.9,[28786.57018965],27.934,2021-11-13 14:03:42
2021-11-13 09:33:42-05:00,23.837,14.13888888888889,29759.7,[28786.57018965],27.837,2021-11-13 14:33:42
2021-11-13 10:03:42-05:00,23.81,14.03888888888889,29660.1,[28781.4575541],27.81,2021-11-13 15:03:42
2021-11-13 10:33:42-05:00,23.674,13.95,29444.0,[28781.4575541],27.674,2021-11-13 15:33:42
2021-11-13 11:03:42-05:00,23.537,14.07777777777778,29377.4,[28776.34491855],27.537,2021-11-13 16:03:42
2021-11-13 11:33:42-05:00,23.439,14.061111111111112,29254.7,[28776.34491855],27.439,2021-11-13 16:33:42
2021-11-13 12:03:42-05:00,23.429,14.17222222222222,29320.6,[28771.23228288],27.429,2021-11-13 17:03:42
2021-11-13 12:33:42-05:00,23.427,14.11111111111111,29275.8,[28771.23228288],27.427,2021-11-13 17:33:42
2021-11-13 13:03:42-05:00,23.249,14.31111111111111,29210.1,[28766.11964732],27.249,2021-11-13 18:03:42
2021-11-13 13:33:42-05:00,23.289,14.7,29522.8,[28766.11964732],27.289,2021-11-13 18:33:42
2021-11-13 14:03:42-05:00,23.321,14.838888888888889,29655.3,[28761.00701177],27.321,2021-11-13 19:03:42
2021-11-13 14:33:42-05:00,23.294,14.838888888888889,29623.9,[28761.00701177],27.294,2021-11-13 19:33:42
2021-11-13 15:03:42-05:00,23.42,14.82222222222222,29757.3,[28755.89437616],27.42,2021-11-13 20:03:42
2021-11-13 15:33:42-05:00,23.621,14.761111111111113,29946.3,[28755.89437616],27.621,2021-11-13 20:33:42
2021-11-13 16:03:42-05:00,23.697,14.727777777777776,30010.7,[28750.78174055],27.697,2021-11-13 21:03:42
2021-11-13 16:33:42-05:00,23.868,14.63888888888889,30145.4,[28750.78174055],27.868,2021-11-13 21:33:42
2021-11-13 17:03:42-05:00,23.805,14.63888888888889,30072.9,[28745.66910499],27.805,2021-11-13 22:03:42
2021-11-13 17:33:42-05:00,23.912,14.51111111111111,30105.3,[28745.66910499],27.912,2021-11-13 22:33:42
2021-11-13 18:03:42-05:00,23.994,14.488888888888887,30183.0,[28740.55646938],27.994,2021-11-13 23:03:42
2021-11-13 18:33:42-05:00,24.055,14.43888888888889,30218.3,[28740.55646938],28.055,2021-11-13 23:33:42
2021-11-13 19:03:42-05:00,24.124,14.43888888888889,30296.6,[28735.44383383],28.124,2021-11-14 00:03:42
2021-11-13 19:33:42-05:00,24.142,14.388888888888888,30281.4,[28735.44383383],28.142,2021-11-14 00:33:42
2021-11-13 20:03:42-05:00,24.106,14.31111111111111,30185.5,[28730.33119822],28.106,2021-11-14 01:03:42
2021-11-13 20:33:42-05:00,24.219,14.322222222222225,30321.9,[28730.33119822],28.219,2021-11-14 01:33:42
2021-11-13 21:03:42-05:00,24.298,14.188888888888888,30316.9,[28725.2185626],28.298,2021-11-14 02:03:42
2021-11-13 21:33:42-05:00,24.503,14.21111111111111,30565.1,[28725.2185626],28.503,2021-11-14 02:33:42
2021-11-13 22:03:42-05:00,24.403,14.061111111111112,30344.8,[28720.10592705],28.403,2021-11-14 03:03:42
2021-11-13 22:33:42-05:00,24.304,13.877777777777776,30102.8,[28720.10592705],28.304,2021-11-14 03:33:42
2021-11-13 23:03:42-05:00,24.245,13.777777777777777,29966.1,[28714.9932915],28.245,2021-11-14 04:03:42
2021-11-13 23:33:42-05:00,24.219,13.727777777777778,29901.9,[28714.9932915],28.219,2021-11-14 04:33:42
2021-11-14 00:03:42-05:00,24.243,13.577777777777776,29823.3,[28709.88065588],28.243,2021-11-14 05:03:42
2021-11-14 00:33:42-05:00,24.357,13.61111111111111,29973.5,[28709.88065588],28.357,2021-11-14 05:33:42
2021-11-14 01:03:42-05:00,24.232,13.18888888888889,29537.2,[28704.76802027],28.232,2021-11-14 06:03:42
2021-11-14 01:33:42-05:00,23.781,13.05,28941.1,[28704.76802027],27.781,2021-11-14 06:33:42
2021-11-14 02:03:42-05:00,23.205,12.7,28068.1,[28699.65538472],27.205,2021-11-14 07:03:42
2021-11-14 02:33:42-05:00,23.203,12.95,28234.6,[28699.65538472],27.203,2021-11-14 07:33:42
2021-11-14 03:03:42-05:00,23.352,12.95,28398.9,[28694.54274911],27.352,2021-11-14 08:03:42
2021-11-14 03:33:42-05:00,23.678,13.438888888888886,29095.8,[28694.54274911],27.678,2021-11-14 08:33:42
2021-11-14 04:03:42-05:00,23.702,13.57222222222222,29214.8,[28689.43011355],27.702,2021-11-14 09:03:42
2021-11-14 04:33:42-05:00,23.719,13.4,29114.4,[28689.43011355],27.719,2021-11-14 09:33:42
2021-11-14 05:03:42-05:00,23.794,13.02222222222222,28936.5,[28684.31747794],27.794,2021-11-14 10:03:42
2021-11-14 05:33:42-05:00,24.133,13.52777777777778,29665.0,[28684.31747794],28.133,2021-11-14 10:33:42
2021-11-14 06:03:42-05:00,24.201,13.599999999999998,29791.5,[28679.20484233],28.201,2021-11-14 11:03:42
2021-11-14 06:33:42-05:00,24.273,13.677777777777775,29926.5,[28679.20484233],28.273,2021-11-14 11:33:42
2021-11-14 07:03:42-05:00,24.23,13.71111111111111,29901.9,[28674.09220678],28.23,2021-11-14 12:03:42
2021-11-14 07:33:42-05:00,24.095,13.95,29919.1,[28674.09220678],28.095,2021-11-14 12:33:42
2021-11-14 08:03:42-05:00,24.328,13.81111111111111,30082.9,[28668.97957122],28.328,2021-11-14 13:03:42
2021-11-14 08:33:42-05:00,24.341,13.93888888888889,30188.1,[28668.97957122],28.341,2021-11-14 13:33:42
2021-11-14 09:03:42-05:00,24.389,13.8,30142.9,[28663.86693561],28.389,2021-11-14 14:03:42
2021-11-14 09:33:42-05:00,24.265,13.588888888888889,29855.1,[28663.86693561],28.265,2021-11-14 14:33:42
2021-11-14 10:03:42-05:00,24.018,13.211111111111112,29315.9,[28658.7543],28.018,2021-11-14 15:03:42
2021-11-14 10:33:42-05:00,23.884,13.12222222222222,29105.1,[28658.7543],27.884,2021-11-14 15:33:42
2021-11-14 11:03:42-05:00,23.877,13.227777777777778,29170.3,[28653.64166445],27.877,2021-11-14 16:03:42
2021-11-14 11:33:42-05:00,23.646,13.099999999999998,28826.8,[28653.64166445],27.646,2021-11-14 16:33:42
2021-11-14 12:03:42-05:00,23.542,13.272222222222222,28829.1,[28648.52902883],27.542,2021-11-14 17:03:42
2021-11-14 12:33:42-05:00,23.501,13.15,28699.9,[28648.52902883],27.501,2021-11-14 17:33:42
2021-11-14 13:03:42-05:00,23.43,13.661111111111111,28971.0,[28643.41639328],27.43,2021-11-14 18:03:42
2021-11-14 13:33:42-05:00,23.559,13.777777777777777,29196.0,[28643.41639328],27.559,2021-11-14 18:33:42
2021-11-14 14:03:42-05:00,23.52,13.638888888888888,29056.4,[28638.30375767],27.52,2021-11-14 19:03:42
2021-11-14 14:33:42-05:00,23.85,13.822222222222225,29554.0,[28638.30375767],27.85,2021-11-14 19:33:42
2021-11-14 15:03:42-05:00,23.696,14.11111111111111,29580.5,[28633.19112206],27.696,2021-11-14 20:03:42
2021-11-14 15:33:42-05:00,23.754,14.05,29604.6,[28633.19112206],27.754,2021-11-14 20:33:42
2021-11-14 16:03:42-05:00,23.819,14.027777777777777,29662.5,[28628.0784865],27.819,2021-11-14 21:03:42
2021-11-14 16:33:42-05:00,23.898,14.022222222222222,29747.5,[28628.0784865],27.898,2021-11-14 21:33:42
2021-11-14 17:03:42-05:00,23.885,13.93888888888889,29674.7,[28622.96585095],27.885,2021-11-14 22:03:42
2021-11-14 17:33:42-05:00,24.009,13.877777777777776,29771.9,[28622.96585095],28.009,2021-11-14 22:33:42
2021-11-14 18:03:42-05:00,24.151,13.85,29911.7,[28617.85321534],28.151,2021-11-14 23:03:42
2021-11-14 18:33:42-05:00,24.209,13.788888888888888,29933.9,[28617.85321534],28.209,2021-11-14 23:33:42
2021-11-14 19:03:42-05:00,24.256,13.722222222222223,29938.9,[28612.74057972],28.256,2021-11-15 00:03:42
2021-11-14 19:33:42-05:00,24.278,13.71111111111111,29956.2,[28612.74057972],28.278,2021-11-15 00:33:42
2021-11-14 20:03:42-05:00,24.318,13.67222222222222,29973.5,[28607.62794417],28.318,2021-11-15 01:03:42
2021-11-14 20:33:42-05:00,24.212,13.627777777777778,29823.3,[28607.62794417],28.212,2021-11-15 01:33:42
2021-11-14 21:03:42-05:00,24.186,13.488888888888887,29696.5,[28602.51530856],28.186,2021-11-15 02:03:42
2021-11-14 21:33:42-05:00,24.231,13.52777777777778,29774.4,[28602.51530856],28.231,2021-11-15 02:33:42
2021-11-14 22:03:42-05:00,24.234,13.45,29723.2,[28597.40267301],28.234,2021-11-15 03:03:42
2021-11-14 22:33:42-05:00,24.272,13.45,29764.6,[28597.40267301],28.272,2021-11-15 03:33:42
2021-11-14 23:03:42-05:00,24.149,13.461111111111109,29635.9,[28592.29003739],28.149,2021-11-15 04:03:42
2021-11-14 23:33:42-05:00,24.127,13.25,29463.1,[28592.29003739],28.127,2021-11-15 04:33:42
2021-11-15 00:03:42-05:00,23.953,12.972222222222223,29077.2,[28587.17740178],27.953,2021-11-15 05:03:42
2021-11-15 00:33:42-05:00,23.792,13.02222222222222,28934.2,[28587.17740178],27.792,2021-11-15 05:33:42
2021-11-15 01:03:42-05:00,23.91,13.227777777777778,29207.8,[28582.06476623],27.91,2021-11-15 06:03:42
2021-11-15 01:33:42-05:00,23.834,13.177777777777775,29088.8,[28582.06476623],27.834,2021-11-15 06:33:42
2021-11-15 02:03:42-05:00,23.811,13.138888888888888,29035.6,[28576.95213068],27.811,2021-11-15 07:03:42
2021-11-15 02:33:42-05:00,23.73,13.11111111111111,28927.3,[28576.95213068],27.73,2021-11-15 07:33:42
2021-11-15 03:03:42-05:00,23.843,13.177777777777775,29098.1,[28571.839495],27.843,2021-11-15 08:03:42
2021-11-15 03:33:42-05:00,23.954,13.272222222222222,29287.6,[28571.839495],27.954,2021-11-15 08:33:42
2021-11-15 04:03:42-05:00,23.922,13.25,29235.9,[28566.72685945],27.922,2021-11-15 09:03:42
2021-11-15 04:33:42-05:00,23.878,13.12222222222222,29098.1,[28566.72685945],27.878,2021-11-15 09:33:42
2021-11-15 05:03:42-05:00,23.917,13.26111111111111,29238.2,[28561.6142239],27.917,2021-11-15 10:03:42
2021-11-15 05:33:42-05:00,23.82,13.177777777777775,29072.6,[28561.6142239],27.82,2021-11-15 10:33:42
2021-11-15 06:03:42-05:00,23.968,13.277777777777777,29306.5,[28556.50158828],27.968,2021-11-15 11:03:42
2021-11-15 06:33:42-05:00,23.995,13.211111111111112,29290.0,[28556.50158828],27.995,2021-11-15 11:33:42
2021-11-15 07:03:42-05:00,24.082,13.18888888888889,29370.3,[28551.38895273],28.082,2021-11-15 12:03:42
2021-11-15 07:33:42-05:00,24.169,13.26111111111111,29518.0,[28551.38895273],28.169,2021-11-15 12:33:42
2021-11-15 08:03:42-05:00,24.309,12.999999999999998,29489.3,[28546.27631712],28.309,2021-11-15 13:03:42
2021-11-15 08:33:42-05:00,24.142,12.472222222222223,28936.5,[28546.27631712],28.142,2021-11-15 13:33:42
2021-11-15 09:03:42-05:00,24.32,12.872222222222224,29410.7,[28541.16368151],28.32,2021-11-15 14:03:42
2021-11-15 09:33:42-05:00,24.371,13.138888888888888,29655.3,[28541.16368151],28.371,2021-11-15 14:33:42
2021-11-15 10:03:42-05:00,24.331,13.12222222222222,29599.7,[28536.05104595],28.331,2021-11-15 15:03:42
2021-11-15 10:33:42-05:00,24.289,13.038888888888888,29494.1,[28536.05104595],28.289,2021-11-15 15:33:42
2021-11-15 11:03:42-05:00,24.135,12.68888888888889,29079.6,[28530.9384104],28.135,2021-11-15 16:03:42
2021-11-15 11:33:42-05:00,24.107,12.477777777777778,28902.1,[28530.9384104],28.107,2021-11-15 16:33:42
