Year Day	Temperature C	SalinityConst	pHConstSal	Battery Voltage	DateStr	TimeStr
5.5417	20.47	35.00	0.0000	8.44	2021-01-05	12:59:59
5.5833	20.55	35.00	0.0000	8.44	2021-01-05	13:59:59
5.6250	20.60	35.00	-173.0096	8.44	2021-01-05	14:59:59
5.6667	20.65	35.00	12.4507	8.44	2021-01-05	15:59:59
5.7083	20.72	35.00	0.0000	8.45	2021-01-05	16:59:59
5.7500	20.79	35.00	0.0000	8.45	2021-01-05	17:59:59
5.7917	20.89	35.00	0.0000	8.45	2021-01-05	18:59:59
5.8333	20.94	35.00	-4.6351	8.45	2021-01-05	19:59:59
5.8750	20.94	35.00	6.8448	8.46	2021-01-05	20:59:59
5.9167	20.92	35.00	0.0000	8.46	2021-01-05	21:59:59
5.9583	20.87	35.00	0.0000	8.45	2021-01-05	22:59:59
6.0000	20.87	35.00	0.0000	8.45	2021-01-05	23:59:59
6.0417	20.79	35.00	0.0000	8.45	2021-01-06	00:59:59
6.0833	20.79	35.00	0.0000	8.45	2021-01-06	01:59:59
6.1250	19.70	35.00	7.3267	8.44	2021-01-06	02:59:59
6.1667	19.04	35.00	0.5907	8.42	2021-01-06	03:59:59
6.2083	19.14	35.00	0.0000	8.40	2021-01-06	04:59:59
6.2500	19.38	35.00	0.0000	8.39	2021-01-06	05:59:59
6.2917	19.70	35.00	0.0000	8.39	2021-01-06	06:59:59
6.3333	19.89	35.00	0.0000	8.40	2021-01-06	07:59:59
6.3750	20.06	35.00	9.3312	8.40	2021-01-06	08:59:59
6.4167	20.16	35.00	0.0000	8.41	2021-01-06	09:59:59
6.4583	20.25	35.00	0.0000	8.41	2021-01-06	10:59:59
6.5000	20.30	35.00	0.0000	8.41	2021-01-06	11:59:59
6.5417	20.30	35.00	0.0000	8.42	2021-01-06	12:59:59
6.5833	20.35	35.00	0.0000	8.42	2021-01-06	13:59:59
6.6250	20.43	35.00	0.0000	8.42	2021-01-06	14:59:59
6.6667	20.52	35.00	0.0000	8.42	2021-01-06	15:59:59
6.7083	20.65	35.00	23.7316	8.42	2021-01-06	16:59:59
6.7500	20.84	35.00	0.0000	8.43	2021-01-06	17:59:59
6.7917	21.02	35.00	0.0000	8.43	2021-01-06	18:59:59
6.8333	21.09	35.00	5.8860	8.44	2021-01-06	19:59:59
