Date/Time,Temperature,Specific Cond,Conductivity,Resistivity,Salinity,TDS,Density,Pressure-Abs,Depth,pH,pH.1,Turbidity,Chlorophyll,Chlorophyll.1,DO,DO.1,Battery,Datetime_UTC,TA (Approximated)
8/15/2019 0:16,20.168,47.1758,42.8223,0.023,30.743,30.6642,1.021,19.91,3.7807,7.896,-83.25,0.623,7.25,1.6,89.44,6.763,11.64,2019-08-15 05:16:00,2087.5678
8/15/2019 0:31,20.109,47.1864,42.7783,0.023,30.751,30.6712,1.021,19.838,3.7311,7.902,-83.62,0.806,6.75,1.49,94.15,7.126,11.64,2019-08-15 05:31:00,2088.0046
8/15/2019 0:46,20.129,47.1815,42.792,0.023,30.747,30.668,1.021,19.714,3.6456,7.904,-83.68,0.562,7.0,1.54,97.97,7.413,11.64,2019-08-15 05:46:00,2087.7862
8/15/2019 1:01,20.102,47.1808,42.7666,0.023,30.747,30.6675,1.021,19.562,3.5406,7.918,-84.53,0.745,7.04,1.55,99.43,7.528,11.64,2019-08-15 06:01:00,2087.7862
8/15/2019 1:16,20.123,47.176,42.7812,0.023,30.743,30.6644,1.021,19.366,3.4053,7.916,-84.41,0.684,7.4,1.63,98.74,7.472,11.64,2019-08-15 06:16:00,2087.5678
8/15/2019 1:31,20.157,47.1714,42.8076,0.023,30.74,30.6614,1.021,19.159,3.2626,7.889,-82.89,0.867,6.61,1.46,93.37,7.062,11.64,2019-08-15 06:31:00,2087.404
8/15/2019 1:46,20.338,47.0543,42.8643,0.023,30.654,30.5853,1.021,18.955,3.1222,7.853,-80.81,3.613,6.48,1.43,89.5,6.75,11.64,2019-08-15 06:46:00,2082.7084
8/15/2019 2:01,20.508,46.8762,42.8545,0.023,30.523,30.4696,1.021,18.756,2.9856,7.828,-79.41,0.623,8.62,1.9,88.75,6.678,11.56,2019-08-15 07:01:00,2075.5558
8/15/2019 2:16,20.542,46.8826,42.8906,0.023,30.527,30.4737,1.021,18.555,2.8469,7.809,-78.25,1.355,7.81,1.72,86.41,6.497,11.56,2019-08-15 07:16:00,2075.7742
8/15/2019 2:31,20.535,46.9271,42.9248,0.023,30.56,30.5026,1.021,18.365,2.7162,7.81,-78.31,1.477,6.94,1.53,87.66,6.591,11.64,2019-08-15 07:31:00,2077.576
8/15/2019 2:46,20.586,46.8641,42.9131,0.023,30.514,30.4617,1.021,18.174,2.5847,7.785,-76.9,1.416,6.97,1.54,87.81,6.598,11.64,2019-08-15 07:46:00,2075.0644
8/15/2019 3:01,20.662,46.7953,42.918,0.023,30.463,30.4169,1.021,17.984,2.4534,7.772,-76.17,1.599,6.95,1.53,87.25,6.549,11.64,2019-08-15 08:01:00,2072.2798000000003
8/15/2019 3:16,20.737,46.7074,42.9043,0.023,30.399,30.3598,1.021,17.794,2.3231,7.736,-74.1,1.172,7.82,1.72,84.59,6.343,11.64,2019-08-15 08:16:00,2068.7853999999998
8/15/2019 3:31,20.788,46.6205,42.8701,0.023,30.335,30.3033,1.021,17.595,2.1853,7.691,-71.47,1.538,7.56,1.67,81.93,6.14,11.64,2019-08-15 08:31:00,2065.291
8/15/2019 3:46,20.835,46.4893,42.791,0.023,30.24,30.2181,1.021,17.395,2.048,7.643,-68.66,1.477,7.29,1.61,78.13,5.853,11.56,2019-08-15 08:46:00,2060.1040000000003
8/15/2019 4:01,20.855,46.3967,42.7236,0.023,30.172,30.1579,1.021,17.199,1.9128,7.59,-65.67,2.271,6.87,1.51,74.57,5.587,11.56,2019-08-15 09:01:00,2056.3912
8/15/2019 4:16,20.862,46.2805,42.623,0.023,30.088,30.0823,1.021,17.003,1.7781,7.531,-62.19,1.538,6.49,1.43,70.66,5.295,11.56,2019-08-15 09:16:00,2051.8048
8/15/2019 4:31,20.859,46.1419,42.4922,0.024,29.987,29.9922,1.021,16.814,1.6473,7.475,-58.9,2.576,6.25,1.38,67.4,5.055,11.56,2019-08-15 09:31:00,2046.2902
8/15/2019 4:46,20.84,45.9853,42.3311,0.024,29.874,29.8904,1.021,16.625,1.5167,7.439,-56.82,1.782,5.81,1.28,64.57,4.847,11.64,2019-08-15 09:46:00,2040.1204
8/15/2019 5:01,20.8,45.7489,42.0791,0.024,29.703,29.7368,1.021,16.439,1.3893,7.373,-53.04,2.637,5.49,1.21,60.6,4.557,11.64,2019-08-15 10:01:00,2030.7838
8/15/2019 5:16,20.764,45.5553,41.8691,0.024,29.564,29.6109,1.02,16.261,1.2665,7.322,-50.05,3.247,5.99,1.32,57.23,4.31,11.56,2019-08-15 10:16:00,2023.1944
8/15/2019 5:31,20.717,45.2273,41.5273,0.024,29.327,29.3977,1.02,16.085,1.1454,7.262,-46.57,3.613,5.55,1.22,53.5,4.038,11.56,2019-08-15 10:31:00,2010.2542
8/15/2019 5:46,20.654,44.9343,41.2041,0.024,29.116,29.2073,1.02,15.915,1.0276,7.212,-43.7,4.102,5.06,1.12,49.42,3.74,11.64,2019-08-15 10:46:00,1998.7336
8/15/2019 6:01,20.602,44.6346,40.8848,0.024,28.9,29.0125,1.02,15.752,0.915,7.164,-40.83,2.881,4.31,0.95,46.62,3.535,11.56,2019-08-15 11:01:00,1986.94
8/15/2019 6:16,20.538,44.4052,40.6211,0.025,28.735,28.8634,1.02,15.595,0.8069,7.149,-39.98,3.43,4.98,1.1,45.2,3.435,11.56,2019-08-15 11:16:00,1977.931
8/15/2019 6:31,20.466,44.0928,40.2744,0.025,28.511,28.6603,1.02,15.457,0.7117,7.13,-38.88,3.003,5.1,1.12,44.51,3.392,11.64,2019-08-15 11:31:00,1965.7006
8/15/2019 6:46,20.467,43.7905,39.999,0.025,28.294,28.4638,1.02,15.355,0.6416,7.116,-38.09,3.735,5.2,1.15,43.67,3.331,11.56,2019-08-15 11:46:00,1953.8524
8/15/2019 7:01,20.445,43.6085,39.8145,0.025,28.163,28.3455,1.019,15.349,0.6375,7.102,-37.29,3.003,4.35,0.96,40.24,3.074,11.64,2019-08-15 12:01:00,1946.6998
8/15/2019 7:16,20.6,43.713,40.0391,0.025,28.237,28.4134,1.019,15.48,0.7281,7.098,-37.05,4.834,6.12,1.35,46.43,3.535,11.64,2019-08-15 12:16:00,1950.7402
8/15/2019 7:31,20.631,43.9585,40.29,0.025,28.413,28.573,1.02,15.634,0.8343,7.126,-38.64,5.383,6.34,1.4,49.52,3.764,11.64,2019-08-15 12:31:00,1960.3498
8/15/2019 7:46,20.747,44.3209,40.7207,0.025,28.673,28.8086,1.02,15.791,0.942,7.152,-40.16,2.698,5.78,1.27,52.75,3.995,11.64,2019-08-15 12:46:00,1974.5457999999999
8/15/2019 8:01,20.692,44.8632,41.1719,0.024,29.064,29.1611,1.02,15.953,1.0539,7.235,-44.98,2.393,5.13,1.13,56.13,4.245,11.64,2019-08-15 13:01:00,1995.8944000000001
8/15/2019 8:16,20.922,45.3179,41.7881,0.024,29.391,29.4567,1.02,16.121,1.1695,7.258,-46.33,2.393,6.79,1.5,59.4,4.465,11.64,2019-08-15 13:16:00,2013.7486
8/15/2019 8:31,21.208,45.4925,42.1973,0.024,29.514,29.5701,1.02,16.292,1.2882,7.287,-48.03,4.102,6.78,1.49,64.5,4.82,11.56,2019-08-15 13:31:00,2020.4644
8/15/2019 8:46,21.104,45.4715,42.0879,0.024,29.5,29.5565,1.02,16.484,1.4202,7.289,-48.16,2.637,6.15,1.36,63.05,4.721,11.64,2019-08-15 13:46:00,2019.7
8/15/2019 9:01,20.99,45.9376,42.4189,0.024,29.838,29.8595,1.021,16.689,1.5613,7.407,-54.99,1.721,5.21,1.15,68.05,5.095,11.64,2019-08-15 14:01:00,2038.1548
8/15/2019 9:16,21.061,45.9871,42.5273,0.024,29.873,29.8916,1.021,16.903,1.7093,7.414,-55.42,1.355,5.56,1.22,68.94,5.155,11.56,2019-08-15 14:16:00,2040.0658
8/15/2019 9:31,20.987,46.0809,42.5488,0.024,29.942,29.9526,1.021,17.126,1.8628,7.536,-62.5,1.477,5.41,1.19,77.42,5.794,11.56,2019-08-15 14:31:00,2043.8332
8/15/2019 9:46,20.991,46.254,42.7119,0.023,30.068,30.0651,1.021,17.36,2.0244,7.614,-67.02,1.416,6.09,1.34,82.75,6.188,11.56,2019-08-15 14:46:00,2050.7128000000002
8/15/2019 10:01,21.101,46.3762,42.9229,0.023,30.155,30.1445,1.021,17.601,2.1902,7.636,-68.3,1.66,6.25,1.38,85.07,6.345,11.64,2019-08-15 15:01:00,2055.463
8/15/2019 10:16,21.174,46.4999,43.1016,0.023,30.244,30.2249,1.021,17.854,2.365,7.692,-71.59,1.904,7.66,1.69,89.73,6.681,11.56,2019-08-15 15:16:00,2060.3224
8/15/2019 10:31,20.919,46.6052,42.9727,0.023,30.323,30.2934,1.021,18.107,2.5387,7.784,-76.9,2.515,10.13,2.23,97.02,7.253,11.56,2019-08-15 15:31:00,2064.6358
8/15/2019 10:46,20.853,46.4802,42.7988,0.023,30.233,30.2121,1.021,18.37,2.7202,7.802,-77.94,1.843,6.26,1.38,97.51,7.303,11.56,2019-08-15 15:46:00,2059.7218000000003
8/15/2019 11:01,20.968,46.3415,42.7725,0.023,30.131,30.122,1.021,18.629,2.8998,7.74,-74.34,1.416,6.85,1.51,93.16,6.967,11.56,2019-08-15 16:01:00,2054.1526000000003
8/15/2019 11:16,21.329,46.7072,43.4326,0.023,30.393,30.3597,1.021,18.88,3.0721,7.753,-75.13,0.623,5.7,1.26,94.78,7.03,11.64,2019-08-15 16:16:00,2068.4578
8/15/2019 11:31,21.339,46.8182,43.5439,0.023,30.474,30.4318,1.021,19.107,3.2288,7.772,-76.29,1.477,6.5,1.43,95.56,7.084,11.64,2019-08-15 16:31:00,2072.8804
8/15/2019 11:46,21.278,46.8038,43.4766,0.023,30.464,30.4225,1.021,19.296,3.3588,7.793,-77.45,1.721,8.47,1.87,96.44,7.157,11.64,2019-08-15 16:46:00,2072.3343999999997
8/15/2019 12:01,21.055,46.8994,43.3652,0.023,30.535,30.4846,1.021,19.439,3.4576,7.817,-78.86,0.684,6.3,1.39,96.15,7.162,11.48,2019-08-15 17:01:00,2076.2110000000002
8/15/2019 12:16,20.705,47.0513,43.1914,0.023,30.649,30.5833,1.021,19.511,3.5061,7.852,-80.75,0.256,4.97,1.09,88.52,6.631,11.56,2019-08-15 17:16:00,2082.4354000000003
8/15/2019 12:31,20.415,47.0546,42.9336,0.023,30.653,30.5855,1.021,19.516,3.5097,7.871,-81.85,0.256,4.89,1.08,93.78,7.063,11.64,2019-08-15 17:31:00,2082.6538
8/15/2019 12:46,20.174,47.2919,42.9326,0.023,30.827,30.7397,1.022,19.467,3.475,7.912,-84.23,1.355,4.97,1.09,104.82,7.921,11.64,2019-08-15 17:46:00,2092.1542
8/15/2019 13:01,20.212,47.2504,42.9297,0.023,30.797,30.7128,1.022,19.376,3.4124,7.931,-85.27,0.745,3.73,0.82,103.45,7.813,11.64,2019-08-15 18:01:00,2090.5162
8/15/2019 13:16,20.266,47.2632,42.9893,0.023,30.806,30.7211,1.021,19.247,3.3232,7.924,-84.9,16.858,4.89,1.07,104.4,7.877,11.64,2019-08-15 18:16:00,2091.0076
8/15/2019 13:31,20.319,47.247,43.0225,0.023,30.794,30.7106,1.021,19.091,3.2161,7.932,-85.39,2.087,4.59,1.01,104.33,7.865,11.56,2019-08-15 18:31:00,2090.3523999999998
8/15/2019 13:46,20.447,47.2038,43.0986,0.023,30.762,30.6825,1.021,18.93,3.1049,7.919,-84.66,1.172,3.97,0.88,103.92,7.817,11.56,2019-08-15 18:46:00,2088.6052
8/15/2019 14:01,20.972,47.0269,43.4092,0.023,30.629,30.5675,1.021,18.786,3.0062,7.886,-82.82,0.867,5.5,1.21,104.49,7.791,11.56,2019-08-15 19:01:00,2081.3434
8/15/2019 14:16,21.12,46.9673,43.4863,0.023,30.584,30.5287,1.021,18.642,2.9072,7.868,-81.85,0.439,3.98,0.88,101.96,7.584,11.56,2019-08-15 19:16:00,2078.8864000000003
8/15/2019 14:31,21.945,46.669,43.9463,0.023,30.358,30.3349,1.021,18.498,2.8093,7.815,-78.86,1.233,6.47,1.43,104.98,7.703,11.64,2019-08-15 19:31:00,2066.5468
8/15/2019 14:46,22.101,46.6059,44.0254,0.023,30.31,30.2938,1.021,18.337,2.6984,7.814,-78.8,2.209,10.04,2.21,106.1,7.765,11.56,2019-08-15 19:46:00,2063.926
8/15/2019 15:01,22.127,46.5549,44.0,0.023,30.273,30.2607,1.021,18.17,2.5837,7.819,-79.16,1.721,6.35,1.4,107.33,7.854,11.56,2019-08-15 20:01:00,2061.9058
8/15/2019 15:16,22.281,46.5056,44.0908,0.023,30.235,30.2286,1.021,17.989,2.4587,7.811,-78.67,2.209,15.34,3.38,108.41,7.913,11.56,2019-08-15 20:16:00,2059.831
8/15/2019 15:31,22.41,46.4628,44.1641,0.023,30.202,30.2008,1.02,17.811,2.3358,7.809,-78.61,1.294,6.77,1.49,108.98,7.938,11.56,2019-08-15 20:31:00,2058.0292
8/15/2019 15:46,22.602,46.4324,44.3057,0.023,30.178,30.1811,1.02,17.632,2.2126,7.8,-78.12,8.252,6.88,1.52,109.49,7.948,11.56,2019-08-15 20:46:00,2056.7188
8/15/2019 16:01,22.78,46.3997,44.4326,0.023,30.151,30.1598,1.02,17.448,2.0858,7.793,-77.76,5.505,7.25,1.6,110.82,8.021,11.56,2019-08-15 21:01:00,2055.2446
8/15/2019 16:16,22.911,46.3378,44.4893,0.022,30.104,30.1196,1.02,17.265,1.9591,7.796,-77.88,1.416,6.65,1.46,111.96,8.086,11.56,2019-08-15 21:16:00,2052.6784
8/15/2019 16:31,23.13,46.2666,44.6143,0.022,30.049,30.0733,1.02,17.084,1.8349,7.778,-76.9,1.66,7.03,1.55,112.5,8.097,11.56,2019-08-15 21:31:00,2049.6754
8/15/2019 16:46,23.339,46.1588,44.6943,0.022,29.968,30.0032,1.02,16.906,1.7121,7.771,-76.54,1.782,7.46,1.65,113.68,8.156,11.64,2019-08-15 21:46:00,2045.2528
8/15/2019 17:01,23.565,46.0361,44.7744,0.022,29.875,29.9235,1.02,16.734,1.5933,7.753,-75.5,2.82,6.71,1.48,114.05,8.154,11.56,2019-08-15 22:01:00,2040.175
8/15/2019 17:16,23.761,45.8507,44.7656,0.022,29.737,29.8029,1.02,16.565,1.477,7.753,-75.5,3.918,8.28,1.83,115.6,8.243,11.56,2019-08-15 22:16:00,2032.6402
8/15/2019 17:31,23.927,45.6347,44.6992,0.022,29.578,29.6626,1.02,16.402,1.3645,7.743,-74.95,3.735,7.54,1.66,116.17,8.267,11.56,2019-08-15 22:31:00,2023.9588
8/15/2019 17:46,24.1,45.4306,44.6494,0.022,29.427,29.5299,1.019,16.246,1.2568,7.729,-74.16,4.651,7.6,1.68,115.68,8.215,11.64,2019-08-15 22:46:00,2015.7142000000001
8/15/2019 18:01,24.231,45.2192,44.5547,0.022,29.272,29.3925,1.019,16.09,1.1498,7.71,-73.06,4.468,7.8,1.72,114.46,8.117,11.56,2019-08-15 23:01:00,2007.2512
8/15/2019 18:16,24.293,44.9964,44.3887,0.023,29.109,29.2476,1.019,15.947,1.0509,7.689,-71.84,4.834,6.95,1.53,113.24,8.029,11.64,2019-08-15 23:16:00,1998.3514000000002
8/15/2019 18:31,24.315,44.713,44.1279,0.023,28.905,29.0635,1.019,15.824,0.9657,7.67,-70.74,5.383,6.7,1.48,110.82,7.863,11.64,2019-08-15 23:31:00,1987.2130000000002
8/15/2019 18:46,24.265,44.4161,43.793,0.023,28.692,28.8705,1.019,15.726,0.8983,7.648,-69.4,5.078,6.92,1.53,107.81,7.666,11.64,2019-08-15 23:46:00,1975.5832
8/15/2019 19:01,24.225,44.2664,43.6113,0.023,28.585,28.7732,1.019,15.7,0.8802,7.615,-67.5,5.017,5.78,1.27,102.97,7.331,11.64,2019-08-16 00:01:00,1969.741
8/15/2019 19:16,24.089,44.3977,43.625,0.023,28.682,28.8585,1.019,15.795,0.9458,7.631,-68.36,5.017,7.2,1.59,104.78,7.474,11.56,2019-08-16 00:16:00,1975.0372
8/15/2019 19:31,24.055,44.6995,43.8926,0.023,28.9,29.0547,1.019,15.928,1.038,7.639,-68.91,5.383,7.67,1.69,105.21,7.499,11.56,2019-08-16 00:31:00,1986.94
8/15/2019 19:46,23.929,44.9631,44.043,0.023,29.092,29.226,1.019,16.081,1.1433,7.649,-69.4,3.918,7.5,1.65,104.69,7.47,11.64,2019-08-16 00:46:00,1997.4232
8/15/2019 20:01,23.517,45.4027,44.1162,0.023,29.417,29.5117,1.02,16.245,1.2563,7.703,-72.57,3.491,6.72,1.48,105.18,7.546,11.56,2019-08-16 01:01:00,2015.1682
8/15/2019 20:16,23.592,45.9128,44.6777,0.022,29.785,29.8433,1.02,16.421,1.3775,7.669,-70.56,2.881,7.74,1.7,103.63,7.409,11.56,2019-08-16 01:16:00,2035.261
8/15/2019 20:31,23.516,46.0407,44.7354,0.022,29.879,29.9264,1.02,16.61,1.5081,7.657,-69.89,2.515,7.75,1.71,102.86,7.36,11.56,2019-08-16 01:31:00,2040.3934000000002
8/15/2019 20:46,23.205,46.1837,44.6006,0.022,29.988,30.0194,1.02,16.819,1.6522,7.704,-72.57,3.43,7.33,1.62,103.21,7.421,11.64,2019-08-16 01:46:00,2046.3448
8/15/2019 21:01,22.94,46.3767,44.5518,0.022,30.132,30.1449,1.02,17.045,1.8075,7.731,-74.1,3.857,6.42,1.41,103.13,7.444,11.56,2019-08-16 02:01:00,2054.2072
8/15/2019 21:16,22.971,46.3064,44.5117,0.022,30.081,30.0991,1.02,17.279,1.9694,7.713,-73.06,3.43,9.74,2.15,102.05,7.364,11.64,2019-08-16 02:16:00,2051.4226
8/15/2019 21:31,22.477,46.2971,44.0664,0.023,30.081,30.0931,1.02,17.523,2.1372,7.813,-78.86,3.613,8.26,1.82,106.54,7.756,11.56,2019-08-16 02:31:00,2051.4226
8/15/2019 21:46,22.445,46.5794,44.3066,0.023,30.287,30.2766,1.021,17.767,2.3051,7.821,-79.28,3.064,8.23,1.82,107.07,7.79,11.56,2019-08-16 02:46:00,2062.6702
8/15/2019 22:01,22.378,46.6213,44.2861,0.023,30.318,30.3038,1.021,18.006,2.4704,7.823,-79.41,2.881,7.36,1.62,107.0,7.793,11.64,2019-08-16 03:01:00,2064.3628
8/15/2019 22:16,22.242,46.5878,44.1338,0.023,30.296,30.2821,1.021,18.259,2.6448,7.845,-80.69,3.369,7.59,1.67,106.78,7.796,11.56,2019-08-16 03:16:00,2063.1616
8/15/2019 22:31,22.205,46.5736,44.0869,0.023,30.286,30.2728,1.021,18.521,2.8253,7.872,-82.21,2.942,7.09,1.56,107.39,7.846,11.56,2019-08-16 03:31:00,2062.6156
8/15/2019 22:46,22.313,46.5855,44.1943,0.023,30.293,30.2806,1.021,18.769,2.9966,7.884,-82.95,2.087,7.65,1.69,107.99,7.874,11.56,2019-08-16 03:46:00,2062.9978
8/15/2019 23:01,22.267,46.7532,44.3125,0.023,30.415,30.3896,1.021,19.022,3.1708,7.866,-81.91,2.332,6.66,1.47,105.74,7.712,11.56,2019-08-16 04:01:00,2069.659
8/15/2019 23:16,22.07,46.988,44.3584,0.023,30.588,30.5422,1.021,19.268,3.3398,7.869,-82.03,2.148,6.32,1.39,105.98,7.748,11.56,2019-08-16 04:16:00,2079.1048
8/15/2019 23:31,21.998,47.0392,44.3418,0.023,30.627,30.5755,1.021,19.477,3.4843,7.879,-82.58,1.355,6.99,1.54,105.01,7.686,11.56,2019-08-16 04:31:00,2081.2342
8/15/2019 23:46,21.631,47.2374,44.1982,0.023,30.775,30.7043,1.021,19.658,3.608,7.908,-84.23,1.111,6.46,1.42,105.79,7.787,11.64,2019-08-16 04:46:00,2089.315
8/16/2019 0:01,21.122,47.3559,43.8486,0.023,30.867,30.7813,1.021,19.792,3.6997,7.948,-86.49,1.111,5.88,1.3,107.57,7.988,11.56,2019-08-16 05:01:00,2094.3382
8/16/2019 0:16,20.562,47.4497,43.4277,0.023,30.94,30.8423,1.022,19.888,3.7654,7.962,-87.16,1.233,6.44,1.42,108.37,8.126,11.56,2019-08-16 05:16:00,2098.324
8/16/2019 0:31,20.398,47.453,43.2822,0.023,30.943,30.8445,1.022,19.941,3.8021,7.954,-86.67,0.562,5.15,1.14,106.48,8.008,11.56,2019-08-16 05:31:00,2098.4878
8/16/2019 0:46,20.29,47.4512,43.1826,0.023,30.943,30.8433,1.022,19.95,3.8075,7.932,-85.39,0.012,7.03,1.55,96.61,7.28,11.56,2019-08-16 05:46:00,2098.4878
8/16/2019 1:01,20.173,47.4649,43.0889,0.023,30.953,30.8522,1.022,19.9,3.773,7.923,-84.84,1.355,7.22,1.59,94.6,7.144,11.56,2019-08-16 06:01:00,2099.0338
8/16/2019 1:16,20.123,47.4366,43.0176,0.023,30.933,30.8338,1.022,19.792,3.6986,7.927,-85.08,0.5,5.1,1.12,107.39,8.118,11.56,2019-08-16 06:16:00,2097.9418
8/16/2019 1:31,20.182,47.4515,43.085,0.023,30.943,30.8434,1.022,19.649,3.6003,7.943,-86.0,0.623,5.34,1.18,109.58,8.274,11.56,2019-08-16 06:31:00,2098.4878
8/16/2019 1:46,20.058,47.4704,42.9893,0.023,30.958,30.8557,1.022,19.467,3.4749,7.957,-86.79,0.5,5.46,1.2,110.0,8.324,11.56,2019-08-16 06:46:00,2099.3068000000003
8/16/2019 2:01,20.238,47.4441,43.1289,0.023,30.938,30.8387,1.022,19.256,3.3294,7.937,-85.63,0.623,5.1,1.12,104.85,7.909,11.56,2019-08-16 07:01:00,2098.2147999999997
8/16/2019 2:16,20.844,47.2941,43.54,0.023,30.824,30.7412,1.021,19.038,3.1801,7.904,-83.8,0.745,4.75,1.05,101.07,7.545,11.56,2019-08-16 07:16:00,2091.9904
8/16/2019 2:31,21.143,47.1928,43.7158,0.023,30.748,30.6753,1.021,18.828,3.0353,7.86,-81.36,0.562,6.1,1.35,99.76,7.41,11.56,2019-08-16 07:31:00,2087.8408
8/16/2019 2:46,21.185,47.1445,43.709,0.023,30.712,30.6439,1.021,18.634,2.9017,7.837,-80.02,1.355,6.1,1.35,94.25,6.997,11.56,2019-08-16 07:46:00,2085.8752
8/16/2019 3:01,21.341,47.1158,43.8232,0.023,30.69,30.6253,1.021,18.444,2.7707,7.828,-79.47,1.599,5.01,1.11,98.07,7.26,11.56,2019-08-16 08:01:00,2084.674
8/16/2019 3:16,21.374,47.0514,43.793,0.023,30.643,30.5834,1.021,18.261,2.6449,7.816,-78.86,1.233,4.67,1.03,95.82,7.091,11.56,2019-08-16 08:16:00,2082.1077999999998
8/16/2019 3:31,21.563,46.9473,43.8652,0.023,30.565,30.5158,1.021,18.065,2.5101,7.806,-78.31,1.965,5.67,1.25,96.06,7.089,11.56,2019-08-16 08:31:00,2077.849
8/16/2019 3:46,21.66,46.8502,43.8613,0.023,30.493,30.4526,1.021,17.877,2.3804,7.781,-76.78,1.416,4.87,1.07,93.14,6.864,11.56,2019-08-16 08:46:00,2073.9178
8/16/2019 4:01,21.733,46.7501,43.833,0.023,30.42,30.3876,1.021,17.688,2.25,7.74,-74.46,1.843,5.21,1.15,90.15,6.638,11.56,2019-08-16 09:01:00,2069.9320000000002
8/16/2019 4:16,21.75,46.674,43.7764,0.023,30.364,30.3381,1.021,17.485,2.1101,7.715,-73.0,1.538,5.1,1.12,87.42,6.437,11.56,2019-08-16 09:16:00,2066.8744
8/16/2019 4:31,21.754,46.5739,43.6865,0.023,30.292,30.273,1.021,17.29,1.9756,7.675,-70.68,2.209,5.32,1.17,84.41,6.217,11.56,2019-08-16 09:31:00,2062.9432
8/16/2019 4:46,21.748,46.4821,43.5947,0.023,30.225,30.2134,1.021,17.09,1.8381,7.626,-67.81,1.843,5.11,1.13,80.99,5.968,11.56,2019-08-16 09:46:00,2059.285
8/16/2019 5:01,21.72,46.3206,43.4189,0.023,30.108,30.1084,1.021,16.901,1.7079,7.569,-64.51,2.82,4.63,1.02,76.6,5.651,11.56,2019-08-16 10:01:00,2052.8968
8/16/2019 5:16,21.681,46.2097,43.2803,0.023,30.028,30.0363,1.021,16.717,1.5808,7.517,-61.46,2.209,4.37,0.96,72.44,5.351,11.56,2019-08-16 10:16:00,2048.5288
8/16/2019 5:31,21.599,46.0233,43.0332,0.023,29.894,29.9151,1.02,16.534,1.4547,7.468,-58.59,3.125,4.54,1.0,68.91,5.102,11.64,2019-08-16 10:31:00,2041.2124
8/16/2019 5:46,21.512,45.8699,42.8145,0.023,29.784,29.8155,1.02,16.358,1.3333,7.422,-55.91,2.82,4.99,1.1,65.74,4.878,11.64,2019-08-16 10:46:00,2035.2064
8/16/2019 6:01,21.411,45.6657,42.5352,0.024,29.637,29.6827,1.02,16.186,1.2142,7.363,-52.49,3.003,3.59,0.79,61.74,4.593,11.56,2019-08-16 11:01:00,2027.1802
8/16/2019 6:16,21.307,45.4539,42.248,0.024,29.485,29.545,1.02,16.016,1.0972,7.291,-48.28,4.041,4.79,1.06,57.47,4.288,11.56,2019-08-16 11:16:00,2018.881
8/16/2019 6:31,21.244,45.2173,41.9736,0.024,29.315,29.3913,1.02,15.851,0.9835,7.247,-45.72,3.613,5.25,1.16,54.57,4.08,11.56,2019-08-16 11:31:00,2009.5990000000002
8/16/2019 6:46,21.176,44.9296,41.6484,0.024,29.108,29.2043,1.02,15.699,0.8788,7.219,-44.13,4.163,4.72,1.04,52.76,3.954,11.56,2019-08-16 11:46:00,1998.2968
8/16/2019 7:01,21.125,44.6323,41.3291,0.024,28.894,29.011,1.02,15.556,0.7799,7.204,-43.21,3.247,5.44,1.2,51.6,3.875,11.56,2019-08-16 12:01:00,1986.6124
8/16/2019 7:16,21.108,44.4183,41.1162,0.024,28.74,28.8719,1.02,15.429,0.6926,7.19,-42.36,3.491,5.16,1.14,50.94,3.831,11.56,2019-08-16 12:16:00,1978.204
8/16/2019 7:31,21.114,44.2226,40.9404,0.024,28.599,28.7447,1.02,15.346,0.6351,7.171,-41.26,4.041,5.37,1.19,49.04,3.69,11.56,2019-08-16 12:31:00,1970.5054
8/16/2019 7:46,21.097,43.9166,40.6426,0.025,28.379,28.5458,1.019,15.41,0.6797,7.171,-41.26,4.041,4.94,1.09,50.63,3.816,11.56,2019-08-16 12:46:00,1958.4934
8/16/2019 8:01,21.331,44.3153,41.21,0.024,28.663,28.805,1.02,15.566,0.7869,7.182,-41.93,3.369,6.44,1.42,55.41,4.152,11.56,2019-08-16 13:01:00,1973.9998
8/16/2019 8:16,21.501,44.6494,41.665,0.024,28.902,29.0221,1.02,15.726,0.8975,7.214,-43.82,3.186,6.75,1.49,59.42,4.432,11.48,2019-08-16 13:16:00,1987.0492000000002
8/16/2019 8:31,21.436,45.2894,42.2061,0.024,29.365,29.4381,1.02,15.877,1.0013,7.352,-51.88,3.308,5.41,1.19,67.01,4.991,11.56,2019-08-16 13:31:00,2012.329
8/16/2019 8:46,21.718,45.494,42.6426,0.023,29.51,29.5711,1.02,16.047,1.1188,7.319,-49.93,1.965,6.08,1.34,66.07,4.891,11.56,2019-08-16 13:46:00,2020.246
8/16/2019 9:01,22.083,45.8454,43.291,0.023,29.759,29.7995,1.02,16.228,1.2438,7.379,-53.47,1.843,5.39,1.19,73.75,5.417,11.56,2019-08-16 14:01:00,2033.8414
8/16/2019 9:16,22.21,45.999,43.5479,0.023,29.869,29.8994,1.02,16.419,1.3759,7.39,-54.14,1.904,5.95,1.31,75.54,5.532,11.48,2019-08-16 14:16:00,2039.8474
8/16/2019 9:31,21.953,46.2131,43.5234,0.023,30.027,30.0385,1.02,16.621,1.5144,7.453,-57.74,1.904,4.87,1.07,77.08,5.666,11.56,2019-08-16 14:31:00,2048.4742
