StationCode,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_Pct,F_DO_Pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,Level,F_Level,cLevel,F_cLevel,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor,Unnamed: 30,Datetime_Adjusted_UTC+1,TA (Approximated)
wqbmpwq   ,P,4/8/2021 1:15,1,1,,10.5,<0> ,47.12,<0> ,30.5,<0> ,94,<0> ,8.7,<0> ,1.54,<0> ,1.5,<3> ,,<-1> ,,,8,<0> ,1,<0> ,6,<0> ,,4/8/2021 7:15,2074.3
wqbmpwq   ,P,4/8/2021 1:30,1,1,,10.4,<0> ,47.22,<0> ,30.6,<0> ,93.3,<0> ,8.6,<0> ,1.51,<0> ,1.47,<3> ,,<-1> ,,,8,<0> ,1,<0> ,6.1,<0> ,,4/8/2021 7:30,2079.76
wqbmpwq   ,P,4/8/2021 1:45,1,1,,10.3,<0> ,47.28,<0> ,30.6,<0> ,88.4,<0> ,8.2,<0> ,1.48,<0> ,1.44,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.1,<0> ,,4/8/2021 7:45,2079.76
wqbmpwq   ,P,4/8/2021 2:00,1,1,,10.2,<0> ,47.33,<0> ,30.6,<0> ,89,<0> ,8.2,<0> ,1.46,<0> ,1.42,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,5.6,<0> ,,4/8/2021 8:00,2079.76
wqbmpwq   ,P,4/8/2021 2:15,1,1,,10.1,<0> ,47.37,<0> ,30.7,<0> ,86.4,<0> ,8,<0> ,1.44,<0> ,1.4,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.5,<0> ,,4/8/2021 8:15,2085.22
wqbmpwq   ,P,4/8/2021 2:30,1,1,,10,<0> ,47.39,<0> ,30.7,<0> ,85.3,<0> ,7.9,<0> ,1.42,<0> ,1.38,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.6,<0> ,,4/8/2021 8:30,2085.22
wqbmpwq   ,P,4/8/2021 2:45,1,1,,10,<0> ,47.42,<0> ,30.7,<0> ,84.7,<0> ,7.9,<0> ,1.41,<0> ,1.37,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.7,<0> ,,4/8/2021 8:45,2085.22
wqbmpwq   ,P,4/8/2021 3:00,1,1,,9.9,<0> ,47.45,<0> ,30.7,<0> ,84.5,<0> ,7.9,<0> ,1.4,<0> ,1.36,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.1,<0> ,,4/8/2021 9:00,2085.22
wqbmpwq   ,P,4/8/2021 3:15,1,1,,9.9,<0> ,47.47,<0> ,30.7,<0> ,84.1,<0> ,7.8,<0> ,1.4,<0> ,1.36,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.1,<0> ,,4/8/2021 9:15,2085.22
wqbmpwq   ,P,4/8/2021 3:30,1,1,,9.8,<0> ,47.51,<0> ,30.7,<0> ,86.5,<0> ,8.1,<0> ,1.4,<0> ,1.36,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.1,<0> ,,4/8/2021 9:30,2085.22
wqbmpwq   ,P,4/8/2021 3:45,1,1,,9.8,<0> ,47.52,<0> ,30.7,<0> ,85.5,<0> ,8,<0> ,1.42,<0> ,1.38,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.4,<0> ,,4/8/2021 9:45,2085.22
wqbmpwq   ,P,4/8/2021 4:00,1,1,,9.8,<0> ,47.53,<0> ,30.7,<0> ,84.9,<0> ,7.9,<0> ,1.45,<0> ,1.41,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.1,<0> ,,4/8/2021 10:00,2085.22
wqbmpwq   ,P,4/8/2021 4:15,1,1,,9.7,<0> ,47.53,<0> ,30.7,<0> ,83,<0> ,7.7,<0> ,1.48,<0> ,1.44,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,4.3,<0> ,,4/8/2021 10:15,2085.22
wqbmpwq   ,P,4/8/2021 4:30,1,1,,9.5,<0> ,47.56,<0> ,30.8,<0> ,69.7,<0> ,6.5,<0> ,1.51,<0> ,1.47,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,4.4,<0> ,,4/8/2021 10:30,2090.68
wqbmpwq   ,P,4/8/2021 4:45,1,1,,9.4,<0> ,47.62,<0> ,30.8,<0> ,69.1,<0> ,6.5,<0> ,1.54,<0> ,1.5,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,4.3,<0> ,,4/8/2021 10:45,2090.68
wqbmpwq   ,P,4/8/2021 5:00,1,1,,9.4,<0> ,47.66,<0> ,30.8,<0> ,69.4,<0> ,6.5,<0> ,1.58,<0> ,1.53,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,3.9,<0> ,,4/8/2021 11:00,2090.68
wqbmpwq   ,P,4/8/2021 5:15,1,1,,9.3,<0> ,47.69,<0> ,30.8,<0> ,70.8,<0> ,6.7,<0> ,1.61,<0> ,1.56,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,4.7,<0> ,,4/8/2021 11:15,2090.68
wqbmpwq   ,P,4/8/2021 5:30,1,1,,9.3,<0> ,47.71,<0> ,30.8,<0> ,70,<0> ,6.6,<0> ,1.65,<0> ,1.6,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,4.9,<0> ,,4/8/2021 11:30,2090.68
wqbmpwq   ,P,4/8/2021 5:45,1,1,,9.3,<0> ,47.73,<0> ,30.9,<0> ,69.8,<0> ,6.6,<0> ,1.68,<0> ,1.63,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,4.6,<0> ,,4/8/2021 11:45,2096.14
wqbmpwq   ,P,4/8/2021 6:00,1,1,,9.3,<0> ,47.75,<0> ,30.9,<0> ,71.1,<0> ,6.7,<0> ,1.7,<0> ,1.64,<3> ,,<-1> ,,,7.8,<0> ,2,<0> ,4,<0> ,,4/8/2021 12:00,2096.14
wqbmpwq   ,P,4/8/2021 6:15,1,1,,9.3,<0> ,47.75,<0> ,30.9,<0> ,71.4,<0> ,6.7,<0> ,1.73,<0> ,1.67,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,3.3,<0> ,,4/8/2021 12:15,2096.14
wqbmpwq   ,P,4/8/2021 6:30,1,1,,9.2,<0> ,47.77,<0> ,30.9,<0> ,71.9,<0> ,6.8,<0> ,1.75,<0> ,1.69,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,3.6,<0> ,,4/8/2021 12:30,2096.14
wqbmpwq   ,P,4/8/2021 6:45,1,1,,9.2,<0> ,47.79,<0> ,30.9,<0> ,72.5,<0> ,6.8,<0> ,1.77,<0> ,1.71,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,3.4,<0> ,,4/8/2021 12:45,2096.14
wqbmpwq   ,P,4/8/2021 7:00,1,1,,9.2,<0> ,47.79,<0> ,30.9,<0> ,73.4,<0> ,6.9,<0> ,1.79,<0> ,1.73,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,3.4,<0> ,,4/8/2021 13:00,2096.14
wqbmpwq   ,P,4/8/2021 7:15,1,1,,9.2,<0> ,47.83,<0> ,30.9,<0> ,75.8,<0> ,7.2,<0> ,1.8,<0> ,1.74,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,3.3,<0> ,,4/8/2021 13:15,2096.14
wqbmpwq   ,P,4/8/2021 7:30,1,1,,9.2,<0> ,47.84,<0> ,30.9,<0> ,76.9,<0> ,7.3,<0> ,1.81,<0> ,1.75,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,3.2,<0> ,,4/8/2021 13:30,2096.14
wqbmpwq   ,P,4/8/2021 7:45,1,1,,9.2,<0> ,47.84,<0> ,30.9,<0> ,80.3,<0> ,7.6,<0> ,1.82,<0> ,1.76,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,2.9,<0> ,,4/8/2021 13:45,2096.14
wqbmpwq   ,P,4/8/2021 8:00,1,1,,9.2,<0> ,47.86,<0> ,30.9,<0> ,81.8,<0> ,7.7,<0> ,1.83,<0> ,1.77,<3> ,,<-1> ,,,7.8,<0> ,1,<0> ,2.8,<0> ,,4/8/2021 14:00,2096.14
wqbmpwq   ,P,4/8/2021 8:15,1,1,,9.2,<0> ,47.85,<0> ,30.9,<0> ,84.3,<0> ,8,<0> ,1.85,<0> ,1.79,<3> ,,<-1> ,,,7.8,<0> ,2,<0> ,2.5,<0> ,,4/8/2021 14:15,2096.14
wqbmpwq   ,P,4/8/2021 8:30,1,1,,9.2,<0> ,47.86,<0> ,30.9,<0> ,86.3,<0> ,8.1,<0> ,1.86,<0> ,1.8,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.4,<0> ,,4/8/2021 14:30,2096.14
wqbmpwq   ,P,4/8/2021 8:45,1,1,,9.2,<0> ,47.86,<0> ,31,<0> ,88.7,<0> ,8.4,<0> ,1.87,<0> ,1.81,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.3,<0> ,,4/8/2021 14:45,2101.6
wqbmpwq   ,P,4/8/2021 9:00,1,1,,9.2,<0> ,47.87,<0> ,31,<0> ,90.1,<0> ,8.5,<0> ,1.88,<0> ,1.82,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.7,<0> ,,4/8/2021 15:00,2101.6
wqbmpwq   ,P,4/8/2021 9:15,1,1,,9.3,<0> ,47.86,<0> ,31,<0> ,92.3,<0> ,8.7,<0> ,1.89,<0> ,1.83,<3> ,,<-1> ,,,7.9,<0> ,2,<0> ,2.4,<0> ,,4/8/2021 15:15,2101.6
wqbmpwq   ,P,4/8/2021 9:30,1,1,,9.3,<0> ,47.85,<0> ,31,<0> ,94.5,<0> ,8.9,<0> ,1.9,<0> ,1.84,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.5,<0> ,,4/8/2021 15:30,2101.6
wqbmpwq   ,P,4/8/2021 9:45,1,1,,9.4,<0> ,47.83,<0> ,30.9,<0> ,95.6,<0> ,9,<0> ,1.91,<0> ,1.84,<3> ,,<-1> ,,,7.9,<0> ,1,<0> ,2.5,<0> ,,4/8/2021 15:45,2096.14
wqbmpwq   ,P,4/8/2021 10:00,1,1,,9.6,<0> ,47.79,<0> ,30.9,<0> ,97.9,<0> ,9.2,<0> ,1.91,<0> ,1.84,<3> ,,<-1> ,,,7.9,<0> ,2,<0> ,3,<0> ,,4/8/2021 16:00,2096.14
wqbmpwq   ,P,4/8/2021 10:15,1,1,,9.8,<0> ,47.66,<0> ,30.8,<0> ,102.5,<0> ,9.6,<0> ,1.9,<0> ,1.83,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.6,<0> ,,4/8/2021 16:15,2090.68
wqbmpwq   ,P,4/8/2021 10:30,1,1,,10.2,<0> ,47.25,<0> ,30.6,<0> ,104.2,<0> ,9.6,<0> ,1.88,<0> ,1.81,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.4,<0> ,,4/8/2021 16:30,2079.76
wqbmpwq   ,P,4/8/2021 10:45,1,1,,10.2,<0> ,47.28,<0> ,30.6,<0> ,106.7,<0> ,9.9,<0> ,1.87,<0> ,1.8,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.6,<0> ,,4/8/2021 16:45,2079.76
wqbmpwq   ,P,4/8/2021 11:00,1,1,,10.3,<0> ,47.27,<0> ,30.6,<0> ,107.6,<0> ,9.9,<0> ,1.84,<0> ,1.77,<3> ,,<-1> ,,,8,<0> ,1,<0> ,2.4,<0> ,,4/8/2021 17:00,2079.76
wqbmpwq   ,P,4/8/2021 11:15,1,1,,10.3,<0> ,47.32,<0> ,30.6,<0> ,112.4,<0> ,10.4,<0> ,1.82,<0> ,1.75,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.5,<0> ,,4/8/2021 17:15,2079.76
wqbmpwq   ,P,4/8/2021 11:30,1,1,,10.4,<0> ,47.3,<0> ,30.6,<0> ,109.4,<0> ,10.1,<0> ,1.8,<0> ,1.73,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.1,<0> ,,4/8/2021 17:30,2079.76
wqbmpwq   ,P,4/8/2021 11:45,1,1,,10.3,<0> ,47.3,<0> ,30.6,<0> ,115.1,<0> ,10.6,<0> ,1.77,<0> ,1.7,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.3,<0> ,,4/8/2021 17:45,2079.76
wqbmpwq   ,P,4/8/2021 12:00,1,1,,10.3,<0> ,47.37,<0> ,30.7,<0> ,125.1,<0> ,11.5,<0> ,1.74,<0> ,1.67,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.5,<0> ,,4/8/2021 18:00,2085.22
wqbmpwq   ,P,4/8/2021 12:15,1,1,,10.4,<0> ,47.36,<0> ,30.7,<0> ,127.9,<0> ,11.8,<0> ,1.72,<0> ,1.65,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.6,<0> ,,4/8/2021 18:15,2085.22
wqbmpwq   ,P,4/8/2021 12:30,1,1,,10.5,<0> ,47.3,<0> ,30.6,<0> ,126.8,<0> ,11.6,<0> ,1.69,<0> ,1.62,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.4,<0> ,,4/8/2021 18:30,2079.76
wqbmpwq   ,P,4/8/2021 12:45,1,1,,10.6,<0> ,47.3,<0> ,30.6,<0> ,123,<0> ,11.3,<0> ,1.67,<0> ,1.61,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.1,<0> ,,4/8/2021 18:45,2079.76
wqbmpwq   ,P,4/8/2021 13:00,1,1,,10.7,<0> ,47.31,<0> ,30.6,<0> ,119.3,<0> ,10.9,<0> ,1.63,<0> ,1.57,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.1,<0> ,,4/8/2021 19:00,2079.76
wqbmpwq   ,P,4/8/2021 13:15,1,1,,10.7,<0> ,47.33,<0> ,30.7,<0> ,120.9,<0> ,11.1,<0> ,1.6,<0> ,1.54,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.2,<0> ,,4/8/2021 19:15,2085.22
wqbmpwq   ,P,4/8/2021 13:30,1,1,,10.7,<0> ,47.34,<0> ,30.7,<0> ,123.3,<0> ,11.3,<0> ,1.57,<0> ,1.51,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.2,<0> ,,4/8/2021 19:30,2085.22
wqbmpwq   ,P,4/8/2021 13:45,1,1,,10.6,<0> ,47.37,<0> ,30.7,<0> ,125.6,<0> ,11.5,<0> ,1.54,<0> ,1.48,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.1,<0> ,,4/8/2021 19:45,2085.22
wqbmpwq   ,P,4/8/2021 14:00,1,1,,10.7,<0> ,47.35,<0> ,30.7,<0> ,131.1,<0> ,12,<0> ,1.51,<0> ,1.45,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.2,<0> ,,4/8/2021 20:00,2085.22
wqbmpwq   ,P,4/8/2021 14:15,1,1,,10.8,<0> ,47.33,<0> ,30.7,<0> ,131.9,<0> ,12,<0> ,1.48,<0> ,1.42,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.3,<0> ,,4/8/2021 20:15,2085.22
wqbmpwq   ,P,4/8/2021 14:30,1,1,,10.8,<0> ,47.31,<0> ,30.7,<0> ,134.2,<0> ,12.2,<0> ,1.45,<0> ,1.39,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.4,<0> ,,4/8/2021 20:30,2085.22
wqbmpwq   ,P,4/8/2021 14:45,1,1,,10.9,<0> ,47.29,<0> ,30.6,<0> ,135.4,<0> ,12.3,<0> ,1.43,<0> ,1.37,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.4,<0> ,,4/8/2021 20:45,2079.76
wqbmpwq   ,P,4/8/2021 15:00,1,1,,11,<0> ,47.26,<0> ,30.6,<0> ,136.8,<0> ,12.4,<0> ,1.4,<0> ,1.34,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.3,<0> ,,4/8/2021 21:00,2079.76
wqbmpwq   ,P,4/8/2021 15:15,1,1,,11,<0> ,47.24,<0> ,30.6,<0> ,136.9,<0> ,12.4,<0> ,1.38,<0> ,1.32,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.6,<0> ,,4/8/2021 21:15,2079.76
wqbmpwq   ,P,4/8/2021 15:30,1,1,,11.1,<0> ,47.21,<0> ,30.6,<0> ,140.7,<0> ,12.8,<0> ,1.37,<0> ,1.31,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.5,<0> ,,4/8/2021 21:30,2079.76
wqbmpwq   ,P,4/8/2021 15:45,1,1,,11.2,<0> ,47.2,<0> ,30.6,<0> ,142,<0> ,12.8,<0> ,1.36,<0> ,1.3,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.5,<0> ,,4/8/2021 21:45,2079.76
wqbmpwq   ,P,4/8/2021 16:00,1,1,,11.4,<0> ,47.16,<0> ,30.6,<0> ,143.5,<0> ,12.9,<0> ,1.37,<0> ,1.31,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.6,<0> ,,4/8/2021 22:00,2079.76
wqbmpwq   ,P,4/8/2021 16:15,1,1,,11.5,<0> ,47.14,<0> ,30.6,<0> ,139.1,<0> ,12.5,<0> ,1.39,<0> ,1.33,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,2.6,<0> ,,4/8/2021 22:15,2079.76
wqbmpwq   ,P,4/8/2021 16:30,1,1,,11.6,<0> ,47.1,<0> ,30.5,<0> ,129.3,<0> ,11.6,<0> ,1.41,<0> ,1.35,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.8,<0> ,,4/8/2021 22:30,2074.3
wqbmpwq   ,P,4/8/2021 16:45,1,1,,11.6,<0> ,47.08,<0> ,30.5,<0> ,123.3,<0> ,11.1,<0> ,1.44,<0> ,1.38,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.7,<0> ,,4/8/2021 22:45,2074.3
wqbmpwq   ,P,4/8/2021 17:00,1,1,,11.6,<0> ,47.08,<0> ,30.5,<0> ,124,<0> ,11.1,<0> ,1.47,<0> ,1.4,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.6,<0> ,,4/8/2021 23:00,2074.3
wqbmpwq   ,P,4/8/2021 17:15,1,1,,11.4,<0> ,47.07,<0> ,30.5,<0> ,125,<0> ,11.3,<0> ,1.5,<0> ,1.43,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,2.9,<0> ,,4/8/2021 23:15,2074.3
wqbmpwq   ,P,4/8/2021 17:30,1,1,,11.3,<0> ,47.06,<0> ,30.5,<0> ,127,<0> ,11.5,<0> ,1.53,<0> ,1.47,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.1,<0> ,,4/8/2021 23:30,2074.3
wqbmpwq   ,P,4/8/2021 17:45,1,1,,11.2,<0> ,47.07,<0> ,30.5,<0> ,126.8,<0> ,11.5,<0> ,1.56,<0> ,1.49,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.5,<0> ,,4/8/2021 23:45,2074.3
wqbmpwq   ,P,4/8/2021 18:00,1,1,,11.2,<0> ,47.07,<0> ,30.5,<0> ,127.5,<0> ,11.6,<0> ,1.59,<0> ,1.52,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.8,<0> ,,4/9/2021 0:00,2074.3
wqbmpwq   ,P,4/8/2021 18:15,1,1,,11.2,<0> ,47.06,<0> ,30.5,<0> ,126.9,<0> ,11.5,<0> ,1.62,<0> ,1.55,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.5,<0> ,,4/9/2021 0:15,2074.3
wqbmpwq   ,P,4/8/2021 18:30,1,1,,11.2,<0> ,47.04,<0> ,30.5,<0> ,129.8,<0> ,11.8,<0> ,1.65,<0> ,1.58,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.9,<0> ,,4/9/2021 0:30,2074.3
wqbmpwq   ,P,4/8/2021 18:45,1,1,,11.2,<0> ,47.03,<0> ,30.5,<0> ,130.7,<0> ,11.8,<0> ,1.67,<0> ,1.6,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.5,<0> ,,4/9/2021 0:45,2074.3
wqbmpwq   ,P,4/8/2021 19:00,1,1,,11.2,<0> ,47,<0> ,30.4,<0> ,130.5,<0> ,11.8,<0> ,1.69,<0> ,1.62,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,3.8,<0> ,,4/9/2021 1:00,2068.84
wqbmpwq   ,P,4/8/2021 19:15,1,1,,11.2,<0> ,46.98,<0> ,30.4,<0> ,130.1,<0> ,11.8,<0> ,1.7,<0> ,1.63,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4,<0> ,,4/9/2021 1:15,2068.84
wqbmpwq   ,P,4/8/2021 19:30,1,1,,11.2,<0> ,46.96,<0> ,30.4,<0> ,130.8,<0> ,11.8,<0> ,1.71,<0> ,1.64,<3> ,,<-1> ,,,8.2,<0> ,1,<0> ,4.4,<0> ,,4/9/2021 1:30,2068.84
wqbmpwq   ,P,4/8/2021 19:45,1,1,,11.2,<0> ,47.08,<0> ,30.5,<0> ,123.2,<0> ,11.1,<0> ,1.72,<0> ,1.64,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.7,<0> ,,4/9/2021 1:45,2074.3
wqbmpwq   ,P,4/8/2021 20:00,1,1,,11.2,<0> ,47.1,<0> ,30.5,<0> ,121.1,<0> ,11,<0> ,1.73,<0> ,1.65,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4,<0> ,,4/9/2021 2:00,2074.3
wqbmpwq   ,P,4/8/2021 20:15,1,1,,11.2,<0> ,47.1,<0> ,30.5,<0> ,121.1,<0> ,11,<0> ,1.74,<0> ,1.66,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.4,<0> ,,4/9/2021 2:15,2074.3
wqbmpwq   ,P,4/8/2021 20:30,1,1,,11.2,<0> ,47.1,<0> ,30.5,<0> ,120.7,<0> ,10.9,<0> ,1.74,<0> ,1.66,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.2,<0> ,,4/9/2021 2:30,2074.3
wqbmpwq   ,P,4/8/2021 20:45,1,1,,11.2,<0> ,47.08,<0> ,30.5,<0> ,119.4,<0> ,10.8,<0> ,1.75,<0> ,1.67,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.6,<0> ,,4/9/2021 2:45,2074.3
wqbmpwq   ,P,4/8/2021 21:00,1,1,,11.2,<0> ,47.07,<0> ,30.5,<0> ,120.4,<0> ,10.9,<0> ,1.75,<0> ,1.67,<3> ,,<-1> ,,,8.1,<0> ,2,<0> ,3.8,<0> ,,4/9/2021 3:00,2074.3
wqbmpwq   ,P,4/8/2021 21:15,1,1,,11.2,<0> ,47.04,<0> ,30.5,<0> ,120.3,<0> ,10.9,<0> ,1.77,<0> ,1.69,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.2,<0> ,,4/9/2021 3:15,2074.3
wqbmpwq   ,P,4/8/2021 21:30,1,1,,11.2,<0> ,47.03,<0> ,30.5,<0> ,119.9,<0> ,10.9,<0> ,1.78,<0> ,1.7,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.1,<0> ,,4/9/2021 3:30,2074.3
wqbmpwq   ,P,4/8/2021 21:45,1,1,,11.3,<0> ,47.04,<0> ,30.5,<0> ,119.3,<0> ,10.8,<0> ,1.79,<0> ,1.71,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.7,<0> ,,4/9/2021 3:45,2074.3
wqbmpwq   ,P,4/8/2021 22:00,1,1,,11.3,<0> ,47.04,<0> ,30.5,<0> ,118.4,<0> ,10.7,<0> ,1.8,<0> ,1.72,<3> ,,<-1> ,,,8.1,<0> ,2,<0> ,5.1,<0> ,,4/9/2021 4:00,2074.3
wqbmpwq   ,P,4/8/2021 22:15,1,1,,11.3,<0> ,47.06,<0> ,30.5,<0> ,117.3,<0> ,10.6,<0> ,1.81,<0> ,1.73,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.4,<0> ,,4/9/2021 4:15,2074.3
wqbmpwq   ,P,4/8/2021 22:30,1,1,,11.3,<0> ,47.05,<0> ,30.5,<0> ,117.3,<0> ,10.6,<0> ,1.82,<0> ,1.74,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.2,<0> ,,4/9/2021 4:30,2074.3
wqbmpwq   ,P,4/8/2021 22:45,1,1,,11.3,<0> ,47.03,<0> ,30.5,<0> ,116.7,<0> ,10.6,<0> ,1.82,<0> ,1.74,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,5.1,<0> ,,4/9/2021 4:45,2074.3
wqbmpwq   ,P,4/8/2021 23:00,1,1,,11.3,<0> ,47.04,<0> ,30.5,<0> ,115.5,<0> ,10.4,<0> ,1.82,<0> ,1.74,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.1,<0> ,,4/9/2021 5:00,2074.3
wqbmpwq   ,P,4/8/2021 23:15,1,1,,11.2,<0> ,47.04,<0> ,30.5,<0> ,115,<0> ,10.4,<0> ,1.8,<0> ,1.72,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.8,<0> ,,4/9/2021 5:15,2074.3
wqbmpwq   ,P,4/8/2021 23:30,1,1,,11.2,<0> ,47.04,<0> ,30.5,<0> ,114.6,<0> ,10.4,<0> ,1.79,<0> ,1.71,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.4,<0> ,,4/9/2021 5:30,2074.3
wqbmpwq   ,P,4/8/2021 23:45,1,1,,11.2,<0> ,47.03,<0> ,30.5,<0> ,115.6,<0> ,10.5,<0> ,1.76,<0> ,1.68,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,5,<0> ,,4/9/2021 5:45,2074.3
wqbmpwq   ,P,4/9/2021 0:00,1,1,,11.2,<0> ,47.02,<0> ,30.5,<0> ,116,<0> ,10.5,<0> ,1.74,<0> ,1.66,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.2,<0> ,,4/9/2021 6:00,2074.3
wqbmpwq   ,P,4/9/2021 0:15,1,1,,11.3,<0> ,47.02,<0> ,30.5,<0> ,116,<0> ,10.5,<0> ,1.72,<0> ,1.64,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.9,<0> ,,4/9/2021 6:15,2074.3
wqbmpwq   ,P,4/9/2021 0:30,1,1,,11.3,<0> ,47.01,<0> ,30.5,<0> ,115.8,<0> ,10.5,<0> ,1.7,<0> ,1.62,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.8,<0> ,,4/9/2021 6:30,2074.3
wqbmpwq   ,P,4/9/2021 0:45,1,1,,11.3,<0> ,47.02,<0> ,30.5,<0> ,115,<0> ,10.4,<0> ,1.68,<0> ,1.6,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4.2,<0> ,,4/9/2021 6:45,2074.3
wqbmpwq   ,P,4/9/2021 1:00,1,1,,11.3,<0> ,47.02,<0> ,30.5,<0> ,114.6,<0> ,10.4,<0> ,1.65,<0> ,1.57,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,3.7,<0> ,,4/9/2021 7:00,2074.3
wqbmpwq   ,P,4/9/2021 1:15,1,1,,11.3,<0> ,47.02,<0> ,30.5,<0> ,114.6,<0> ,10.4,<0> ,1.63,<0> ,1.55,<3> ,,<-1> ,,,8.1,<0> ,1,<0> ,4,<0> ,,4/9/2021 7:15,2074.3
