Year Day,Temperature C,SalinityConst,pHConstSal,Battery Voltage,DateStr,TimeStr,Date (UTC),Depth (dbar),Sal/TA Date (UTC),Salinity,TA (Approximated),Saturation Aragonite Out
146.7431,16.72,35.0,8.0452,11.4,2023-05-26,17:50:00,2023-05-26 17:50:03,11.65237,5/26/2023 17:45,31.4,2123.44,2.156969475503095
146.7847,16.93,35.0,8.0622,11.39,2023-05-26,18:50:00,2023-05-26 18:49:58,11.65237,5/26/2023 18:45,31.5,2128.9,2.24291481385513
146.8264,17.71,35.0,8.0844,11.39,2023-05-26,19:50:00,2023-05-26 19:50:00,11.65237,5/26/2023 19:45,31.5,2128.9,2.3530141300490244
146.8681,17.85,35.0,8.0881,11.39,2023-05-26,20:50:00,2023-05-26 20:50:03,11.65237,5/26/2023 20:45,31.5,2128.9,2.37192200154199
146.9097,17.61,35.0,8.1105,11.39,2023-05-26,21:50:00,2023-05-26 21:49:58,11.65237,5/26/2023 21:45,31.4,2123.44,2.4612975536207404
146.9514,17.66,35.0,8.1787,11.39,2023-05-26,22:50:00,2023-05-26 22:50:00,11.65237,5/26/2023 22:45,31.2,2112.52,2.7736216874296575
146.9931,17.59,35.0,8.0891,11.38,2023-05-26,23:50:00,2023-05-26 23:50:03,11.65237,5/26/2023 23:45,31.0,2101.6,2.32042454076793
147.0347,17.47,35.0,8.0199,11.38,2023-05-27,00:50:00,2023-05-27 00:49:58,11.65237,5/27/2023 0:45,31.0,2101.6,2.02478109071808
147.0764,17.64,35.0,7.9793,11.37,2023-05-27,01:50:00,2023-05-27 01:50:00,11.65237,5/27/2023 1:45,31.1,2107.06,1.8773570467726661
147.1181,17.54,35.0,7.8976,11.37,2023-05-27,02:50:00,2023-05-27 02:50:03,11.65237,5/27/2023 2:45,31.1,2107.06,1.586745073831047
147.1597,17.64,35.0,7.8098,11.37,2023-05-27,03:50:00,2023-05-27 03:49:58,11.65237,5/27/2023 3:45,30.9,2096.14,1.3067952941033951
147.2014,17.4,35.0,7.962,11.37,2023-05-27,04:50:00,2023-05-27 04:50:00,11.65237,5/27/2023 4:45,31.0,2101.6,1.8013955296130435
147.2431,16.53,35.0,8.0932,11.36,2023-05-27,05:50:00,2023-05-27 05:50:03,11.65237,5/27/2023 5:45,30.7,2085.22,2.292135769231132
147.2847,16.02,35.0,8.096,11.35,2023-05-27,06:50:00,2023-05-27 06:49:58,11.65237,5/27/2023 6:45,30.5,2074.3,2.2764799853978395
147.3264,15.88,35.0,8.0755,11.34,2023-05-27,07:50:00,2023-05-27 07:50:00,11.65237,5/27/2023 7:45,30.5,2074.3,2.1856688755905433
147.3681,15.72,35.0,8.0292,11.34,2023-05-27,08:50:00,2023-05-27 08:50:03,11.65237,5/27/2023 8:45,30.5,2074.3,1.9928211909204487
147.4097,15.7,35.0,8.0083,11.33,2023-05-27,09:50:00,2023-05-27 09:49:58,11.65237,5/27/2023 9:45,30.5,2074.3,1.9109034158837055
147.4514,15.81,35.0,8.0552,11.33,2023-05-27,10:50:00,2023-05-27 10:50:00,11.65237,5/27/2023 10:45,30.4,2068.84,2.0896894625699884
147.4931,15.84,35.0,8.0409,11.33,2023-05-27,11:50:00,2023-05-27 11:50:03,11.65237,5/27/2023 11:45,30.4,2068.84,2.0317947690623517
147.5347,15.86,35.0,7.9691,11.32,2023-05-27,12:50:00,2023-05-27 12:49:58,11.65237,5/27/2023 12:45,30.4,2068.84,1.7585081377452065
147.5764,16.11,35.0,7.9507,11.32,2023-05-27,13:50:00,2023-05-27 13:50:00,11.65237,5/27/2023 13:45,30.5,2074.3,1.7043627334927842
147.6181,16.84,35.0,7.8896,11.32,2023-05-27,14:50:00,2023-05-27 14:50:03,11.65237,5/27/2023 14:45,30.5,2074.3,1.509158653237477
147.7431,18.21,35.0,7.914,11.34,2023-05-27,17:50:00,2023-05-27 17:50:03,11.65237,5/27/2023 17:45,30.3,2063.38,1.5891446911715117
147.7847,17.88,35.0,8.107,11.33,2023-05-27,18:50:00,2023-05-27 18:49:58,11.65237,5/27/2023 18:45,30.2,2057.92,2.320346578299442
147.8264,18.09,35.0,8.1217,11.33,2023-05-27,19:50:00,2023-05-27 19:50:00,11.65237,5/27/2023 19:45,30.2,2057.92,2.3897416888259837
147.8681,18.42,35.0,8.1182,11.33,2023-05-27,20:50:00,2023-05-27 20:50:03,11.65237,5/27/2023 20:45,30.2,2057.92,2.37890382073059
147.9097,18.49,35.0,8.1448,11.33,2023-05-27,21:50:00,2023-05-27 21:49:58,11.65237,5/27/2023 21:45,30.3,2063.38,2.51444494708746
147.9514,18.45,35.0,8.114,11.33,2023-05-27,22:50:00,2023-05-27 22:50:00,11.65237,5/27/2023 22:45,30.4,2068.84,2.381987956932517
147.9931,18.47,35.0,8.1764,11.32,2023-05-27,23:50:00,2023-05-27 23:50:03,11.65237,5/27/2023 23:45,30.4,2068.84,2.6790311075591995
148.0347,18.33,35.0,8.099,11.32,2023-05-28,00:50:00,2023-05-28 00:49:58,11.65237,5/28/2023 0:45,30.5,2074.3,2.3232589006280207
148.0764,18.26,35.0,8.0643,11.32,2023-05-28,01:50:00,2023-05-28 01:50:00,11.65237,5/28/2023 1:45,30.5,2074.3,2.171269050274615
148.1181,18.21,35.0,8.0119,11.31,2023-05-28,02:50:00,2023-05-28 02:50:03,11.65237,5/28/2023 2:45,30.6,2079.76,1.9664135461832466
148.1597,18.21,35.0,7.9291,11.31,2023-05-28,03:50:00,2023-05-28 03:49:58,11.65237,5/28/2023 3:45,30.8,2090.68,1.678398142803719
148.2014,18.4,35.0,7.8693,11.31,2023-05-28,04:50:00,2023-05-28 04:50:00,11.65237,5/28/2023 4:45,30.9,2096.14,1.4915542713568062
148.2431,18.28,35.0,7.9487,11.3,2023-05-28,05:50:00,2023-05-28 05:50:03,11.65237,5/28/2023 5:45,30.9,2096.14,1.7561327337662433
148.2847,17.85,35.0,8.0785,11.3,2023-05-28,06:50:00,2023-05-28 06:49:58,11.65237,5/28/2023 6:45,30.8,2090.68,2.256695274710333
148.3264,17.64,35.0,8.1041,11.29,2023-05-28,07:50:00,2023-05-28 07:50:00,11.65237,5/28/2023 7:45,30.8,2090.68,2.3676952014571744
148.3681,17.64,35.0,8.1049,11.29,2023-05-28,08:50:00,2023-05-28 08:50:03,11.65237,5/28/2023 8:45,30.8,2090.68,2.3713290193732544
148.4097,17.54,35.0,8.1022,11.29,2023-05-28,09:50:00,2023-05-28 09:49:58,11.65237,5/28/2023 9:45,30.9,2096.14,2.3682295517986245
148.4514,17.43,35.0,8.1172,11.28,2023-05-28,10:50:00,2023-05-28 10:50:00,11.65237,5/28/2023 10:45,30.9,2096.14,2.4354655414498345
148.4931,17.43,35.0,8.1586,11.28,2023-05-28,11:50:00,2023-05-28 11:50:03,11.65237,5/28/2023 11:45,31.0,2101.6,2.6450475439786447
148.5347,17.52,35.0,8.0747,11.28,2023-05-28,12:50:00,2023-05-28 12:49:58,11.65237,5/28/2023 12:45,31.0,2101.6,2.2556581979374
148.5764,17.73,35.0,8.0339,11.27,2023-05-28,13:50:00,2023-05-28 13:50:00,11.65237,5/28/2023 13:45,31.0,2101.6,2.085313333906256
148.6181,18.02,35.0,8.0005,11.27,2023-05-28,14:50:00,2023-05-28 14:50:03,11.65237,5/28/2023 14:45,30.7,2085.22,1.9284846563748708
148.6597,18.47,35.0,7.9186,11.27,2023-05-28,15:50:00,2023-05-28 15:49:58,11.65237,5/28/2023 15:45,30.9,2096.14,1.6533676416297005
148.7014,19.21,35.0,7.7855,11.28,2023-05-28,16:50:00,2023-05-28 16:50:00,11.65237,5/28/2023 16:45,31.0,2101.6,1.2630972039530217
148.7431,19.72,35.0,7.8335,11.28,2023-05-28,17:50:00,2023-05-28 17:50:03,11.65237,5/28/2023 17:45,31.0,2101.6,1.4049181135596767
148.7847,19.43,35.0,8.038,11.28,2023-05-28,18:50:00,2023-05-28 18:49:58,11.65237,5/28/2023 18:45,30.9,2096.14,2.11696288556594
148.8264,19.43,35.0,8.1615,11.28,2023-05-28,19:50:00,2023-05-28 19:50:00,11.65237,5/28/2023 19:45,30.9,2096.14,2.6805947594257136
148.8681,19.41,35.0,8.1827,11.28,2023-05-28,20:50:00,2023-05-28 20:50:03,11.65237,5/28/2023 20:45,30.9,2096.14,2.7873289206312046
148.9097,19.48,35.0,8.1566,11.28,2023-05-28,21:50:00,2023-05-28 21:49:58,11.65237,5/28/2023 21:45,30.9,2096.14,2.6571268581455385
148.9514,19.24,35.0,8.1472,11.27,2023-05-28,22:50:00,2023-05-28 22:50:00,11.65237,5/28/2023 22:45,31.0,2101.6,2.6184387579468344
148.9931,19.12,35.0,8.1641,11.27,2023-05-28,23:50:00,2023-05-28 23:50:03,11.65237,5/28/2023 23:45,30.9,2096.14,2.6882933422451853
149.0347,19.07,35.0,8.1912,11.26,2023-05-29,00:50:00,2023-05-29 00:49:58,11.65237,5/29/2023 0:45,30.9,2096.14,2.8251548589651927
149.0764,18.95,35.0,8.1229,11.26,2023-05-29,01:50:00,2023-05-29 01:50:00,11.65237,5/29/2023 1:45,30.9,2096.14,2.4857223655957665
149.1181,18.92,35.0,8.0637,11.26,2023-05-29,02:50:00,2023-05-29 02:50:03,11.65237,5/29/2023 2:45,30.9,2096.14,2.2182602042596713
149.1597,19.0,35.0,8.0319,11.25,2023-05-29,03:50:00,2023-05-29 03:49:58,11.65237,5/29/2023 3:45,30.9,2096.14,2.085513292032968
149.2014,19.0,35.0,7.9746,11.25,2023-05-29,04:50:00,2023-05-29 04:50:00,11.65237,5/29/2023 4:45,31.0,2101.6,1.8689917560305984
149.2431,19.09,35.0,7.9073,11.25,2023-05-29,05:50:00,2023-05-29 05:50:03,11.65237,5/29/2023 5:45,30.9,2096.14,1.6229121729713771
149.2847,18.88,35.0,7.9696,11.25,2023-05-29,06:50:00,2023-05-29 06:49:58,11.65237,5/29/2023 6:45,30.9,2096.14,1.840192995772518
149.3264,18.28,35.0,8.1284,11.24,2023-05-29,07:50:00,2023-05-29 07:50:00,11.65237,5/29/2023 7:45,31.1,2107.06,2.523344638912421
149.3681,18.16,35.0,8.113,11.24,2023-05-29,08:50:00,2023-05-29 08:50:03,11.65237,5/29/2023 8:45,31.1,2107.06,2.4488437215402654
149.4097,18.04,35.0,8.1228,11.23,2023-05-29,09:50:00,2023-05-29 09:49:58,11.65237,5/29/2023 9:45,31.2,2112.52,2.504045775137688
149.4514,17.9,35.0,8.1007,11.23,2023-05-29,10:50:00,2023-05-29 10:50:00,11.65237,5/29/2023 10:45,31.2,2112.52,2.398704588181255
149.4931,17.64,35.0,8.127,11.22,2023-05-29,11:50:00,2023-05-29 11:50:03,11.65237,5/29/2023 11:45,31.2,2112.52,2.51781400819735
149.5347,17.73,35.0,8.1576,11.22,2023-05-29,12:50:00,2023-05-29 12:49:58,11.65237,5/29/2023 12:45,31.1,2107.06,2.656579898076684
149.5764,17.88,35.0,8.0878,11.21,2023-05-29,13:50:00,2023-05-29 13:50:00,11.65237,5/29/2023 13:45,31.0,2101.6,2.318884352008442
149.6181,18.14,35.0,8.0442,11.21,2023-05-29,14:50:00,2023-05-29 14:50:03,11.65237,5/29/2023 14:45,30.8,2090.68,2.1145574908308973
149.6597,18.47,35.0,8.0197,11.22,2023-05-29,15:50:00,2023-05-29 15:49:58,11.65237,5/29/2023 15:45,30.3,2063.38,1.9731831624459906
149.7014,19.04,35.0,7.9607,11.22,2023-05-29,16:50:00,2023-05-29 16:50:00,11.65237,5/29/2023 16:45,29.9,2041.54,1.7268404718864883
149.7431,19.57,35.0,7.9154,11.22,2023-05-29,17:50:00,2023-05-29 17:50:03,11.65237,5/29/2023 17:45,29.7,2030.62,1.5652022450201446
149.7847,19.67,35.0,8.0134,11.22,2023-05-29,18:50:00,2023-05-29 18:49:58,11.65237,5/29/2023 18:45,28.9,1986.94,1.8389950656348941
149.8264,19.14,35.0,8.212,11.22,2023-05-29,19:50:00,2023-05-29 19:50:00,11.65237,5/29/2023 19:45,28.9,1986.94,2.682439343587498
149.8681,19.09,35.0,8.247,11.22,2023-05-29,20:50:00,2023-05-29 20:50:03,11.65237,5/29/2023 20:45,29.3,2008.78,2.9106972409560306
149.9097,19.02,35.0,8.2254,11.21,2023-05-29,21:50:00,2023-05-29 21:49:58,11.65237,5/29/2023 21:45,29.6,2025.16,2.836677603945356
149.9514,18.85,35.0,8.1709,11.21,2023-05-29,22:50:00,2023-05-29 22:50:00,11.65237,5/29/2023 22:45,29.8,2036.08,2.586950442864094
149.9931,18.64,35.0,8.1671,11.21,2023-05-29,23:50:00,2023-05-29 23:50:03,11.65237,5/29/2023 23:45,29.7,2030.62,2.5534865733041827
150.0347,18.42,35.0,8.1615,11.2,2023-05-30,00:50:00,2023-05-30 00:49:58,11.65237,5/30/2023 0:45,29.8,2036.08,2.5349452347173287
150.0764,18.35,35.0,8.1992,11.2,2023-05-30,01:50:00,2023-05-30 01:50:00,11.65237,5/30/2023 1:45,29.8,2036.08,2.7174832421515243
150.1181,18.28,35.0,8.1209,11.19,2023-05-30,02:50:00,2023-05-30 02:50:03,11.65237,5/30/2023 2:45,29.9,2041.54,2.35630472975442
150.1597,18.28,35.0,8.0847,11.19,2023-05-30,03:50:00,2023-05-30 03:49:58,11.65237,5/30/2023 3:45,29.9,2041.54,2.1977342863443683
150.2014,18.26,35.0,8.0304,11.18,2023-05-30,04:50:00,2023-05-30 04:50:00,11.65237,5/30/2023 4:45,30.3,2063.38,2.0126083104886665
150.2431,18.16,35.0,7.9661,11.18,2023-05-30,05:50:00,2023-05-30 05:50:03,11.65237,5/30/2023 5:45,30.5,2074.3,1.7843812936531525
150.2847,18.21,35.0,7.9146,11.18,2023-05-30,06:50:00,2023-05-30 06:49:58,11.65237,5/30/2023 6:45,30.6,2079.76,1.6138141570488516
150.3264,18.02,35.0,7.9794,11.18,2023-05-30,07:50:00,2023-05-30 07:50:00,11.65237,5/30/2023 7:45,30.7,2085.22,1.848372038212031
150.3681,17.54,35.0,8.1135,11.17,2023-05-30,08:50:00,2023-05-30 08:50:03,11.65237,5/30/2023 8:45,30.9,2096.14,2.4199931279447893
150.4097,17.31,35.0,8.1405,11.17,2023-05-30,09:50:00,2023-05-30 09:49:58,11.65237,5/30/2023 9:45,31.1,2107.06,2.5662604528593693
150.4514,17.17,35.0,8.1248,11.16,2023-05-30,10:50:00,2023-05-30 10:50:00,11.65237,5/30/2023 10:45,31.3,2117.98,2.511240807875421
150.4931,17.14,35.0,8.1308,11.15,2023-05-30,11:50:00,2023-05-30 11:50:03,11.65237,5/30/2023 11:45,31.6,2134.36,2.573083290044194
150.5347,17.19,35.0,8.1608,11.15,2023-05-30,12:50:00,2023-05-30 12:49:58,11.65237,5/30/2023 12:45,31.7,2139.82,2.7344398743654352
150.5764,17.31,35.0,8.189,11.14,2023-05-30,13:50:00,2023-05-30 13:50:00,11.65237,5/30/2023 13:45,31.8,2145.28,2.8948107811523953
150.6181,17.69,35.0,8.1282,11.15,2023-05-30,14:50:00,2023-05-30 14:50:03,11.65237,5/30/2023 14:45,31.8,2145.28,2.5913519572858923
150.6597,17.88,35.0,8.0776,11.14,2023-05-30,15:50:00,2023-05-30 15:49:58,11.65237,5/30/2023 15:45,31.8,2145.28,2.355666227848316
150.7014,18.21,35.0,8.0367,11.15,2023-05-30,16:50:00,2023-05-30 16:50:00,11.65237,5/30/2023 16:45,31.8,2145.28,2.1800547771574332
150.7431,18.9,35.0,7.9545,11.15,2023-05-30,17:50:00,2023-05-30 17:50:03,11.65237,5/30/2023 17:45,31.8,2145.28,1.859323140177306
150.7847,19.48,35.0,7.9107,11.15,2023-05-30,18:50:00,2023-05-30 18:49:58,11.65237,5/30/2023 18:45,31.7,2139.82,1.7001904511922297
150.8264,19.57,35.0,8.0068,11.16,2023-05-30,19:50:00,2023-05-30 19:50:00,11.65237,5/30/2023 19:45,30.8,2090.68,1.9833595238011343
150.8681,19.19,35.0,8.2146,11.16,2023-05-30,20:50:00,2023-05-30 20:50:03,11.65237,5/30/2023 20:45,30.9,2096.14,2.950238694588317
150.9097,19.12,35.0,8.226,11.15,2023-05-30,21:50:00,2023-05-30 21:49:58,11.65237,5/30/2023 21:45,30.9,2096.14,3.010227717558834
150.9514,19.02,35.0,8.2342,11.15,2023-05-30,22:50:00,2023-05-30 22:50:00,11.65237,5/30/2023 22:45,30.8,2090.68,3.039792161524277
150.9931,18.8,35.0,8.1978,11.14,2023-05-30,23:50:00,2023-05-30 23:50:03,11.65237,5/30/2023 23:45,30.8,2090.68,2.842252906534678
