Date,Temp,CO2,Battery,Date (UTC)
125.1702,11.46,701.6,12.06,2022-05-05 04:05:05
125.2119,11.66,770.7,12.06,2022-05-05 05:05:08
125.2536,11.86,837.7,12.06,2022-05-05 06:05:11
125.2952,11.93,1095.4,12.06,2022-05-05 07:05:05
125.3369,11.91,1224.1,12.06,2022-05-05 08:05:08
125.3786,11.88,1159.7,12.07,2022-05-05 09:05:11
125.4202,11.77,1016.1,12.06,2022-05-05 10:05:05
125.4619,11.68,1007.9,12.06,2022-05-05 11:05:08
125.5036,11.61,920.3,12.06,2022-05-05 12:05:11
125.5452,11.66,877.4,12.06,2022-05-05 13:05:05
125.5869,11.86,817.4,12.06,2022-05-05 14:05:08
125.6286,11.86,762.3,12.06,2022-05-05 15:05:11
125.6702,12.0,735.9,12.06,2022-05-05 16:05:05
125.7119,12.31,734.4,12.06,2022-05-05 17:05:08
125.7536,13.81,764.8,12.07,2022-05-05 18:05:11
125.7952,14.2,728.4,12.08,2022-05-05 19:05:05
125.8369,15.21,622.3,12.08,2022-05-05 20:05:08
125.8786,14.59,632.2,12.09,2022-05-05 21:05:11
125.9202,12.74,682.2,12.08,2022-05-05 22:05:05
125.9619,12.7,680.8,12.07,2022-05-05 23:05:08
126.0036,12.67,657.4,12.07,2022-05-06 00:05:11
126.0452,12.61,641.4,12.07,2022-05-06 01:05:05
126.0869,12.56,656.9,12.07,2022-05-06 02:05:08
126.1286,12.56,663.5,12.07,2022-05-06 03:05:11
126.1702,12.4,675.0,12.06,2022-05-06 04:05:05
126.2536,12.56,695.3,12.07,2022-05-06 06:05:11
126.2952,13.2,755.2,12.07,2022-05-06 07:05:05
126.3369,13.31,902.8,12.07,2022-05-06 08:05:08
126.3786,13.2,925.7,12.06,2022-05-06 09:05:11
126.4202,12.72,892.3,12.06,2022-05-06 10:05:05
126.4619,12.49,842.4,12.06,2022-05-06 11:05:08
126.5036,12.45,839.7,12.06,2022-05-06 12:05:11
126.5452,12.45,855.4,12.06,2022-05-06 13:05:05
126.5869,12.25,796.1,12.06,2022-05-06 14:05:08
126.6286,12.36,758.0,12.06,2022-05-06 15:05:11
126.6702,12.29,721.8,12.06,2022-05-06 16:05:05
126.7119,12.29,677.3,12.06,2022-05-06 17:05:08
126.7536,13.11,689.7,12.06,2022-05-06 18:05:11
126.7952,13.26,682.2,12.06,2022-05-06 19:05:05
126.8369,13.67,645.3,12.06,2022-05-06 20:05:08
126.8786,13.83,634.9,12.07,2022-05-06 21:05:11
126.9202,13.13,707.3,12.07,2022-05-06 22:05:05
126.9619,12.88,678.8,12.06,2022-05-06 23:05:08
127.0036,12.7,727.2,12.06,2022-05-07 00:05:11
127.0452,12.47,737.1,12.06,2022-05-07 01:05:05
127.0869,12.43,714.6,12.06,2022-05-07 02:05:08
127.1286,12.29,741.8,12.06,2022-05-07 03:05:11
127.1702,12.27,725.3,12.06,2022-05-07 04:05:05
127.2119,12.25,736.2,12.06,2022-05-07 05:05:08
127.2536,12.2,735.1,12.06,2022-05-07 06:05:11
127.2952,12.54,778.5,12.06,2022-05-07 07:05:05
127.3369,12.77,924.8,12.06,2022-05-07 08:05:08
127.3786,12.67,932.9,12.06,2022-05-07 09:05:11
127.4202,12.61,915.8,12.06,2022-05-07 10:05:05
127.4619,12.47,896.9,12.06,2022-05-07 11:05:08
127.5036,12.4,909.9,12.06,2022-05-07 12:05:11
127.5452,12.38,1029.7,12.06,2022-05-07 13:05:05
127.5869,12.36,1147.3,12.06,2022-05-07 14:05:08
127.6286,12.27,916.8,12.05,2022-05-07 15:05:11
127.6702,12.16,825.0,12.05,2022-05-07 16:05:05
127.7119,12.06,791.1,12.05,2022-05-07 17:05:08
127.7536,12.11,792.6,12.05,2022-05-07 18:05:11
127.7952,12.16,804.1,12.05,2022-05-07 19:05:05
127.8369,12.22,795.1,12.05,2022-05-07 20:05:08
127.8786,12.38,721.1,12.05,2022-05-07 21:05:11
127.9202,12.36,715.3,12.05,2022-05-07 22:05:05
127.9619,12.22,763.9,12.05,2022-05-07 23:05:08
128.0036,12.22,837.7,12.05,2022-05-08 00:05:11
128.0452,12.02,747.8,12.05,2022-05-08 01:05:05
128.0869,12.04,748.2,12.05,2022-05-08 02:05:08
128.1286,11.91,754.2,12.04,2022-05-08 03:05:11
128.1702,11.77,731.0,12.04,2022-05-08 04:05:05
128.2119,11.5,714.7,12.04,2022-05-08 05:05:08
128.2536,11.39,713.3,12.04,2022-05-08 06:05:11
128.2952,11.26,733.1,12.04,2022-05-08 07:05:05
128.3369,11.03,768.4,12.04,2022-05-08 08:05:08
128.3786,10.94,850.7,12.03,2022-05-08 09:05:11
128.4202,11.01,854.7,12.04,2022-05-08 10:05:05
128.4619,10.83,861.4,12.04,2022-05-08 11:05:08
128.5036,10.63,920.6,12.03,2022-05-08 12:05:11
128.5452,10.56,991.8,12.03,2022-05-08 13:05:05
128.5869,10.87,1042.7,12.03,2022-05-08 14:05:08
128.6286,11.17,954.6,12.03,2022-05-08 15:05:11
128.6702,11.59,748.8,12.04,2022-05-08 16:05:05
128.7119,11.79,716.4,12.04,2022-05-08 17:05:08
128.7536,12.02,671.5,12.04,2022-05-08 18:05:11
128.7952,12.16,678.5,12.04,2022-05-08 19:05:05
128.8369,12.63,653.2,12.04,2022-05-08 20:05:08
128.8786,12.86,620.9,12.05,2022-05-08 21:05:11
128.9202,13.04,602.0,12.05,2022-05-08 22:05:05
128.9619,12.86,629.3,12.05,2022-05-08 23:05:08
129.0036,12.65,623.1,12.05,2022-05-09 00:05:11
129.0452,12.27,703.7,12.05,2022-05-09 01:05:05
129.0869,12.31,662.5,12.04,2022-05-09 02:05:08
129.1286,12.18,665.6,12.04,2022-05-09 03:05:11
129.1702,11.7,632.8,12.04,2022-05-09 04:05:05
129.2119,11.55,663.2,12.04,2022-05-09 05:05:08
129.2536,11.19,682.6,12.03,2022-05-09 06:05:11
129.2952,11.32,681.9,12.03,2022-05-09 07:05:05
129.3369,11.21,699.1,12.03,2022-05-09 08:05:08
129.3786,11.23,704.8,12.03,2022-05-09 09:05:11
129.4202,10.74,713.9,12.03,2022-05-09 10:05:05
129.4619,10.58,754.1,12.03,2022-05-09 11:05:08
129.5036,10.63,831.6,12.03,2022-05-09 12:05:11
129.5452,10.85,871.2,12.02,2022-05-09 13:05:05
129.5869,11.1,881.9,12.03,2022-05-09 14:05:08
129.6286,11.39,880.1,12.03,2022-05-09 15:05:11
129.6702,11.7,852.6,12.03,2022-05-09 16:05:05
129.7119,11.66,684.0,12.03,2022-05-09 17:05:08
129.7952,11.86,616.9,12.04,2022-05-09 19:05:05
129.8369,12.4,615.7,12.04,2022-05-09 20:05:08
129.8786,12.9,588.3,12.04,2022-05-09 21:05:11
129.9202,13.11,537.4,12.04,2022-05-09 22:05:05
129.9619,13.26,518.8,12.04,2022-05-09 23:05:08
130.0036,12.99,549.7,12.04,2022-05-10 00:05:11
130.0452,13.11,565.6,12.04,2022-05-10 01:05:05
130.0869,12.72,633.0,12.04,2022-05-10 02:05:08
130.1286,12.02,722.4,12.03,2022-05-10 03:05:11
130.1702,11.91,657.5,12.03,2022-05-10 04:05:05
130.2119,11.23,633.0,12.03,2022-05-10 05:05:08
130.2536,11.01,655.8,12.02,2022-05-10 06:05:11
130.2952,10.92,660.9,12.02,2022-05-10 07:05:05
130.3369,10.94,658.6,12.02,2022-05-10 08:05:08
130.3786,10.94,680.0,12.02,2022-05-10 09:05:11
130.4202,10.85,683.9,12.02,2022-05-10 10:05:05
130.4619,10.72,701.4,12.02,2022-05-10 11:05:08
130.5036,10.74,767.9,12.01,2022-05-10 12:05:11
130.5452,10.94,807.8,12.02,2022-05-10 13:05:05
130.5869,11.05,804.3,12.02,2022-05-10 14:05:08
130.6286,11.26,818.3,12.02,2022-05-10 15:05:11
130.6702,11.14,788.3,12.02,2022-05-10 16:05:05
130.7119,11.3,668.3,12.02,2022-05-10 17:05:08
130.7536,11.41,637.6,12.02,2022-05-10 18:05:11
130.7952,11.35,600.8,12.02,2022-05-10 19:05:05
130.8369,11.5,592.0,12.02,2022-05-10 20:05:08
130.8786,11.48,584.7,12.02,2022-05-10 21:05:11
130.9202,11.95,553.8,12.02,2022-05-10 22:05:05
130.9619,11.75,553.2,12.02,2022-05-10 23:05:08
131.0036,12.65,472.0,12.02,2022-05-11 00:05:11
131.0452,12.74,415.6,12.03,2022-05-11 01:05:05
131.0869,12.67,437.8,12.03,2022-05-11 02:05:08
131.1286,11.93,488.2,12.03,2022-05-11 03:05:11
131.1702,11.68,605.1,12.02,2022-05-11 04:05:05
131.2119,11.23,637.3,12.02,2022-05-11 05:05:08
131.2536,11.05,647.2,12.02,2022-05-11 06:05:11
131.2952,11.01,662.1,12.02,2022-05-11 07:05:05
131.3369,10.83,670.1,12.01,2022-05-11 08:05:08
131.3786,10.76,680.8,12.01,2022-05-11 09:05:11
131.4202,10.81,685.6,12.01,2022-05-11 10:05:05
131.4619,10.92,703.3,12.01,2022-05-11 11:05:08
131.5036,10.99,751.7,12.01,2022-05-11 12:05:11
131.5452,11.12,783.3,12.01,2022-05-11 13:05:05
131.5869,11.37,841.9,12.01,2022-05-11 14:05:08
131.6286,11.43,846.6,12.02,2022-05-11 15:05:11
131.6702,11.64,830.3,12.01,2022-05-11 16:05:05
131.7119,11.37,745.1,12.02,2022-05-11 17:05:08
131.7536,11.35,625.9,12.01,2022-05-11 18:05:11
131.7952,11.28,601.4,12.01,2022-05-11 19:05:05
131.8369,11.23,618.4,12.01,2022-05-11 20:05:08
131.8786,11.26,741.3,12.01,2022-05-11 21:05:11
131.9202,11.3,832.7,12.01,2022-05-11 22:05:05
131.9619,11.59,978.3,12.01,2022-05-11 23:05:08
132.0036,11.91,1133.7,12.02,2022-05-12 00:05:11
132.0452,12.06,670.5,12.02,2022-05-12 01:05:05
132.0869,12.02,888.1,12.02,2022-05-12 02:05:08
132.1286,12.04,1067.8,12.02,2022-05-12 03:05:11
132.1702,11.43,1209.8,12.02,2022-05-12 04:05:05
132.2119,11.28,864.5,12.01,2022-05-12 05:05:08
132.2536,11.08,830.3,12.01,2022-05-12 06:05:11
132.2952,10.9,852.6,12.0,2022-05-12 07:05:05
132.3369,10.85,965.4,12.0,2022-05-12 08:05:08
132.3786,10.74,1278.9,12.0,2022-05-12 09:05:11
132.4202,10.76,1320.0,12.0,2022-05-12 10:05:05
132.4619,10.87,1540.8,12.0,2022-05-12 11:05:08
132.5036,11.05,1907.2,12.0,2022-05-12 12:05:11
132.5452,11.48,1002.6,12.0,2022-05-12 13:05:05
132.5869,11.66,981.7,12.01,2022-05-12 14:05:08
132.6286,11.79,994.4,12.01,2022-05-12 15:05:11
132.6702,11.57,911.6,12.01,2022-05-12 16:05:05
132.7119,11.39,909.2,12.0,2022-05-12 17:05:08
132.7536,11.61,793.4,12.01,2022-05-12 18:05:11
132.7952,12.34,687.3,12.01,2022-05-12 19:05:05
132.8369,12.9,683.6,12.01,2022-05-12 20:05:08
132.8786,12.54,651.5,12.02,2022-05-12 21:05:11
132.9202,12.43,653.9,12.02,2022-05-12 22:05:05
132.9619,12.58,634.0,12.02,2022-05-12 23:05:08
133.0036,14.13,598.0,12.02,2022-05-13 00:05:11
133.0452,14.34,580.5,12.02,2022-05-13 01:05:05
133.0869,14.59,627.3,12.03,2022-05-13 02:05:08
133.1286,14.52,685.8,12.03,2022-05-13 03:05:11
133.1702,13.79,672.4,12.03,2022-05-13 04:05:05
133.2119,13.13,743.0,12.02,2022-05-13 05:05:08
133.2536,12.54,781.5,12.02,2022-05-13 06:05:11
133.3369,11.97,716.1,12.02,2022-05-13 08:05:08
133.3786,11.7,755.9,12.01,2022-05-13 09:05:11
133.4202,11.64,765.1,12.0,2022-05-13 10:05:05
133.4619,11.79,745.6,12.0,2022-05-13 11:05:08
133.5036,12.27,813.3,12.0,2022-05-13 12:05:11
133.5452,12.65,912.2,12.0,2022-05-13 13:05:05
133.5869,13.31,1120.2,12.0,2022-05-13 14:05:08
133.6286,13.58,1181.9,12.01,2022-05-13 15:05:11
133.6702,12.97,1011.7,12.01,2022-05-13 16:05:05
133.7119,12.97,921.1,12.0,2022-05-13 17:05:08
133.7536,12.58,881.6,12.0,2022-05-13 18:05:11
133.7952,13.31,722.7,12.0,2022-05-13 19:05:05
133.8369,13.72,678.9,12.0,2022-05-13 20:05:08
133.8786,13.45,648.3,12.01,2022-05-13 21:05:11
133.9202,13.08,645.1,12.01,2022-05-13 22:05:05
133.9619,12.77,631.2,12.0,2022-05-13 23:05:08
134.0036,13.38,630.5,12.0,2022-05-14 00:05:11
134.0452,14.8,667.9,12.01,2022-05-14 01:05:05
134.0869,15.42,767.6,12.02,2022-05-14 02:05:08
134.1286,16.16,1012.2,12.02,2022-05-14 03:05:11
134.1702,16.16,1125.4,12.03,2022-05-14 04:05:05
134.2119,15.77,1094.3,12.03,2022-05-14 05:05:08
134.2536,15.07,932.8,12.03,2022-05-14 06:05:11
134.2952,14.5,848.5,12.02,2022-05-14 07:05:05
134.3369,12.88,778.9,12.01,2022-05-14 08:05:08
134.3786,12.63,771.4,12.0,2022-05-14 09:05:11
134.4202,12.4,764.6,12.0,2022-05-14 10:05:05
134.5036,12.58,766.5,11.99,2022-05-14 12:05:11
134.5452,13.38,893.8,12.0,2022-05-14 13:05:05
134.5869,14.08,1048.6,12.0,2022-05-14 14:05:08
134.6286,15.0,1154.1,12.01,2022-05-14 15:05:11
134.6702,15.65,1195.4,12.02,2022-05-14 16:05:05
134.7119,14.45,1047.8,12.01,2022-05-14 17:05:08
134.7536,13.88,970.6,12.01,2022-05-14 18:05:11
134.7952,13.61,803.4,12.01,2022-05-14 19:05:05
134.8369,14.59,698.7,12.0,2022-05-14 20:05:08
134.8786,14.22,670.1,12.01,2022-05-14 21:05:11
134.9202,13.74,652.9,12.01,2022-05-14 22:05:05
134.9619,13.33,634.7,12.0,2022-05-14 23:05:08
135.0036,13.4,650.5,12.0,2022-05-15 00:05:11
135.0452,13.7,655.1,12.0,2022-05-15 01:05:05
135.0869,14.8,767.2,12.0,2022-05-15 02:05:08
135.1286,15.65,1034.0,12.01,2022-05-15 03:05:11
135.1702,16.16,1592.9,12.02,2022-05-15 04:05:05
135.2119,16.02,1716.0,12.02,2022-05-15 05:05:08
135.2536,15.67,1537.4,12.02,2022-05-15 06:05:11
135.2952,15.16,1230.5,12.02,2022-05-15 07:05:05
135.3369,14.86,1140.3,12.01,2022-05-15 08:05:08
135.3786,14.08,884.5,12.0,2022-05-15 09:05:11
135.4202,13.56,795.8,12.0,2022-05-15 10:05:05
135.5452,13.58,770.5,11.99,2022-05-15 13:05:05
135.5869,14.45,892.2,12.0,2022-05-15 14:05:08
135.6286,15.03,988.4,12.0,2022-05-15 15:05:11
135.6702,16.07,1174.6,12.0,2022-05-15 16:05:05
135.7119,16.58,1210.9,12.01,2022-05-15 17:05:08
135.7536,16.11,1147.0,12.02,2022-05-15 18:05:11
135.7952,15.28,977.0,12.02,2022-05-15 19:05:05
135.8369,14.98,761.0,12.01,2022-05-15 20:05:08
135.8786,15.26,706.8,12.01,2022-05-15 21:05:11
135.9202,14.91,653.4,12.0,2022-05-15 22:05:05
135.9619,14.04,631.3,12.0,2022-05-15 23:05:08
136.0036,13.79,644.2,12.0,2022-05-16 00:05:11
136.0452,13.99,658.4,12.0,2022-05-16 01:05:05
136.0869,14.59,700.5,12.0,2022-05-16 02:05:08
136.1286,15.23,834.1,12.0,2022-05-16 03:05:11
136.1702,15.65,1067.7,12.0,2022-05-16 04:05:05
136.2119,15.9,1466.4,12.01,2022-05-16 05:05:08
136.2536,15.9,1633.6,12.01,2022-05-16 06:05:11
136.2952,15.86,1732.8,12.01,2022-05-16 07:05:05
136.3369,15.6,1549.4,12.01,2022-05-16 08:05:08
136.3786,14.73,1147.4,12.0,2022-05-16 09:05:11
136.4202,14.08,949.2,12.0,2022-05-16 10:05:05
136.4619,13.77,832.8,11.99,2022-05-16 11:05:08
136.5036,13.51,757.1,11.99,2022-05-16 12:05:11
136.5452,13.61,768.1,11.99,2022-05-16 13:05:05
136.5869,13.92,786.7,11.99,2022-05-16 14:05:08
136.6286,14.68,872.0,11.99,2022-05-16 15:05:11
136.6702,15.65,976.0,12.0,2022-05-16 16:05:05
136.7119,16.84,1054.5,12.0,2022-05-16 17:05:08
136.7536,17.14,1018.8,12.01,2022-05-16 18:05:11
136.7952,16.51,1007.9,12.02,2022-05-16 19:05:05
136.8786,15.46,722.7,12.02,2022-05-16 21:05:11
136.9202,15.7,692.7,12.01,2022-05-16 22:05:05
136.9619,15.12,653.2,12.0,2022-05-16 23:05:08
137.0036,14.29,647.2,12.0,2022-05-17 00:05:11
137.0452,14.18,667.7,11.99,2022-05-17 01:05:05
137.0869,14.34,682.5,11.99,2022-05-17 02:05:08
137.1286,15.0,742.0,11.99,2022-05-17 03:05:11
137.1702,15.72,921.0,11.99,2022-05-17 04:05:05
137.2119,15.93,1122.4,12.0,2022-05-17 05:05:08
137.2536,16.07,1382.4,12.0,2022-05-17 06:05:11
137.2952,16.07,1635.4,12.0,2022-05-17 07:05:05
137.3369,16.0,1725.3,12.0,2022-05-17 08:05:08
137.3786,15.93,1852.0,12.0,2022-05-17 09:05:11
137.4202,15.51,1313.8,12.0,2022-05-17 10:05:05
137.4619,14.54,1002.6,11.99,2022-05-17 11:05:08
137.5036,14.22,814.8,11.99,2022-05-17 12:05:11
137.5452,13.97,739.4,11.98,2022-05-17 13:05:05
137.5869,14.18,751.7,11.98,2022-05-17 14:05:08
137.7536,18.21,882.3,12.02,2022-05-17 18:05:11
137.7952,18.26,955.9,12.02,2022-05-17 19:05:05
137.8369,17.36,889.1,12.01,2022-05-17 20:05:08
137.8786,16.65,887.9,12.0,2022-05-17 21:05:11
137.9202,16.37,728.0,12.0,2022-05-17 22:05:05
137.9619,16.37,706.6,11.99,2022-05-17 23:05:08
138.0036,15.81,690.4,11.99,2022-05-18 00:05:11
138.0452,14.68,672.4,11.99,2022-05-18 01:05:05
138.0869,14.66,689.3,11.98,2022-05-18 02:05:08
138.1286,14.96,709.7,11.98,2022-05-18 03:05:11
138.1702,15.26,785.3,11.98,2022-05-18 04:05:05
138.2119,15.58,971.0,11.98,2022-05-18 05:05:08
138.2536,15.67,1260.3,11.98,2022-05-18 06:05:11
138.2952,15.58,1534.3,11.98,2022-05-18 07:05:05
138.3369,15.53,1673.3,11.98,2022-05-18 08:05:08
138.3786,15.56,1554.3,11.98,2022-05-18 09:05:11
138.4202,15.51,1397.1,11.98,2022-05-18 10:05:05
138.4619,15.19,1169.1,11.98,2022-05-18 11:05:08
138.5036,14.86,1002.6,11.98,2022-05-18 12:05:11
138.5452,14.89,770.3,11.98,2022-05-18 13:05:05
138.5869,14.91,749.2,11.98,2022-05-18 14:05:08
138.6286,15.3,749.1,11.97,2022-05-18 15:05:11
138.6702,15.88,770.5,11.98,2022-05-18 16:05:05
138.7119,16.67,802.5,11.98,2022-05-18 17:05:08
138.7536,17.9,789.5,11.98,2022-05-18 18:05:11
138.7952,18.54,754.7,11.99,2022-05-18 19:05:05
138.8369,18.04,818.5,11.99,2022-05-18 20:05:08
138.8786,17.19,775.3,11.99,2022-05-18 21:05:11
138.9202,17.03,753.0,11.99,2022-05-18 22:05:05
138.9619,16.65,672.4,11.98,2022-05-18 23:05:08
139.0036,16.3,657.0,11.98,2022-05-19 00:05:11
139.0452,15.44,632.0,11.98,2022-05-19 01:05:05
139.0869,14.93,654.1,11.97,2022-05-19 02:05:08
139.1286,14.89,675.2,11.97,2022-05-19 03:05:11
139.1702,15.09,687.9,11.96,2022-05-19 04:05:05
139.2119,15.44,762.6,11.97,2022-05-19 05:05:08
139.2536,15.7,937.0,11.97,2022-05-19 06:05:11
139.2952,15.88,1223.9,11.97,2022-05-19 07:05:05
139.3369,15.86,1596.6,11.97,2022-05-19 08:05:08
139.3786,15.86,1699.2,11.97,2022-05-19 09:05:11
139.4202,15.74,1699.3,11.97,2022-05-19 10:05:05
139.4619,15.7,1461.7,11.97,2022-05-19 11:05:08
139.5036,15.23,1069.8,11.97,2022-05-19 12:05:11
139.5452,14.77,916.8,11.96,2022-05-19 13:05:05
139.6286,14.66,787.9,11.96,2022-05-19 15:05:11
139.6702,14.77,795.8,11.96,2022-05-19 16:05:05
139.7119,14.89,810.5,11.96,2022-05-19 17:05:08
139.7536,15.09,911.2,11.96,2022-05-19 18:05:11
139.7952,15.28,1014.9,11.96,2022-05-19 19:05:05
139.8369,15.35,1074.9,11.96,2022-05-19 20:05:08
139.8786,15.28,1084.1,11.96,2022-05-19 21:05:11
139.9202,15.21,995.2,11.96,2022-05-19 22:05:05
139.9619,14.98,955.2,11.96,2022-05-19 23:05:08
140.0036,14.84,814.6,11.96,2022-05-20 00:05:11
140.0452,14.63,786.2,11.96,2022-05-20 01:05:05
140.0869,14.54,742.8,11.95,2022-05-20 02:05:08
140.1286,14.43,724.2,11.95,2022-05-20 03:05:11
140.1702,14.36,738.5,11.95,2022-05-20 04:05:05
140.2119,14.45,778.2,11.95,2022-05-20 05:05:08
140.2536,14.45,947.5,11.95,2022-05-20 06:05:11
140.2952,14.41,1255.5,11.95,2022-05-20 07:05:05
140.3369,14.31,1751.8,11.95,2022-05-20 08:05:08
140.3786,14.29,1851.8,11.95,2022-05-20 09:05:11
140.4202,14.29,1880.8,11.95,2022-05-20 10:05:05
140.4619,14.15,2101.8,11.95,2022-05-20 11:05:08
140.5036,14.27,2029.9,11.95,2022-05-20 12:05:11
140.5452,14.34,1185.8,11.95,2022-05-20 13:05:05
140.6702,14.52,803.4,11.95,2022-05-20 16:05:05
140.7119,14.93,814.5,11.95,2022-05-20 17:05:08
140.7536,15.86,854.4,11.95,2022-05-20 18:05:11
140.7952,16.58,894.1,11.96,2022-05-20 19:05:05
140.8369,17.21,850.6,11.96,2022-05-20 20:05:08
140.8786,17.59,824.8,11.97,2022-05-20 21:05:11
140.9202,17.83,825.9,11.97,2022-05-20 22:05:05
140.9619,16.7,891.5,11.96,2022-05-20 23:05:08
141.0036,16.23,851.2,11.96,2022-05-21 00:05:11
141.0452,15.93,799.9,11.96,2022-05-21 01:05:05
141.0869,15.77,774.6,11.96,2022-05-21 02:05:08
141.1286,15.21,782.0,11.95,2022-05-21 03:05:11
141.1702,14.77,742.6,11.95,2022-05-21 04:05:05
141.2119,14.77,756.5,11.94,2022-05-21 05:05:08
141.2952,15.23,883.7,11.96,2022-05-21 07:05:05
141.3369,15.49,1111.5,11.96,2022-05-21 08:05:08
141.3786,15.63,1335.1,11.95,2022-05-21 09:05:11
141.4202,15.56,1402.2,11.95,2022-05-21 10:05:05
141.4619,15.6,1493.1,11.95,2022-05-21 11:05:08
141.5036,15.44,1534.6,11.95,2022-05-21 12:05:11
141.5452,15.3,1307.1,11.95,2022-05-21 13:05:05
141.5869,15.05,1074.5,11.94,2022-05-21 14:05:08
141.6286,15.3,931.1,11.95,2022-05-21 15:05:11
141.6702,15.33,851.6,11.94,2022-05-21 16:05:05
141.7119,15.26,815.5,11.94,2022-05-21 17:05:08
141.7536,15.95,778.6,11.94,2022-05-21 18:05:11
141.7952,16.37,774.2,11.95,2022-05-21 19:05:05
141.8369,17.38,807.8,11.95,2022-05-21 20:05:08
141.8786,18.66,760.5,11.96,2022-05-21 21:05:11
141.9202,19.19,761.4,11.96,2022-05-21 22:05:05
141.9619,19.33,800.0,11.96,2022-05-21 23:05:08
142.0036,17.17,790.5,11.96,2022-05-22 00:05:11
142.0452,16.58,807.8,11.95,2022-05-22 01:05:05
142.0869,16.14,809.5,11.95,2022-05-22 02:05:08
142.1286,16.3,774.6,11.95,2022-05-22 03:05:11
142.1702,15.84,746.1,11.94,2022-05-22 04:05:05
142.2119,15.46,745.2,11.94,2022-05-22 05:05:08
142.2536,15.53,764.6,11.93,2022-05-22 06:05:11
142.2952,15.93,819.7,11.93,2022-05-22 07:05:05
142.3369,16.21,962.3,11.94,2022-05-22 08:05:08
142.3786,16.28,1078.2,11.94,2022-05-22 09:05:11
142.4202,16.39,1321.8,11.94,2022-05-22 10:05:05
142.4619,16.42,1346.0,11.94,2022-05-22 11:05:08
142.5036,16.42,1495.2,11.94,2022-05-22 12:05:11
