Year Day	Temperature C	CO2	Battery Voltage
210.9168	20.33	877.0	11.64
210.9376	20.11	883.3	11.64
210.9584	20.04	891.1	11.64
210.9793	18.30	912.7	11.63
211.0001	19.65	993.9	11.63
211.0209	19.67	967.2	11.63
211.0418	19.67	989.9	11.63
211.0626	18.90	961.1	11.63
211.0834	18.54	864.2	11.63
211.1043	18.73	762.9	11.62
211.1251	18.80	705.7	11.62
211.1459	18.54	717.2	11.62
211.1668	18.49	614.3	11.62
211.1876	18.30	679.4	11.62
211.2084	18.52	745.1	11.62
211.2293	18.35	735.6	11.62
211.2501	18.37	772.1	11.62
211.2714	18.35		11.33
211.2918	18.21	731.9	11.65
211.3126	18.23	735.0	11.64
211.3334	18.35	743.9	11.64
211.3543	18.49	745.9	11.63
211.3751	17.85	743.6	11.63
211.3959	18.18	726.2	11.63
211.4168	18.37	761.0	11.63
211.4376	18.42	743.4	11.63
211.4584	18.11	667.6	11.63
211.4793	18.02	741.0	11.62
211.5001	17.71	733.1	11.62
211.5209	17.97	718.5	11.62
211.5418	18.07	708.9	11.62
211.5626	18.14	709.0	11.62
211.5834	18.09	661.7	11.62
211.6043	18.49	680.7	11.62
211.6251	17.97	677.5	11.62
211.6459	18.04	777.5	11.62
211.6668	17.92	819.6	11.62
211.6876	18.16	859.5	11.62
211.7084	18.21	945.2	11.62
211.7293	18.21	931.5	11.62
211.7501	18.02	943.1	11.62
211.7709	17.69	953.2	11.62
211.7918	17.57	879.7	11.62
211.8126	17.61	804.6	11.61
211.8334	18.85	775.3	11.62
211.8543	18.95	714.9	11.62
211.8751	19.24	714.7	11.62
211.8959	19.24	713.9	11.62
211.9168	19.04	699.9	11.62
211.9376	19.07	682.4	11.62
211.9584	18.95	654.2	11.62
211.9793	18.71	599.4	11.62
212.0001	18.85	730.9	11.62
212.0209	18.04	791.2	11.62
212.0418	18.21	858.3	11.62
212.0626	17.24	634.5	11.62
212.0834	17.92	675.4	11.61
212.1043	17.95	835.4	11.61
212.1251	17.83	763.7	11.61
212.1459	17.64	778.0	11.61
212.1668	17.57	622.4	11.61
212.1876	16.77	531.7	11.61
212.2084	17.38	478.4	11.61
212.2293	18.23	523.0	11.60
212.2501	17.52	593.6	11.61
212.2709	17.47	521.4	11.61
212.2918	17.45	449.3	11.60
212.3126	17.43	607.8	11.61
212.3334	17.73	687.8	11.60
212.3543	17.76	710.9	11.61
212.3751	17.83	725.9	11.60
212.3959	17.88	714.1	11.61
212.4168	18.18	725.6	11.61
212.4376	18.04	655.1	11.61
212.4584	18.21	619.4	11.61
212.4793	17.88	511.1	11.61
212.5001	17.97	525.2	11.61
212.5209	17.12	552.9	11.61
212.5418	17.38	458.1	11.60
