"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"wqbslwq   ","P",05/21/2022 12:30,0,1,"",17.1,<0> ,46.56,<0> ,30.3,<0> ,101.2,<0> ,8.1,<0> ,0.76,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.1,<0> ,
"wqbslwq   ","P",05/21/2022 12:45,0,1,"",17.2,<0> ,46.35,<0> ,30.1,<0> ,102.1,<0> ,8.2,<0> ,0.75,<0> ,"","","",<-1> ,"","",7.9,<0> ,2,<0> ,2.5,<0> ,
"wqbslwq   ","P",05/21/2022 13:00,0,1,"",17.4,<0> ,46.49,<0> ,30.2,<0> ,102.7,<0> ,8.2,<0> ,0.75,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.2,<0> ,
"wqbslwq   ","P",05/21/2022 13:15,0,1,"",17.4,<0> ,46.25,<0> ,30.1,<0> ,99.1,<0> ,7.9,<0> ,0.76,<0> ,"","","",<-1> ,"","",7.8,<0> ,3,<0> ,3.0,<0> ,
"wqbslwq   ","P",05/21/2022 13:30,0,1,"",17.6,<0> ,46.44,<0> ,30.2,<0> ,104.3,<0> ,8.3,<0> ,0.78,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.3,<0> ,
"wqbslwq   ","P",05/21/2022 13:45,0,1,"",17.9,<0> ,46.54,<0> ,30.3,<0> ,110.0,<0> ,8.7,<0> ,0.80,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,5.2,<0> ,
"wqbslwq   ","P",05/21/2022 14:00,0,1,"",17.8,<0> ,46.28,<0> ,30.1,<0> ,106.4,<0> ,8.4,<0> ,0.82,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.2,<0> ,
"wqbslwq   ","P",05/21/2022 14:15,0,1,"",18.1,<0> ,46.50,<0> ,30.3,<0> ,111.0,<0> ,8.8,<0> ,0.85,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,4.4,<0> ,
"wqbslwq   ","P",05/21/2022 14:30,0,1,"",18.3,<0> ,46.55,<0> ,30.3,<0> ,116.1,<0> ,9.1,<0> ,0.87,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.5,<0> ,
"wqbslwq   ","P",05/21/2022 14:45,0,1,"",18.4,<0> ,46.58,<0> ,30.3,<0> ,117.8,<0> ,9.2,<0> ,0.90,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,5.8,<0> ,
"wqbslwq   ","P",05/21/2022 15:00,0,1,"",17.9,<0> ,46.10,<0> ,30.0,<0> ,103.0,<0> ,8.2,<0> ,0.92,<0> ,"","","",<-1> ,"","",7.8,<0> ,3,<0> ,3.5,<0> ,
"wqbslwq   ","P",05/21/2022 15:15,0,1,"",18.1,<0> ,45.97,<0> ,29.9,<0> ,105.0,<0> ,8.3,<0> ,0.95,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,3.7,<0> ,
"wqbslwq   ","P",05/21/2022 15:30,0,1,"",18.2,<0> ,46.09,<0> ,30.0,<0> ,107.2,<0> ,8.5,<0> ,0.97,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.8,<0> ,
"wqbslwq   ","P",05/21/2022 15:45,0,1,"",18.4,<0> ,46.11,<0> ,30.0,<0> ,110.6,<0> ,8.7,<0> ,0.99,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.8,<0> ,
"wqbslwq   ","P",05/21/2022 16:00,0,1,"",18.7,<0> ,46.15,<0> ,30.0,<0> ,110.5,<0> ,8.6,<0> ,1.00,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,3.9,<0> ,
"wqbslwq   ","P",05/21/2022 16:15,0,1,"",18.7,<0> ,46.28,<0> ,30.1,<0> ,113.5,<0> ,8.9,<0> ,1.02,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,4.5,<0> ,
"wqbslwq   ","P",05/21/2022 16:30,0,1,"",18.8,<0> ,46.32,<0> ,30.1,<0> ,117.2,<0> ,9.1,<0> ,1.04,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,5.1,<0> ,
"wqbslwq   ","P",05/21/2022 16:45,0,1,"",18.9,<0> ,46.34,<0> ,30.1,<0> ,114.1,<0> ,8.9,<0> ,1.06,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,4.8,<0> ,
"wqbslwq   ","P",05/21/2022 17:00,0,1,"",19.0,<0> ,46.31,<0> ,30.1,<0> ,111.2,<0> ,8.6,<0> ,1.08,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,4.9,<0> ,
"wqbslwq   ","P",05/21/2022 17:15,0,1,"",18.9,<0> ,46.29,<0> ,30.1,<0> ,114.0,<0> ,8.9,<0> ,1.10,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,4.8,<0> ,
"wqbslwq   ","P",05/21/2022 17:30,0,1,"",19.1,<0> ,46.34,<0> ,30.1,<0> ,110.2,<0> ,8.5,<0> ,1.12,<0> ,"","","",<-1> ,"","",7.9,<0> ,2,<0> ,4.8,<0> ,
"wqbslwq   ","P",05/21/2022 17:45,0,1,"",19.1,<0> ,46.32,<0> ,30.1,<0> ,110.0,<0> ,8.5,<0> ,1.14,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,5.5,<0> ,
"wqbslwq   ","P",05/21/2022 18:00,0,1,"",19.2,<0> ,46.27,<0> ,30.1,<0> ,110.8,<0> ,8.6,<0> ,1.16,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,7.1,<0> ,
"wqbslwq   ","P",05/21/2022 18:15,0,1,"",19.1,<0> ,46.17,<0> ,30.0,<0> ,110.5,<0> ,8.6,<0> ,1.17,<0> ,"","","",<-1> ,"","",7.9,<0> ,3,<0> ,6.9,<0> ,
"wqbslwq   ","P",05/21/2022 18:30,0,1,"",20.5,<0> ,45.48,<0> ,29.5,<0> ,113.2,<0> ,8.6,<0> ,1.19,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,6.1,<0> ,
"wqbslwq   ","P",05/21/2022 18:45,0,1,"",20.5,<0> ,45.37,<0> ,29.4,<0> ,111.7,<0> ,8.5,<0> ,1.18,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,6.5,<0> ,
"wqbslwq   ","P",05/21/2022 19:00,0,1,"",20.4,<0> ,45.40,<0> ,29.5,<0> ,111.4,<0> ,8.4,<0> ,1.16,<0> ,"","","",<-1> ,"","",7.8,<0> ,2,<0> ,6.7,<0> ,
"wqbslwq   ","P",05/21/2022 19:15,0,1,"",20.4,<0> ,45.47,<0> ,29.5,<0> ,111.4,<0> ,8.5,<0> ,1.14,<0> ,"","","",<-1> ,"","",7.9,<0> ,2,<0> ,7.4,<0> ,
