STN_ID,STN_EQUIV,SAMP_DATE,UNIQUE_ID,SOURCE,LAB,GEN_QC,TIME,TIME_QC,DUP,SAMPDEP_M,SAMPDEP_QC,SECCHI_M,SECC_QC,TOTDEP_M,TOTDEP_QC,TEMP_C,TEMP_QC,SAL_FIELD,SAL_METH,SAL_QC,SAL_LAB,SAL_LAB_QC,COND,DO_MGL,DO_SAT,DO_METH,DO_QC,PO4_UM,PO4_QC,TP_UM,TP_QC,NH4_UM,NH4_QC,NO2NO3_UM,NO2NO3_QC,TDN_UM,TDN_QC,PON_UM,PON_QC,TN_UM,TN_QC,POC_UM,POC_QC,CHLA_UGL_LAB,CHLA_LAB_QC,CHLA_LAB_METH,CHLA_UGL_ SONDE,CHLA_SONDE_QC,CHLA_SONDE_METH,PHEO_UGL,PHEO_QC,DOC_UM,DOC_QC,PH,PH_QC,BEAU,BEAU_QC,TIDE,WHTR,PREC,WIND,OBS_COMM,QA_COM
FC1X,FC1,6/25/2008,FC1X-X-2008-06-25-0636-S-0.15-0,BBC,,,6:36 AM,,0,0.15,,,,2,,21,,28.5,S1,,,,,6.5,86.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,2,2,N,,
FC1X,FC1,6/25/2008,FC1X-X-2008-06-25-0655-D-1.7-0,BBC,,,6:55 AM,,0,1.7,,,,2,,22,,30,S1,,,,,6.5,88.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,2,2,N,,
FC1X,FC1,6/30/2008,FC1X-X-2008-06-30-0649-D-2.3-0,BBC,,,6:49 AM,,0,2.3,,2.6,,3.7,,25,,33,S1,,,,,6.5,95.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,SW,,
FC1X,FC1,6/30/2008,FC1X-X-2008-06-30-0624-S-0.15-0,BBC,,,6:24 AM,,0,0.15,,2.6,,3.7,,25,,32,S1,,,,,6,87.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,SW,,
FC1X,FC1,7/7/2008,FC1X-X-2008-07-07-0719-D-1.75-0,BBC,,,7:19 AM,,0,1.75,,1.8,,2.05,,23,,32.5,S1,,,,,6.5,91.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,SW,,
FC1X,FC1,7/7/2008,FC1X-X-2008-07-07-0700-S-0.15-0,BBC,,,7:00 AM,,0,0.15,,1.8,,2.05,,23,,29,S1,,,,,6,82.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,SW,,
FC1X,FC1,7/12/2008,FC1X-X-2008-07-12-0717-D-2.2-1,BBC,,,7:17 AM,,1,2.2,,1.6,,2.5,,25,,31,S1,,,,,6.5,94.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,3,1,SW,,
FC1X,FC1,7/12/2008,FC1X-X-2008-07-12-0658-D-2.2-1,BBC,,,6:58 AM,,1,2.2,,1.6,,2.5,,25,,31,S1,,,,,6.5,94.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,3,1,SW,,
FC1X,FC1,7/12/2008,FC1X-X-2008-07-12-0638-S-0.15-0,BBC,,,6:38 AM,,0,0.15,,1.6,,2.5,,24,,30,S1,,,,,6.5,91.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,3,1,SW,,
FC1N,FC1,7/14/2008,FC1N-N-2008-07-14-0944-S-0.15-0,BBC,SMAST,,9:44 AM,,0,0.15,,2.6,,2.85,,25.3,,30.23,S2,,29.5,,,6.73,97.50%,DO2,,0.7569,,,,1.0434,,1.0131,,24.5,,6.27,,30.77,,41.5,,3.68,,CH1,,,,0.37,,,,,,,,E,,,,"DO=6.73, From dock ",
FC1X,FC1,7/14/2008,FC1X-X-2008-07-14-0944-D-2.55-0,BBC,,,9:44 AM,12,0,2.55,,2.6,,2.85,,24.92,,31.41,S2,,,,,4.19,60.70%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Nutrient day, Tonys YSI meter goes deeper then vol pole.",
FC1X,FC1,7/14/2008,FC1X-X-2008-07-14-0944-S-0.15-0,BBC,,,9:44 AM,12,0,0.15,,2.6,,2.85,,25.3,,30.23,S2,,,,,6.73,97.50%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,Nutrient day,
FC1X,FC1,7/18/2008,FC1X-X-2008-07-18-0710-S-0.15-0,BBC,,,7:10 AM,,0,0.15,,2.3,,2.9,,26,,29.5,S1,,,,,6,87.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,SSW,,
FC1X,FC1,7/18/2008,FC1X-X-2008-07-18-0729-D-2.2-0,BBC,,,7:29 AM,,0,2.2,,2.3,,2.9,,26.5,,32,S1,,,,,6.5,97.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,SSW,,
FC1X,FC1,7/23/2008,FC1X-X-2008-07-23-0652-S-0.15-0,BBC,,,6:52 AM,,0,0.15,,1.8,,2.2,,24,,28,S1,,,,,6,83.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,NE,,
FC1X,FC1,7/23/2008,FC1X-X-2008-07-23-0711-D-1.9-0,BBC,,,7:11 AM,,0,1.9,,1.8,,2.2,,25.5,,32.5,S1,,,,,6.5,95.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,NE,,
FC1X,FC1,7/28/2008,FC1X-X-2008-07-28-0717-S-0.15-0,BBC,,,7:17 AM,,0,0.15,,1.6,,2.6,,24,,30.5,S1,,,,,5,70.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,3,3,W,"Evidence of a bloom of what I think is cochlodinium (?), which has been evident in previous years",
FC1X,FC1,7/28/2008,FC1X-X-2008-07-28-0736-D-2.3-0,BBC,,,7:36 AM,,0,2.3,,1.6,,2.6,,25,,32,S1,,,,,5.5,80.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,3,3,W,"Evidence of a bloom of what I think is cochlodinium (?), which has been evident in previous years",
FC1N,FC1,7/29/2008,FC1N-N-2008-07-29-1035-S-0.15-0,BBC,SMAST,,10:35 AM,,0,0.15,,1.9,,2.5,,25.34,,29.61,S2,,29.4,,,,,,,0.6472,,,,0.4702,,0.504,,18.33,,12.35,,30.68,,88.9,,11.82,,CH1,,,,<0.05,7,,,,,,,E,,,,,
FC1X,FC1,7/29/2008,FC1X-X-2008-07-29-1035-D-2.06-0,BBC,,,10:35 AM,12,0,2.06,,1.9,,2.5,,25.18,,30.84,S2,,,,,5.33,77.30%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Late, nutrient sampling",
FC1X,FC1,7/29/2008,FC1X-X-2008-07-29-1035-S-0.15-0,BBC,,,10:35 AM,12,0,0.15,,1.9,,2.5,,25.34,,29.61,S2,,,,,7.38,106.60%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Late, nutrient sampling",
FC1X,FC1,8/3/2008,FC1X-X-2008-08-03-0643-S-0.15-0,BBC,,,6:43 AM,,0,0.15,,1.9,,2.35,,24,,29,S1,,,,,5.5,77.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,2,SE,No visible evidence of bloom that was noticed last time,
FC1X,FC1,8/3/2008,FC1X-X-2008-08-03-0701-D-2.05-0,BBC,,,7:01 AM,,0,2.05,,1.9,,2.35,,26,,32,S1,,,,,5.5,81.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,2,SE,No visible evidence of bloom that was noticed last time,
FC1X,FC1,8/8/2008,FC1X-X-2008-08-08-0649-S-0.15-0,BBC,,,6:49 AM,,0,0.15,,,,2.25,,22,,32,S1,,,,,5,69.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,2,S,Lowest dissolved oxygen reading of the season,
FC1X,FC1,8/8/2008,FC1X-X-2008-08-08-0709-D-1.95-0,BBC,,,7:09 AM,,0,1.95,,,,2.25,,23.5,,33,S1,,,,,5,71.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,2,S,Lowest dissolved oxygen reading of the season,
FC1N,FC1,8/12/2008,FC1N-N-2008-08-12-1002-S-0.15-0,BBC,SMAST,,10:02 AM,,0,0.15,,2.4,,2.75,,23.7,,30.1,S2,,30.1,,,6.61,93.00%,DO2,,0.6489,,,,<0.1,7,0.3131,,22.53,,14.72,,37.26,,118.5,,4.88,,CH1,,,,1.26,,,,,,,,E,,,,"DO=6.61, From dock, NW wind ",
FC1X,FC1,8/12/2008,FC1X-X-2008-08-12-1002-S-0.15-0,BBC,,,10:02 AM,12,0,0.15,,2.4,,2.75,,23.7,,30.1,S2,,,,,6.61,93.00%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,NW,"Late nutrient day, from dock",
FC1X,FC1,8/12/2008,FC1X-X-2008-08-12-1002-D-2.45-0,BBC,,,10:02 AM,12,0,2.45,,2.4,,2.75,,23.9,,31.09,S2,,,,,2.76,39.20%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,NW,"Late nutrient day, from dock Tonys YSI meter goes deeper then vol pole.",
FC1X,FC1,8/13/2008,FC1X-X-2008-08-13-0730-D-2.3-0,BBC,,,7:30 AM,,0,2.3,,1.9,,2.85,,23,,32.5,S1,,,,,6.5,91.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,1,2,NW,As deep as he could control sampling pole,
FC1X,FC1,8/13/2008,FC1X-X-2008-08-13-0712-S-0.15-0,BBC,,,7:12 AM,,0,0.15,,1.9,,2.85,,23,,32,S1,,,,,5,70.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,1,2,NW,,
FC1X,FC1,8/18/2008,FC1X-X-2008-08-18-0703-S-0.15-0,BBC,,,7:03 AM,,0,0.15,,2,,2.65,,23,,31,S1,,,,,5,69.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,1,SW,,
FC1X,FC1,8/18/2008,FC1X-X-2008-08-18-0722-D-2.35-0,BBC,,,7:22 AM,,0,2.35,,2,,2.65,,23.5,,32.5,S1,,,,,5.5,78.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,1,SW,,
FC1X,FC1,8/25/2008,FC1X-X-2008-08-25-0721-D-2.05-0,BBC,,,7:21 AM,,0,2.05,,2,,2.35,,23.5,,32,S1,,,,,6,85.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,3,1,SW,,
FC1X,FC1,8/25/2008,FC1X-X-2008-08-25-0701-S-0.15-0,BBC,,,7:01 AM,,0,0.15,,2,,2.35,,23.5,,31,S1,,,,,6,84.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,3,1,SW,,
FC1N,FC1,8/26/2008,FC1N-N-2008-08-26-0950-S-0.15-0,BBC,SMAST,,9:50 AM,,0,0.15,,2.15,,2.45,,22.71,,29.9,S2,,29.3,,,6.05,83.60%,DO2,,0.7628,,,,2.2478,,2.0716,,21.64,,6.49,,28.14,,44.6,,2.01,,CH1,,,,1.4,,,,,,,,E,,,,"DO=6.05, Dock ",
FC1X,FC1,8/26/2008,FC1X-X-2008-08-26-0950-S-0.15-0,BBC,,,9:50 AM,12,0,0.15,,2.15,,2.45,,22.71,,29.9,S2,,,,,6.05,83.60%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Late, nutrient day, dock",
FC1X,FC1,8/26/2008,FC1X-X-2008-08-26-0950-D-2.01-0,BBC,,,9:50 AM,12,0,2.01,,2.15,,2.45,,23.23,,30.57,S2,,,,,4.91,68.70%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,"Late nutrient day, from dock Tonys YSI meter goes deeper then vol pole.",
FC1X,FC1,8/31/2008,FC1X-X-2008-08-31-0709-S-0.05-0,BBC,,,7:09 AM,,0,0.05,,2.3,,3,,21,,30,S1,,,,,5.5,73.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,1,2,N,,
FC1X,FC1,8/31/2008,FC1X-X-2008-08-31-0729-D-2.3-0,BBC,,,7:29 AM,,0,2.3,,2.3,,3,,22.5,,32.5,S1,,,,,6,83.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,1,2,N,,
FC1X,FC1,9/5/2008,FC1X-X-2008-09-05-0749-D-2-0,BBC,,,7:49 AM,,0,2,,,,2.3,,22,,32,S1,,,,,6.5,89.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,4,1,SW,,
FC1X,FC1,9/5/2008,FC1X-X-2008-09-05-0730-S-0.15-0,BBC,,,7:30 AM,,0,0.15,,,,2.3,,22,,29.5,S1,,,,,6,81.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,4,1,SW,,
FC1X,FC1,9/10/2008,FC1X-X-2008-09-10-0714-S-0.15-0,BBC,,,7:14 AM,,0,0.15,,2.3,,2.45,,21.5,,32,S1,,,,,6,82.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,1,2,NW,,
FC1X,FC1,9/10/2008,FC1X-X-2008-09-10-0733-D-2.15-0,BBC,,,7:33 AM,,0,2.15,,2.3,,2.45,,22,,33,S1,,,,,6,83.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,1,2,NW,,
FC1X,FC1,9/15/2008,FC1X-X-2008-09-15-0730-S-0.15-0,BBC,,,7:30 AM,,0,0.15,,2.6,,3.4,,21,,32,S1,,,,,5.5,74.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,3,2,SW,,
FC1X,FC1,9/15/2008,FC1X-X-2008-09-15-0722-D-2.2-0,BBC,,,7:22 AM,,0,2.2,,2.6,,3.4,,22,,33,S1,,,,,6,83.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,3,2,SW,,
FC1X,FC1,9/22/2008,FC1X-X-2008-09-22-0715-S-0.15-0,BBC,,,7:15 AM,,0,0.15,,,,2.15,,19,,29,S1,,,,,7.5,96.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,NE,,
FC1X,FC1,9/22/2008,FC1X-X-2008-09-22-0734-D-1.85-0,BBC,,,7:34 AM,,0,1.85,,,,2.15,,20,,32.5,S1,,,,,7.5,100.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,NE,,
FC1X,FC1,6/3/2009,FC1X-X-2009-06-03-0653-D-2.2-0,BBC,,,6:53 AM,,0,2.2,,2.4,,3.9,,15,,33,S1,,,,,8,97.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,2,2,N,,
FC1X,FC1,6/3/2009,FC1X-X-2009-06-03-0635-S-0.15-0,BBC,,,6:35 AM,,0,0.15,,2.4,,3.9,,15,,30,S1,,,,,7.5,89.50%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,2,2,N,,
FC1X,FC1,6/9/2009,FC1X-X-2009-06-09-0738-D-2.5-0,BBC,,,7:38 AM,,0,2.5,,2.4,,2.8,,17.08,,30.23,S2,,,,,6.72,83.70%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,S,,
FC1X,FC1,6/9/2009,FC1X-X-2009-06-09-0734-S-0.15-0,BBC,,,7:34 AM,,0,0.15,,2.4,,2.8,,17.73,,27.84,S2,,,,,7.17,89.20%,DO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,S,,
FC1X,FC1,6/18/2009,FC1X-X-2009-06-18-0630-D-2.4-0,BBC,,,6:30 AM,,0,2.4,,2.4,,2.7,,15.5,,32,S1,,,,,6,73.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,2,1,,,
FC1X,FC1,6/18/2009,FC1X-X-2009-06-18-0648-S-0.2-0,BBC,,,6:48 AM,,0,0.2,,2.4,,2.7,,16.5,,31,S1,,,,,6,74.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,2,1,,,
FC1X,FC1,6/23/2009,FC1X-X-2009-06-23-0655-S-0.2-0,BBC,,,6:55 AM,,0,0.2,,1.8,,2.8,,15,,26.5,S1,,,,,7,81.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,6,3,NE,Wind 15-25 not reflected in sea surface,
FC1X,FC1,6/23/2009,FC1X-X-2009-06-23-0637-D-2.5-0,BBC,,,6:37 AM,,0,2.5,,1.8,,2.8,,15.5,,28,S1,,,,,6.5,77.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,6,3,NE,Wind 15-25 not reflected in sea surface,
FC1N,FC1,7/6/2009,FC1N-N-2009-07-06-1006-S-0.2-0,BBC,MBL,,10:06 AM,,0,0.2,,2.2,,3.5,,21.5,,30,S1,,27.14,,,,,,,0.6944,,,,3.4672,,4.7648,,20.51,,4.09,,24.6,,35.8,,1.72,,CH1,,,,1.66,,247.1,,,,,,E,,,,,
FC1X,FC1,7/7/2009,FC1X-X-2009-07-07-0645-S-0.15-0,BBC,,,6:45 AM,,0,0.15,,2.4,,2.8,,21,,29,S1,,,,,6,79.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,,,
FC1X,FC1,7/7/2009,FC1X-X-2009-07-07-0625-D-2.4-0,BBC,,,6:25 AM,,0,2.4,,2.4,,2.8,,21.5,,30,S1,,,,,4,54.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,1,,,
FC1X,FC1,7/12/2009,FC1X-X-2009-07-12-0842-D-2.1-1,BBC,,,8:42 AM,,1,2.1,,2.1,,2.4,,20,,30,S1,,,,,7.5,98.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,3,3,SW,,
FC1X,FC1,7/12/2009,FC1X-X-2009-07-12-0900-S-0.15-1,BBC,,,9:00 AM,,1,0.15,,2.1,,2.4,,20.5,,29.5,S1,,,,,6.5,86.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,3,3,SW,,
FC1X,FC1,7/12/2009,FC1X-X-2009-07-12-0825-S-0.15-1,BBC,,,8:25 AM,,1,0.15,,2.1,,2.4,,20.5,,29.5,S1,,,,,6,79.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,3,3,SW,,
FC1X,FC1,7/12/2009,FC1X-X-2009-07-12-0806-D-2.1-1,BBC,,,8:06 AM,,1,2.1,,2.1,,2.4,,20.5,,30,S1,,,,,7.5,99.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,3,3,SW,"Note bottom oxygen is higher than surface. After sampling we realized tht the lines were tangled and both stoppers were coming out together. So probably we aerated the bottom oxygen samples, but they replicate well…(sorry)",
FC1X,FC1,7/17/2009,FC1X-X-2009-07-17-0635-S-0.15-0,BBC,,,6:35 AM,,0,0.15,,2.3,,2.6,,21,,29,S1,,,,,6.5,86.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,4,1,,Very annoying bugs,
FC1X,FC1,7/17/2009,FC1X-X-2009-07-17-0620-D-2.3-0,BBC,,,6:20 AM,,0,2.3,,2.3,,2.6,,21,,29.5,S1,,,,,6,80.20%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,E,4,1,,Very annoying bugs,
FC1N,FC1,7/20/2009,FC1N-N-2009-07-20-1015-S-0.15-0,BBC,MBL,,10:15 AM,,0,0.15,,1.8,,2.5,,24.5,,28.5,S1,,26.8,,,,,,,0.8473,,,,3.5357,,3.3248,,27.96,,4.97,,32.93,,39.5,,3.07,,CH1,,,,0.81,,175.6,,,,,,E,,,,Filtered back at MBL ,
FC1X,FC1,7/22/2009,FC1X-X-2009-07-22-0635-S-0.15-0,BBC,,,6:35 AM,,0,0.15,,2.7,,2.8,,21.5,,29.5,S1,,,,,5,67.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,SSW,,
FC1X,FC1,7/22/2009,FC1X-X-2009-07-22-0620-D-2.5-0,BBC,,,6:20 AM,,0,2.5,,2.7,,2.8,,21.5,,30,S1,,,,,5,67.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,SSW,,
FC1X,FC1,7/27/2009,FC1X-X-2009-07-27-0615-D-1.8-0,BBC,,,6:15 AM,,0,1.8,,,,2.1,,22.5,,30,S1,,,,,5,68.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,F,3,2,SW,,
FC1X,FC1,7/27/2009,FC1X-X-2009-07-27-0630-S-0.15-0,BBC,,,6:30 AM,,0,0.15,,,,2.1,,27.5,,30,S1,,,,,5.5,82.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,F,3,2,SW,,
FC1X,FC1,8/2/2009,FC1X-X-2009-08-02-0715-S-0.2-0,BBC,,,7:15 AM,,0,0.2,,2.5,,3,,24,,27,S1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,S,Ran out of #1 envelopes,
FC1X,FC1,8/2/2009,FC1X-X-2009-08-02-0700-D-2.7-0,BBC,,,7:00 AM,,0,2.7,,2.5,,3,,24.5,,31.5,S1,,,,,6,86.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,3,2,S,,
FC1N,FC1,8/3/2009,FC1N-N-2009-08-03-0930-S-0.1-0,BBC,MBL,,9:30 AM,,0,0.1,,2.7,,3,,24.5,,29,S1,,22.9,,,,,,,1.3774,,,,2.1103,,2.2675,,13.46,,3.26,,16.72,,25,,3.82,,CH1,,,,0.93,,141.3,,,,,,E,,,,,
FC1X,FC1,8/7/2009,FC1X-X-2009-08-07-0625-S-0.15-0,BBC,,,6:25 AM,,0,0.15,,,,2.4,,22,,27,S1,,,,,5.5,73.80%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,1,1,N,,
FC1X,FC1,8/7/2009,FC1X-X-2009-08-07-0610-S-0.1-0,BBC,,,6:10 AM,,0,0.1,,,,2.4,,24,,31,S1,,,,,5,71.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,1,1,N,,
FC1X,FC1,8/12/2009,FC1X-X-2009-08-12-0640-S-0.15-0,BBC,,,6:40 AM,,0,0.15,,,,2.2,,23.5,,27,S1,,,,,6,82.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,N,,
FC1X,FC1,8/12/2009,FC1X-X-2009-08-12-0625-D-1.9-0,BBC,,,6:25 AM,,0,1.9,,,,2.2,,24,,30,S1,,,,,5,70.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,3,2,N,,
FC1N,FC1,8/17/2009,FC1N-N-2009-08-17-0810-S-0.15-0,BBC,MBL,,8:10 AM,,0,0.15,,2.2,,3,,23,,28,S1,,27.4,,,,,,,0.5395,,,,0.9458,,1.0396,,12.06,,5.8,,17.86,,41.2,,6.01,,CH1,,,,1.03,,155.9,,,,,,E,,,,,
FC1X,FC1,8/18/2009,FC1X-X-2009-08-18-0630-D-2.6-0,BBC,,,6:30 AM,,0,2.6,,2.6,,3.3,,24,,30.5,S1,,,,,6,85.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,NNW,,
FC1X,FC1,8/18/2009,FC1X-X-2009-08-18-0645-S-0.15-0,BBC,,,6:45 AM,,0,0.15,,2.6,,3.3,,25,,28.5,S1,,,,,6.5,92.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,NNW,,
FC1X,FC1,8/24/2009,FC1X-X-2009-08-24-0625-S-0.15-0,BBC,,,6:25 AM,,0,0.15,,2,,2.1,,25,,28,S1,,,,,4.5,64.00%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,2,NNW,,
FC1X,FC1,8/24/2009,FC1X-X-2009-08-24-0610-D-1.8-0,BBC,,,6:10 AM,,0,1.8,,2,,2.1,,25,,29.5,S1,,,,,5.5,78.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,2,2,NNW,,
FC1X,FC1,8/29/2009,FC1X-X-2009-08-29-0845-S-0.15-0,BBC,,,8:45 AM,,0,0.15,,2,,2.4,,23,,28,S1,,,,,5,68.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,7,2,SW,,
FC1X,FC1,8/29/2009,FC1X-X-2009-08-29-0830-D-2.1-0,BBC,,,8:30 AM,,0,2.1,,2,,2.4,,24,,30,S1,,,,,3,42.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,E,7,2,SW,,
FC1X,FC1,9/4/2009,FC1X-X-2009-09-04-0645-S-0.15-0,BBC,,,6:45 AM,,0,0.15,,2.6,,2.9,,21,,29,S1,,,,,6.5,86.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,,,
FC1X,FC1,9/4/2009,FC1X-X-2009-09-04-0630-D-2.5-0,BBC,,,6:30 AM,,0,2.5,,2.6,,2.9,,21.5,,31,S1,,,,,6.5,88.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,,,
FC1X,FC1,9/10/2009,FC1X-X-2009-09-10-0630-S-0.15-0,BBC,,,6:30 AM,,0,0.15,,,,2.3,,19,,27.5,S1,,,,,5.5,69.90%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,N,,
FC1X,FC1,9/10/2009,FC1X-X-2009-09-10-0615-D-2-0,BBC,,,6:15 AM,,0,2,,,,2.3,,20,,29,S1,,,,,5,65.40%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,F,2,1,N,,
FC1X,FC1,9/21/2009,FC1X-X-2009-09-21-0635-S-0.15-0,BBC,,,6:35 AM,,0,0.15,,,,2.3,,18,,28.5,S1,,,,,6.5,81.60%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,,,
FC1X,FC1,9/21/2009,FC1X-X-2009-09-21-0620-D-2-0,BBC,,,6:20 AM,,0,2,,,,2.3,,18,,29.5,S1,,,,,5,63.10%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,F,1,1,,,
FC1X,FC1,6/3/2010,FC1X-X-2010-06-03-0630-D-2.1-0,BBC,,,6:30 AM,,0,2.1,,2.1,,2.4,,18.4,,29.5,S1,,,,,6,76.30%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,4,1,SW,,
FC1X,FC1,6/3/2010,FC1X-X-2010-06-03-0645-S-0.2-0,BBC,,,6:45 AM,,0,0.2,,2.1,,2.4,,19,,28.5,S2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,F,4,1,SW,Ran out of last year's reagents,
FC1X,FC1,6/9/2010,FC1X-X-2010-06-09-0730-D-2.4-0,BBC,,,7:30 AM,,0,2.4,,1.95,,2.75,,20,,28.5,S1,,,,,6.5,84.70%,DO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,E,1,1,NW,,
