"Plot Title: Carolina September 2021 2"
"Date Time, GMT-04:00","High Range, μS/cm (SEN S/N: 20182875)","Temp, °F (SEN S/N: 20182875)","Bad Battery","Coupler Detached","Good Battery","Coupler Attached","Host Connected","Stopped","End Of File"
10/29/21 01:03:42,27081.4,57.83,,,,,,,
10/29/21 01:33:42,27485.9,58.12,,,,,,,
10/29/21 02:03:42,27465.4,58.08,,,,,,,
10/29/21 02:33:42,26385.9,56.70,,,,,,,
10/29/21 03:03:42,26183.9,55.85,,,,,,,
10/29/21 03:33:42,26119.2,55.87,,,,,,,
10/29/21 04:03:42,26148.7,55.81,,,,,,,
10/29/21 04:33:42,26113.6,56.17,,,,,,,
10/29/21 05:03:42,25785.8,55.96,,,,,,,
10/29/21 05:33:42,26150.6,56.26,,,,,,,
10/29/21 06:03:42,26043.7,56.17,,,,,,,
10/29/21 06:33:42,25836.3,55.78,,,,,,,
10/29/21 07:03:42,25798.4,55.80,,,,,,,
10/29/21 07:33:42,26012.6,56.12,,,,,,,
10/29/21 08:03:42,26799.8,56.97,,,,,,,
10/29/21 08:33:42,26879.9,57.07,,,,,,,
10/29/21 09:03:42,26704.7,57.15,,,,,,,
10/29/21 09:33:42,26577.7,57.00,,,,,,,
10/29/21 10:03:42,26448.2,56.84,,,,,,,
10/29/21 10:33:42,26065.7,57.13,,,,,,,
10/29/21 11:03:42,26277.0,55.96,,,,,,,
10/29/21 11:33:42,26427.4,55.76,,,,,,,
10/29/21 12:03:42,26469.1,56.46,,,,,,,
10/29/21 12:33:42,26232.2,55.99,,,,,,,
10/29/21 13:03:42,26080.5,56.28,,,,,,,
10/29/21 13:33:42,26361.4,56.50,,,,,,,
10/29/21 14:03:42,26243.4,56.68,,,,,,,
10/29/21 14:33:42,26639.1,56.86,,,,,,,
10/29/21 15:03:42,27320.5,57.34,,,,,,,
10/29/21 15:33:42,27053.5,57.25,,,,,,,
10/29/21 16:03:42,26501.4,56.88,,,,,,,
10/29/21 16:33:42,26823.1,57.04,,,,,,,
10/29/21 17:03:42,26842.7,57.04,,,,,,,
10/29/21 17:33:42,26901.4,57.07,,,,,,,
10/29/21 18:03:42,26864.2,57.24,,,,,,,
10/29/21 18:33:42,26530.0,57.09,,,,,,,
10/29/21 19:03:42,27783.2,58.12,,,,,,,
10/29/21 19:33:42,28010.2,58.39,,,,,,,
10/29/21 20:03:42,27711.9,58.17,,,,,,,
10/29/21 20:33:42,27905.7,58.39,,,,,,,
10/29/21 21:03:42,27844.3,58.39,,,,,,,
10/29/21 21:33:42,28072.4,58.59,,,,,,,
10/29/21 22:03:42,27653.5,58.44,,,,,,,
10/29/21 22:33:42,29323.0,59.49,,,,,,,
10/29/21 23:03:42,28234.6,58.98,,,,,,,
10/29/21 23:33:42,28169.5,58.78,,,,,,,
10/30/21 00:03:42,27895.1,58.62,,,,,,,
10/30/21 00:33:42,28445.3,59.00,,,,,,,
10/30/21 01:03:42,29482.2,59.72,,,,,,,
10/30/21 01:33:42,28623.5,59.14,,,,,,,
10/30/21 02:03:42,29093.5,59.41,,,,,,,
10/30/21 02:33:42,28474.1,59.11,,,,,,,
10/30/21 03:03:42,29382.2,59.52,,,,,,,
10/30/21 03:33:42,30321.9,59.97,,,,,,,
10/30/21 04:03:42,30233.4,59.70,,,,,,,
10/30/21 04:33:42,29973.5,59.52,,,,,,,
10/30/21 05:03:42,30170.5,59.65,,,,,,,
10/30/21 05:33:42,28343.9,58.51,,,,,,,
10/30/21 06:03:42,27800.0,58.21,,,,,,,
10/30/21 06:33:42,28817.7,58.75,,,,,,,
10/30/21 07:03:42,29570.9,59.16,,,,,,,
10/30/21 07:33:42,28374.7,58.77,,,,,,,
10/30/21 08:03:42,28263.0,58.37,,,,,,,
10/30/21 08:33:42,27770.6,58.21,,,,,,,
10/30/21 09:03:42,27697.3,58.50,,,,,,,
10/30/21 09:33:42,28612.2,59.07,,,,,,,
10/30/21 10:03:42,29128.4,59.34,,,,,,,
10/30/21 10:33:42,29850.2,59.72,,,,,,,
10/30/21 11:03:42,29968.5,59.85,,,,,,,
10/30/21 11:33:42,30321.9,60.13,,,,,,,
10/30/21 12:03:42,30457.1,60.15,,,,,,,
10/30/21 12:33:42,30423.8,60.30,,,,,,,
10/30/21 13:03:42,30319.4,60.49,,,,,,,
10/30/21 13:33:42,30251.0,60.64,,,,,,,
10/30/21 14:03:42,30523.9,60.66,,,,,,,
10/30/21 14:33:42,30372.8,60.64,,,,,,,
10/30/21 15:03:42,30508.4,60.69,,,,,,,
10/30/21 15:33:42,30747.0,60.66,,,,,,,
10/30/21 16:03:42,30762.7,60.80,,,,,,,
10/30/21 16:33:42,30823.0,60.69,,,,,,,
10/30/21 17:03:42,30923.3,60.71,,,,,,,
10/30/21 17:33:42,30933.8,60.62,,,,,,,
10/30/21 18:03:42,30273.8,60.57,,,,,,,
10/30/21 18:33:42,30580.6,60.60,,,,,,,
10/30/21 19:03:42,30495.6,60.55,,,,,,,
10/30/21 19:33:42,30622.0,60.62,,,,,,,
10/30/21 20:03:42,30812.5,60.66,,,,,,,
10/30/21 20:33:42,30886.2,60.66,,,,,,,
10/30/21 21:03:42,30949.7,60.64,,,,,,,
10/30/21 21:33:42,30539.3,60.66,,,,,,,
10/30/21 22:03:42,30405.9,60.75,,,,,,,
10/30/21 22:33:42,30531.6,60.75,,,,,,,
10/30/21 23:03:42,30405.9,60.80,,,,,,,
10/30/21 23:33:42,30731.3,60.71,,,,,,,
10/31/21 00:03:42,30923.3,60.67,,,,,,,
10/31/21 00:33:42,30891.5,60.71,,,,,,,
10/31/21 01:03:42,30881.0,60.75,,,,,,,
10/31/21 01:33:42,30939.1,60.69,,,,,,,
10/31/21 02:03:42,30867.8,60.69,,,,,,,
10/31/21 02:33:42,30823.0,60.71,,,,,,,
10/31/21 03:03:42,30812.5,60.71,,,,,,,
10/31/21 03:33:42,28141.4,61.03,,,,,,,
10/31/21 04:03:42,30881.0,60.60,,,,,,,
10/31/21 04:33:42,29542.0,60.75,,,,,,,
10/31/21 05:03:42,30405.9,60.67,,,,,,,
10/31/21 05:33:42,30503.3,60.71,,,,,,,
10/31/21 06:03:42,30637.6,60.64,,,,,,,
10/31/21 06:33:42,30344.8,60.57,,,,,,,
10/31/21 07:03:42,30731.3,60.57,,,,,,,
10/31/21 07:33:42,31074.9,60.62,,,,,,,
10/31/21 08:03:42,31413.1,60.66,,,,,,,
10/31/21 08:33:42,31133.9,60.62,,,,,,,
10/31/21 09:03:42,31201.2,60.64,,,,,,,
10/31/21 09:33:42,31072.2,60.62,,,,,,,
10/31/21 10:03:42,31350.3,60.71,,,,,,,
10/31/21 10:33:42,31393.9,60.82,,,,,,,
10/31/21 11:03:42,31276.9,60.91,,,,,,,
10/31/21 11:33:42,31056.2,61.03,,,,,,,
10/31/21 12:03:42,31133.9,61.30,,,,,,,
10/31/21 12:33:42,31413.1,61.25,,,,,,,
10/31/21 13:03:42,31383.0,61.38,,,,,,,
10/31/21 13:33:42,31402.1,61.57,,,,,,,
10/31/21 14:03:42,31506.4,61.65,,,,,,,
10/31/21 14:33:42,31509.2,61.66,,,,,,,
10/31/21 15:03:42,31550.5,61.86,,,,,,,
10/31/21 15:33:42,31498.2,61.90,,,,,,,
10/31/21 16:03:42,31658.7,62.10,,,,,,,
10/31/21 16:33:42,31489.9,62.01,,,,,,,
10/31/21 17:03:42,31692.1,61.92,,,,,,,
10/31/21 17:33:42,31644.7,62.01,,,,,,,
10/31/21 18:03:42,31761.9,61.93,,,,,,,
10/31/21 18:33:42,31820.9,61.99,,,,,,,
10/31/21 19:03:42,31806.8,61.90,,,,,,,
10/31/21 19:33:42,31880.0,61.88,,,,,,,
10/31/21 20:03:42,31945.1,61.90,,,,,,,
10/31/21 20:33:42,31865.9,61.70,,,,,,,
10/31/21 21:03:42,31815.3,61.61,,,,,,,
10/31/21 21:33:42,31413.1,61.32,,,,,,,
10/31/21 22:03:42,31437.7,61.29,,,,,,,
10/31/21 22:33:42,31053.5,61.14,,,,,,,
10/31/21 23:03:42,31058.9,61.20,,,,,,,
10/31/21 23:33:42,31115.1,61.29,,,,,,,
11/01/21 00:03:42,30804.6,61.21,,,,,,,
11/01/21 00:33:42,30700.0,61.05,,,,,,,
11/01/21 01:03:42,30689.6,61.03,,,,,,,
11/01/21 01:33:42,30400.8,61.03,,,,,,,
11/01/21 02:03:42,30495.6,61.07,,,,,,,
11/01/21 02:33:42,30881.0,61.25,,,,,,,
11/01/21 03:03:42,30830.9,61.21,,,,,,,
11/01/21 03:33:42,30744.4,61.18,,,,,,,
11/01/21 04:03:42,30809.9,61.25,,,,,,,
11/01/21 04:33:42,31072.2,61.34,,,,,,,
11/01/21 05:03:42,31056.2,61.34,,,,,,,
11/01/21 05:33:42,31372.1,61.57,,,,,,,
11/01/21 06:03:42,31293.2,61.52,,,,,,,
11/01/21 06:33:42,31383.0,61.57,,,,,,,
11/01/21 07:03:42,31344.8,61.43,,,,,,,
11/01/21 07:33:42,31361.2,61.45,,,,,,,
11/01/21 08:03:42,31561.6,61.57,,,,,,,
11/01/21 08:33:42,31569.9,61.50,,,,,,,
11/01/21 09:03:42,31182.3,60.89,,,,,,,
11/01/21 09:33:42,31155.4,61.05,,,,,,,
11/01/21 10:03:42,31018.9,60.82,,,,,,,
11/01/21 10:33:42,30276.3,60.44,,,,,,,
11/01/21 11:03:42,30718.3,60.84,,,,,,,
11/01/21 11:33:42,30529.0,60.98,,,,,,,
11/01/21 12:03:42,30426.4,61.36,,,,,,,
11/01/21 12:33:42,29823.3,61.29,,,,,,,
11/01/21 13:03:42,30013.2,61.56,,,,,,,
11/01/21 13:33:42,29491.7,61.65,,,,,,,
11/01/21 14:03:42,29525.2,61.77,,,,,,,
11/01/21 14:33:42,29662.5,61.97,,,,,,,
11/01/21 15:03:42,30370.2,62.26,,,,,,,
11/01/21 15:33:42,29635.9,62.33,,,,,,,
11/01/21 16:03:42,30731.3,62.65,,,,,,,
11/01/21 16:33:42,30870.4,62.47,,,,,,,
11/01/21 17:03:42,31048.2,62.55,,,,,,,
11/01/21 17:33:42,30944.4,62.55,,,,,,,
11/01/21 18:03:42,31107.0,62.51,,,,,,,
11/01/21 18:33:42,31016.2,62.38,,,,,,,
11/01/21 19:03:42,31314.9,62.33,,,,,,,
11/01/21 19:33:42,30472.5,61.57,,,,,,,
11/01/21 20:03:42,29911.7,60.51,,,,,,,
11/01/21 20:33:42,29998.3,60.60,,,,,,,
11/01/21 21:03:42,29382.2,59.40,,,,,,,
11/01/21 21:33:42,29594.9,59.70,,,,,,,
11/01/21 22:03:42,29116.7,58.95,,,,,,,
11/01/21 22:33:42,28797.2,58.78,,,,,,,
11/01/21 23:03:42,28845.0,59.05,,,,,,,
11/01/21 23:33:42,28518.5,58.89,,,,,,,
11/02/21 00:03:42,28454.1,59.00,,,,,,,
11/02/21 00:33:42,29391.7,60.03,,,,,,,
11/02/21 01:03:42,29240.6,60.01,,,,,,,
11/02/21 01:33:42,29587.7,60.40,,,,,,,
11/02/21 02:03:42,29330.1,60.21,,,,,,,
11/02/21 02:33:42,30155.4,61.48,,,,,,,
11/02/21 03:03:42,30062.9,61.34,,,,,,,
11/02/21 03:33:42,30075.4,61.45,,,,,,,
11/02/21 04:03:42,29993.3,61.23,,,,,,,
11/02/21 04:33:42,30025.6,61.11,,,,,,,
11/02/21 05:03:42,29971.0,60.98,,,,,,,
11/02/21 05:33:42,30080.4,60.91,,,,,,,
11/02/21 06:03:42,30150.4,60.78,,,,,,,
11/02/21 06:33:42,30175.5,60.96,,,,,,,
11/02/21 07:03:42,30423.8,60.96,,,,,,,
11/02/21 07:33:42,30606.5,61.23,,,,,,,
11/02/21 08:03:42,30565.1,61.11,,,,,,,
11/02/21 08:33:42,30459.7,60.94,,,,,,,
11/02/21 09:03:42,30627.2,61.21,,,,,,,
11/02/21 09:33:42,30268.7,60.80,,,,,,,
11/02/21 10:03:42,30593.5,61.05,,,,,,,
11/02/21 10:33:42,30065.4,60.80,,,,,,,
11/02/21 11:03:42,30286.4,60.60,,,,,,,
11/02/21 11:33:42,30436.6,60.71,,,,,,,
11/02/21 12:03:42,30311.8,61.03,,,,,,,
11/02/21 12:33:42,30428.9,61.66,,,,,,,
11/02/21 13:03:42,30203.1,61.41,,,,,,,
11/02/21 13:33:42,29896.9,61.16,,,,,,,
11/02/21 14:03:42,29901.9,61.11,,,,,,,
11/02/21 14:33:42,30092.8,61.21,,,,,,,
11/02/21 15:03:42,30035.5,61.34,,,,,,,
11/02/21 15:33:42,30140.4,61.74,,,,,,,
11/02/21 16:03:42,30286.4,61.52,,,,,,,
11/02/21 16:33:42,29737.8,61.29,,,,,,,
11/02/21 17:03:42,30117.8,61.23,,,,,,,
11/02/21 17:33:42,30281.4,61.34,,,,,,,
11/02/21 18:03:42,30390.6,61.30,,,,,,,
11/02/21 18:33:42,30400.8,61.07,,,,,,,
11/02/21 19:03:42,30493.0,60.98,,,,,,,
11/02/21 19:33:42,30459.7,60.89,,,,,,,
11/02/21 20:03:42,30591.0,60.76,,,,,,,
11/02/21 20:33:42,30650.6,60.69,,,,,,,
11/02/21 21:03:42,30733.9,60.71,,,,,,,
11/02/21 21:33:42,30796.8,60.64,,,,,,,
11/02/21 22:03:42,30629.8,60.40,,,,,,,
11/02/21 22:33:42,30362.6,60.24,,,,,,,
11/02/21 23:03:42,30388.1,60.26,,,,,,,
11/02/21 23:33:42,30388.1,60.13,,,,,,,
11/03/21 00:03:42,29542.0,59.47,,,,,,,
11/03/21 00:33:42,29833.1,59.54,,,,,,,
11/03/21 01:03:42,29337.2,59.52,,,,,,,
11/03/21 01:33:42,29931.5,60.12,,,,,,,
11/03/21 02:03:42,29325.4,59.38,,,,,,,
11/03/21 02:33:42,29597.3,60.03,,,,,,,
11/03/21 03:03:42,29349.0,59.88,,,,,,,
11/03/21 03:33:42,29737.8,60.26,,,,,,,
11/03/21 04:03:42,29513.3,60.35,,,,,,,
11/03/21 04:33:42,29599.7,60.35,,,,,,,
11/03/21 05:03:42,29669.8,60.33,,,,,,,
11/03/21 05:33:42,29590.1,60.13,,,,,,,
11/03/21 06:03:42,29820.8,60.35,,,,,,,
11/03/21 06:33:42,29956.2,60.28,,,,,,,
11/03/21 07:03:42,29993.3,60.17,,,,,,,
11/03/21 07:33:42,29720.8,59.88,,,,,,,
11/03/21 08:03:42,29793.9,59.70,,,,,,,
11/03/21 08:33:42,28436.5,57.56,,,,,,,
11/03/21 09:03:42,28797.2,58.30,,,,,,,
11/03/21 09:33:42,28634.7,57.76,,,,,,,
11/03/21 10:03:42,28776.8,57.96,,,,,,,
11/03/21 10:33:42,28195.5,56.89,,,,,,,
11/03/21 11:03:42,28171.7,57.00,,,,,,,
11/03/21 11:33:42,28197.7,57.07,,,,,,,
11/03/21 12:03:42,28295.7,57.67,,,,,,,
11/03/21 12:33:42,28074.5,57.83,,,,,,,
11/03/21 13:03:42,28089.6,58.17,,,,,,,
11/03/21 13:33:42,28738.3,59.20,,,,,,,
11/03/21 14:03:42,28922.7,59.49,,,,,,,
11/03/21 14:33:42,29003.2,59.81,,,,,,,
11/03/21 15:03:42,29320.6,60.57,,,,,,,
11/03/21 15:33:42,29351.4,60.17,,,,,,,
11/03/21 16:03:42,28881.5,60.03,,,,,,,
11/03/21 16:33:42,28478.5,59.85,,,,,,,
11/03/21 17:03:42,28042.3,59.05,,,,,,,
11/03/21 17:33:42,28801.8,59.95,,,,,,,
11/03/21 18:03:42,28252.1,59.67,,,,,,,
11/03/21 18:33:42,29482.2,60.60,,,,,,,
11/03/21 19:03:42,29650.4,60.55,,,,,,,
11/03/21 19:33:42,29720.8,60.49,,,,,,,
11/03/21 20:03:42,29896.9,60.60,,,,,,,
11/03/21 20:33:42,29691.6,60.40,,,,,,,
11/03/21 21:03:42,29655.3,60.35,,,,,,,
11/03/21 21:33:42,29518.0,59.92,,,,,,,
11/03/21 22:03:42,28511.8,58.15,,,,,,,
11/03/21 22:33:42,28677.4,58.30,,,,,,,
11/03/21 23:03:42,28256.4,57.40,,,,,,,
11/03/21 23:33:42,27961.0,56.68,,,,,,,
11/04/21 00:03:42,27641.0,56.12,,,,,,,
11/04/21 00:33:42,26956.5,55.36,,,,,,,
11/04/21 01:03:42,26236.0,55.04,,,,,,,
11/04/21 01:33:42,26770.6,55.72,,,,,,,
11/04/21 02:03:42,27316.5,56.57,,,,,,,
11/04/21 02:33:42,27595.3,56.88,,,,,,,
11/04/21 03:03:42,27593.2,56.75,,,,,,,
11/04/21 03:33:42,27737.0,57.69,,,,,,,
11/04/21 04:03:42,27848.5,58.50,,,,,,,
11/04/21 04:33:42,28087.4,58.75,,,,,,,
11/04/21 05:03:42,28178.2,58.68,,,,,,,
11/04/21 05:33:42,27871.8,58.37,,,,,,,
11/04/21 06:03:42,28003.7,58.19,,,,,,,
11/04/21 06:33:42,28598.8,58.59,,,,,,,
11/04/21 07:03:42,28713.4,58.46,,,,,,,
11/04/21 07:33:42,28580.9,58.12,,,,,,,
11/04/21 08:03:42,29019.4,58.73,,,,,,,
11/04/21 08:33:42,28918.2,58.10,,,,,,,
11/04/21 09:03:42,29184.4,58.37,,,,,,,
11/04/21 09:33:42,28845.0,57.88,,,,,,,
11/04/21 10:03:42,29074.9,57.81,,,,,,,
11/04/21 10:33:42,28851.8,58.21,,,,,,,
11/04/21 11:03:42,28197.7,58.05,,,,,,,
11/04/21 11:33:42,28745.1,58.06,,,,,,,
11/04/21 12:03:42,29217.1,58.50,,,,,,,
11/04/21 12:33:42,28858.7,59.38,,,,,,,
11/04/21 13:03:42,29375.0,59.58,,,,,,,
11/04/21 13:33:42,29084.2,59.07,,,,,,,
11/04/21 14:03:42,28675.1,58.91,,,,,,,
11/04/21 14:33:42,29151.7,59.49,,,,,,,
11/04/21 15:03:42,29172.7,59.54,,,,,,,
11/04/21 15:33:42,28256.4,59.20,,,,,,,
11/04/21 16:03:42,26718.2,58.15,,,,,,,
11/04/21 16:33:42,28239.0,59.52,,,,,,,
11/04/21 17:03:42,28050.9,58.91,,,,,,,
11/04/21 17:33:42,28016.6,58.66,,,,,,,
11/04/21 18:03:42,27978.1,58.93,,,,,,,
11/04/21 18:33:42,28269.5,58.91,,,,,,,
11/04/21 19:03:42,28449.7,59.02,,,,,,,
11/04/21 19:33:42,28767.7,58.77,,,,,,,
11/04/21 20:03:42,28731.5,58.84,,,,,,,
11/04/21 20:33:42,28877.0,58.77,,,,,,,
11/04/21 21:03:42,28982.5,58.66,,,,,,,
11/04/21 21:33:42,29119.1,58.60,,,,,,,
11/04/21 22:03:42,29240.6,58.39,,,,,,,
11/04/21 22:33:42,29363.2,58.35,,,,,,,
11/04/21 23:03:42,29287.6,58.30,,,,,,,
11/04/21 23:33:42,28964.1,58.57,,,,,,,
11/05/21 00:03:42,28254.2,57.94,,,,,,,
11/05/21 00:33:42,28943.4,58.37,,,,,,,
11/05/21 01:03:42,29061.0,58.44,,,,,,,
11/05/21 01:33:42,28596.6,58.15,,,,,,,
11/05/21 02:03:42,27290.1,57.29,,,,,,,
11/05/21 02:33:42,26739.5,56.93,,,,,,,
11/05/21 03:03:42,27899.4,57.96,,,,,,,
11/05/21 03:33:42,27367.3,57.38,,,,,,,
11/05/21 04:03:42,26925.0,57.07,,,,,,,
11/05/21 04:33:42,27572.5,57.69,,,,,,,
11/05/21 05:03:42,27707.7,57.67,,,,,,,
11/05/21 05:33:42,27471.5,57.45,,,,,,,
11/05/21 06:03:42,27878.2,57.81,,,,,,,
11/05/21 06:33:42,27854.9,57.81,,,,,,,
11/05/21 07:03:42,28330.8,57.97,,,,,,,
11/05/21 07:33:42,28458.6,57.90,,,,,,,
11/05/21 08:03:42,27910.0,57.69,,,,,,,
11/05/21 08:33:42,27488.0,57.34,,,,,,,
11/05/21 09:03:42,27878.2,57.29,,,,,,,
11/05/21 09:33:42,27699.3,56.80,,,,,,,
11/05/21 10:03:42,27203.4,56.01,,,,,,,
11/05/21 10:33:42,26656.4,55.22,,,,,,,
11/05/21 11:03:42,26856.4,55.38,,,,,,,
11/05/21 11:33:42,26693.1,55.09,,,,,,,
11/05/21 12:03:42,26710.5,55.27,,,,,,,
11/05/21 12:33:42,26751.2,55.33,,,,,,,
11/05/21 13:03:42,26537.6,55.27,,,,,,,
11/05/21 13:33:42,26530.0,55.35,,,,,,,
11/05/21 14:03:42,26566.3,55.47,,,,,,,
11/05/21 14:33:42,26384.0,55.49,,,,,,,
11/05/21 15:03:42,25490.9,54.99,,,,,,,
11/05/21 15:33:42,24915.8,54.84,,,,,,,
11/05/21 16:03:42,25129.0,55.13,,,,,,,
11/05/21 16:33:42,26124.7,55.69,,,,,,,
11/05/21 17:03:42,26446.4,55.96,,,,,,,
11/05/21 17:33:42,26671.9,56.19,,,,,,,
11/05/21 18:03:42,27121.2,56.35,,,,,,,
11/05/21 18:33:42,27479.8,56.46,,,,,,,
11/05/21 19:03:42,27699.3,56.53,,,,,,,
11/05/21 19:33:42,27844.3,57.07,,,,,,,
11/05/21 20:03:42,27999.5,56.88,,,,,,,
11/05/21 20:33:42,28265.1,56.93,,,,,,,
11/05/21 21:03:42,28176.0,56.89,,,,,,,
11/05/21 21:33:42,28467.4,57.31,,,,,,,
11/05/21 22:03:42,28865.5,57.72,,,,,,,
11/05/21 22:33:42,28877.0,57.51,,,,,,,
11/05/21 23:03:42,29054.1,57.27,,,,,,,
11/05/21 23:33:42,28991.7,57.38,,,,,,,
11/06/21 00:03:42,29170.3,57.51,,,,,,,
11/06/21 00:33:42,29163.3,57.52,,,,,,,
11/06/21 01:03:42,28936.5,57.51,,,,,,,
11/06/21 01:33:42,29448.7,57.58,,,,,,,
11/06/21 02:03:42,29168.0,57.45,,,,,,,
11/06/21 02:33:42,28607.8,56.82,,,,,,,
11/06/21 03:03:42,28792.7,57.42,,,,,,,
11/06/21 03:33:42,28747.3,57.27,,,,,,,
11/06/21 04:03:42,28545.2,56.93,,,,,,,
11/06/21 04:33:42,28202.0,56.53,,,,,,,
11/06/21 05:03:42,28429.8,56.82,,,,,,,
11/06/21 05:33:42,28212.9,56.68,,,,,,,
11/06/21 06:03:42,27869.7,56.77,,,,,,,
11/06/21 06:33:42,28423.2,57.11,,,,,,,
11/06/21 07:03:42,28480.7,57.11,,,,,,,
11/06/21 07:33:42,28474.1,57.04,,,,,,,
11/06/21 08:03:42,28675.1,57.18,,,,,,,
11/06/21 08:33:42,28959.5,57.52,,,,,,,
11/06/21 09:03:42,28971.0,57.49,,,,,,,
11/06/21 09:33:42,29273.5,57.49,,,,,,,
11/06/21 10:03:42,29403.5,57.42,,,,,,,
11/06/21 10:33:42,29652.9,57.54,,,,,,,
11/06/21 11:03:42,29448.7,57.40,,,,,,,
11/06/21 11:33:42,29379.8,57.42,,,,,,,
11/06/21 12:03:42,29889.6,57.58,,,,,,,
11/06/21 12:33:42,29539.6,57.63,,,,,,,
11/06/21 13:03:42,29599.7,57.54,,,,,,,
11/06/21 13:33:42,29833.1,57.79,,,,,,,
11/06/21 14:03:42,29631.1,57.81,,,,,,,
11/06/21 14:33:42,30005.7,58.21,,,,,,,
11/06/21 15:03:42,29285.3,57.63,,,,,,,
11/06/21 15:33:42,29498.9,57.72,,,,,,,
11/06/21 16:03:42,29638.4,57.76,,,,,,,
11/06/21 16:33:42,29764.6,57.85,,,,,,,
11/06/21 17:03:42,29840.4,57.92,,,,,,,
11/06/21 17:33:42,29599.7,57.76,,,,,,,
11/06/21 18:03:42,29432.1,57.58,,,,,,,
11/06/21 18:33:42,29086.5,57.43,,,,,,,
11/06/21 19:03:42,29196.0,57.38,,,,,,,
11/06/21 19:33:42,28833.6,57.38,,,,,,,
11/06/21 20:03:42,29047.1,57.43,,,,,,,
11/06/21 20:33:42,29028.6,57.56,,,,,,,
11/06/21 21:03:42,29304.1,57.63,,,,,,,
11/06/21 21:33:42,29518.0,57.65,,,,,,,
11/06/21 22:03:42,29633.5,57.65,,,,,,,
11/06/21 22:33:42,29691.6,57.65,,,,,,,
11/06/21 23:03:42,29711.1,57.65,,,,,,,
11/06/21 23:33:42,29818.4,57.67,,,,,,,
11/07/21 00:03:42,29879.7,57.65,,,,,,,
11/07/21 00:33:42,30100.3,57.67,,,,,,,
11/07/21 01:03:42,29573.3,56.98,,,,,,,
11/07/21 01:33:42,29715.9,57.27,,,,,,,
11/07/21 02:03:42,29599.7,57.18,,,,,,,
11/07/21 02:33:42,29694.1,57.22,,,,,,,
11/07/21 03:03:42,29463.1,56.89,,,,,,,
11/07/21 03:33:42,29439.2,56.44,,,,,,,
11/07/21 04:03:42,28815.4,55.38,,,,,,,
11/07/21 04:33:42,28191.2,54.39,,,,,,,
11/07/21 05:03:42,28178.2,54.64,,,,,,,
11/07/21 05:33:42,28247.7,54.59,,,,,,,
11/07/21 06:03:42,28003.7,54.39,,,,,,,
11/07/21 06:33:42,28328.6,55.45,,,,,,,
11/07/21 07:03:42,28863.3,56.62,,,,,,,
11/07/21 07:33:42,28518.5,55.81,,,,,,,
11/07/21 08:03:42,28574.2,55.67,,,,,,,
11/07/21 08:33:42,28538.5,56.03,,,,,,,
11/07/21 09:03:42,29095.8,57.09,,,,,,,
11/07/21 09:33:42,29315.9,56.84,,,,,,,
11/07/21 10:03:42,29503.7,57.09,,,,,,,
11/07/21 10:33:42,29522.8,57.04,,,,,,,
11/07/21 11:03:42,29801.2,57.49,,,,,,,
11/07/21 11:33:42,29869.9,57.40,,,,,,,
11/07/21 12:03:42,29889.6,57.45,,,,,,,
11/07/21 12:33:42,30162.9,57.52,,,,,,,
11/07/21 13:03:42,30393.2,57.78,,,,,,,
11/07/21 13:33:42,29747.5,57.45,,,,,,,
11/07/21 14:03:42,29669.8,57.43,,,,,,,
11/07/21 14:33:42,29607.0,57.49,,,,,,,
11/07/21 15:03:42,28957.2,57.09,,,,,,,
11/07/21 15:33:42,28695.4,56.86,,,,,,,
11/07/21 16:03:42,28663.9,56.88,,,,,,,
11/07/21 16:33:42,28469.7,56.44,,,,,,,
11/07/21 17:03:42,28113.3,56.16,,,,,,,
11/07/21 17:33:42,28070.2,56.17,,,,,,,
11/07/21 18:03:42,28421.0,56.48,,,,,,,
11/07/21 18:33:42,28657.1,56.73,,,,,,,
11/07/21 19:03:42,28432.0,56.57,,,,,,,
11/07/21 19:33:42,28616.7,57.11,,,,,,,
11/07/21 20:03:42,28890.7,57.25,,,,,,,
11/07/21 20:33:42,28982.5,57.24,,,,,,,
11/07/21 21:03:42,29214.8,57.24,,,,,,,
11/07/21 21:33:42,29207.8,57.16,,,,,,,
11/07/21 22:03:42,29367.9,57.29,,,,,,,
11/07/21 22:33:42,29544.4,57.24,,,,,,,
11/07/21 23:03:42,29626.3,57.18,,,,,,,
11/07/21 23:33:42,29611.8,57.18,,,,,,,
11/08/21 00:03:42,29645.6,57.29,,,,,,,
11/08/21 00:33:42,29701.3,57.24,,,,,,,
11/08/21 01:03:42,29747.5,57.16,,,,,,,
11/08/21 01:33:42,29764.6,57.13,,,,,,,
11/08/21 02:03:42,29825.7,57.04,,,,,,,
11/08/21 02:33:42,29684.4,57.18,,,,,,,
11/08/21 03:03:42,29375.0,56.84,,,,,,,
11/08/21 03:33:42,28106.8,55.11,,,,,,,
11/08/21 04:03:42,28178.2,55.40,,,,,,,
11/08/21 04:33:42,28697.6,56.16,,,,,,,
11/08/21 05:03:42,28888.4,56.41,,,,,,,
11/08/21 05:33:42,28572.0,55.96,,,,,,,
11/08/21 06:03:42,27338.8,54.50,,,,,,,
11/08/21 06:33:42,26813.4,53.91,,,,,,,
11/08/21 07:03:42,27229.6,54.54,,,,,,,
11/08/21 07:33:42,27071.4,54.30,,,,,,,
11/08/21 08:03:42,27451.0,55.08,,,,,,,
