,StationCode,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_Pct,F_DO_Pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,Level,F_Level,cLevel,F_cLevel,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor,Unnamed: 30,Datetime_Adjusted_UTC+1
6856,wqbmpwq   ,P,07/22/2022 21:15,0,1,,28.0,<0> ,43.9,<1> (CCU),28.2,<1> (CCU),29.1,<1> (CDA),2.0,<1> (CDA),2.46,<1> [SIC],,,,<-1> ,,,7.5,<1> (CCU),107.0,<1> (CCU),7.3,<0> ,,2022-07-23 03:15:00
6857,wqbmpwq   ,P,07/22/2022 21:30,0,1,,28.0,<0> ,44.12,<1> (CCU),28.4,<1> (CCU),29.3,<1> (CDA),2.0,<1> (CDA),2.44,<1> [SIC],,,,<-1> ,,,7.5,<1> (CCU),117.0,<1> (CCU),7.8,<0> ,,2022-07-23 03:30:00
6858,wqbmpwq   ,P,07/22/2022 21:45,0,1,,28.0,<0> ,44.08,<1> (CCU),28.4,<1> (CCU),33.5,<1> (CDA),2.2,<1> (CDA),2.43,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),126.0,<1> (CCU),9.2,<0> ,,2022-07-23 03:45:00
6859,wqbmpwq   ,P,07/22/2022 22:00,0,1,,27.9,<0> ,43.93,<1> (CCU),28.3,<1> (CCU),27.0,<1> (CDA),1.8,<1> (CDA),2.41,<1> [SIC],,,,<-1> ,,,7.5,<1> (CCU),129.0,<1> (CCU),7.7,<0> ,,2022-07-23 04:00:00
6860,wqbmpwq   ,P,07/22/2022 22:15,0,1,,27.9,<0> ,44.39,<1> (CCU),28.6,<1> (CCU),17.9,<1> (CDA),1.2,<1> (CDA),2.39,<1> [SIC],,,,<-1> ,,,7.4,<1> (CCU),119.0,<1> (CCU),7.2,<0> ,,2022-07-23 04:15:00
6861,wqbmpwq   ,P,07/22/2022 22:30,0,1,,27.9,<0> ,44.6,<1> (CCU),28.7,<1> (CCU),12.1,<1> (CDA),0.8,<1> (CDA),2.37,<1> [SIC],,,,<-1> ,,,7.4,<1> (CCU),120.0,<1> (CCU),8.2,<0> ,,2022-07-23 04:30:00
6862,wqbmpwq   ,P,07/22/2022 22:45,0,1,,27.9,<0> ,44.59,<1> (CCU),28.7,<1> (CCU),8.3,<1> (CDA),0.6,<1> (CDA),2.34,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),125.0,<1> (CCU),7.4,<0> ,,2022-07-23 04:45:00
6863,wqbmpwq   ,P,07/22/2022 23:00,0,1,,27.8,<0> ,44.82,<1> (CCU),28.9,<1> (CCU),5.8,<1> (CDA),0.4,<1> (CDA),2.32,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),125.0,<1> (CCU),6.3,<0> ,,2022-07-23 05:00:00
6864,wqbmpwq   ,P,07/22/2022 23:15,0,1,,27.8,<0> ,45.02,<1> (CCU),29.0,<1> (CCU),5.7,<1> (CDA),0.4,<1> (CDA),2.29,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),134.0,<1> (CCU),7.8,<0> ,,2022-07-23 05:15:00
6865,wqbmpwq   ,P,07/22/2022 23:30,0,1,,27.8,<0> ,45.34,<1> (CCU),29.3,<1> (CCU),3.3,<1> (CDA),0.2,<1> (CDA),2.26,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),135.0,<1> (CCU),7.1,<0> ,,2022-07-23 05:30:00
6866,wqbmpwq   ,P,07/22/2022 23:45,0,1,,27.8,<0> ,45.18,<1> (CCU),29.2,<1> (CCU),8.2,<1> (CDA),0.6,<1> (CDA),2.23,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),136.0,<1> (CCU),7.1,<0> ,,2022-07-23 05:45:00
6867,wqbmpwq   ,P,07/23/2022 0:00,0,1,,27.8,<0> ,45.47,<1> (CCU),29.4,<1> (CCU),10.0,<1> (CDA),0.7,<1> (CDA),2.2,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),128.0,<1> (CCU),6.6,<0> ,,2022-07-23 06:00:00
6868,wqbmpwq   ,P,07/23/2022 0:15,0,1,,27.8,<0> ,45.29,<1> (CCU),29.2,<1> (CCU),13.3,<1> (CDA),0.9,<1> (CDA),2.17,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),132.0,<1> (CCU),6.2,<0> ,,2022-07-23 06:15:00
6869,wqbmpwq   ,P,07/23/2022 0:30,0,1,,27.8,<0> ,45.2,<1> (CCU),29.2,<1> (CCU),15.7,<1> (CDA),1.1,<1> (CDA),2.14,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),128.0,<1> (CCU),5.7,<0> ,,2022-07-23 06:30:00
6870,wqbmpwq   ,P,07/23/2022 0:45,0,1,,27.7,<0> ,45.35,<1> (CCU),29.3,<1> (CCU),10.1,<1> (CDA),0.7,<1> (CDA),2.1,<1> [SIC],,,,<-1> ,,,7.2,<1> (CCU),132.0,<1> (CCU),6.0,<0> ,,2022-07-23 06:45:00
6871,wqbmpwq   ,P,07/23/2022 1:00,0,1,,27.7,<0> ,45.27,<1> (CCU),29.2,<1> (CCU),10.2,<1> (CDA),0.7,<1> (CDA),2.07,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),135.0,<1> (CCU),6.4,<0> ,,2022-07-23 07:00:00
6872,wqbmpwq   ,P,07/23/2022 1:15,0,1,,27.7,<0> ,45.54,<1> (CCU),29.4,<1> (CCU),5.7,<1> (CDA),0.4,<1> (CDA),2.04,<1> [SIC],,,,<-1> ,,,7.3,<1> (CCU),119.0,<1> (CCU),5.1,<0> ,,2022-07-23 07:15:00
6873,wqbmpwq   ,P,07/23/2022 1:30,0,1,,27.7,<0> ,45.93,<1> (CCU),29.7,<1> (CCU),6.5,<1> (CDA),0.4,<1> (CDA),2.0,<1> [SIC],,,,<-1> ,,,7.2,<1> (CCU),119.0,<1> (CCU),5.8,<0> ,,2022-07-23 07:30:00
6874,wqbmpwq   ,P,07/23/2022 1:45,0,1,,27.6,<0> ,45.71,<1> (CCU),29.6,<1> (CCU),3.5,<1> (CDA),0.2,<1> (CDA),1.97,<1> [SIC],,,,<-1> ,,,7.2,<1> (CCU),126.0,<1> (CCU),6.0,<0> ,,2022-07-23 07:45:00
6875,wqbmpwq   ,P,07/23/2022 2:00,0,1,,27.6,<0> ,45.71,<1> (CCU),29.5,<1> (CCU),1.6,<1> (CDA),0.1,<1> (CDA),1.93,<1> [SIC],,,,<-1> ,,,7.2,<1> (CCU),115.0,<1> (CCU),6.3,<0> ,,2022-07-23 08:00:00
6876,wqbmpwq   ,P,07/23/2022 2:15,0,1,,27.6,<0> ,45.59,<1> (CCU),29.5,<1> (CCU),0.7,<1> (CDA),0.1,<1> (CDA),1.91,<1> [SIC],,,,<-1> ,,,7.2,<1> (CCU),112.0,<1> (CCU),18.6,<0> ,,2022-07-23 08:15:00
6877,wqbmpwq   ,P,07/23/2022 2:30,0,1,,27.5,<0> ,45.7,<1> (CCU),29.5,<1> (CCU),-0.4,<1> [SNV] (CDA),0.0,<1> (CDA),1.89,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),109.0,<1> (CCU),6.6,<0> ,,2022-07-23 08:30:00
6878,wqbmpwq   ,P,07/23/2022 2:45,0,1,,27.5,<0> ,45.65,<1> (CCU),29.5,<1> (CCU),-0.7,<1> [SNV] (CDA),-0.1,<1> [SNV] (CDA),1.87,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),113.0,<1> (CCU),5.7,<0> ,,2022-07-23 08:45:00
6879,wqbmpwq   ,P,07/23/2022 3:00,0,1,,27.5,<0> ,45.72,<1> (CCU),29.6,<1> (CCU),-0.1,<1> [SNV] (CDA),0.0,<1> (CDA),1.86,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),114.0,<1> (CCU),5.5,<0> ,,2022-07-23 09:00:00
6880,wqbmpwq   ,P,07/23/2022 3:15,0,1,,27.5,<0> ,45.33,<1> (CCU),29.3,<1> (CCU),-0.5,<1> [SNV] (CDA),0.0,<1> (CDA),1.86,<1> [SIC],,,,<-1> ,,,7.0,<1> (CCU),118.0,<1> (CCU),6.1,<0> ,,2022-07-23 09:15:00
6881,wqbmpwq   ,P,07/23/2022 3:30,0,1,,27.5,<0> ,45.94,<1> (CCU),29.7,<1> (CCU),-0.2,<1> [SNV] (CDA),0.0,<1> (CDA),1.87,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),124.0,<1> (CCU),6.1,<0> ,,2022-07-23 09:30:00
6882,wqbmpwq   ,P,07/23/2022 3:45,0,1,,27.5,<0> ,45.92,<1> (CCU),29.7,<1> (CCU),0.7,<1> (CDA),0.1,<1> (CDA),1.9,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),108.0,<1> (CCU),6.1,<0> ,,2022-07-23 09:45:00
6883,wqbmpwq   ,P,07/23/2022 4:00,0,1,,27.5,<0> ,45.85,<1> (CCU),29.7,<1> (CCU),0.7,<1> (CDA),0.1,<1> (CDA),1.92,<1> [SIC],,,,<-1> ,,,7.0,<1> (CCU),110.0,<1> (CCU),6.0,<0> ,,2022-07-23 10:00:00
6884,wqbmpwq   ,P,07/23/2022 4:15,0,1,,27.5,<0> ,46.11,<1> (CCU),29.8,<1> (CCU),-0.3,<1> [SNV] (CDA),0.0,<1> (CDA),1.94,<1> [SIC],,,,<-1> ,,,7.0,<1> (CCU),116.0,<1> (CCU),5.4,<0> ,,2022-07-23 10:15:00
6885,wqbmpwq   ,P,07/23/2022 4:30,0,1,,27.5,<0> ,45.74,<1> (CCU),29.6,<1> (CCU),0.5,<1> (CDA),0.0,<1> (CDA),1.96,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),117.0,<1> (CCU),5.5,<0> ,,2022-07-23 10:30:00
6886,wqbmpwq   ,P,07/23/2022 4:45,0,1,,27.5,<0> ,45.7,<1> (CCU),29.5,<1> (CCU),-0.4,<1> [SNV] (CDA),0.0,<1> (CDA),1.98,<1> [SIC],,,,<-1> ,,,7.0,<1> (CCU),105.0,<1> (CCU),4.9,<0> ,,2022-07-23 10:45:00
6887,wqbmpwq   ,P,07/23/2022 5:00,0,1,,27.5,<0> ,45.7,<1> (CCU),29.5,<1> (CCU),0.6,<1> (CDA),0.0,<1> (CDA),2.0,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),108.0,<1> (CCU),6.5,<0> ,,2022-07-23 11:00:00
6888,wqbmpwq   ,P,07/23/2022 5:15,0,1,,27.4,<0> ,45.63,<1> (CCU),29.5,<1> (CCU),-0.2,<1> [SNV] (CDA),0.0,<1> (CDA),2.02,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),133.0,<1> (CCU),5.4,<0> ,,2022-07-23 11:15:00
6889,wqbmpwq   ,P,07/23/2022 5:30,0,1,,27.4,<0> ,45.76,<1> (CCU),29.6,<1> (CCU),0.1,<1> (CDA),0.0,<1> (CDA),2.04,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),136.0,<1> (CCU),8.1,<0> ,,2022-07-23 11:30:00
6890,wqbmpwq   ,P,07/23/2022 5:45,0,1,,27.4,<0> ,44.98,<1> (CCU),29.0,<1> (CCU),-0.7,<1> [SNV] (CDA),-0.1,<1> [SNV] (CDA),2.05,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),121.0,<1> (CCU),7.1,<0> ,,2022-07-23 11:45:00
6891,wqbmpwq   ,P,07/23/2022 6:00,0,1,,27.3,<0> ,45.12,<1> (CCU),29.1,<1> (CCU),-0.7,<1> [SNV] (CDA),-0.1,<1> [SNV] (CDA),2.06,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),117.0,<1> (CCU),7.3,<0> ,,2022-07-23 12:00:00
6892,wqbmpwq   ,P,07/23/2022 6:15,0,1,,27.3,<0> ,45.29,<1> (CCU),29.3,<1> (CCU),0.0,<1> (CDA),0.0,<1> (CDA),2.07,<1> [SIC],,,,<-1> ,,,7.1,<1> (CCU),123.0,<1> (CCU),7.2,<0> ,,2022-07-23 12:15:00
6893,wqbmpwq   ,P,07/23/2022 6:30,0,1,,27.3,<0> ,45.23,<1> (CCU),29.2,<1> (CCU),3.1,<1> (CDA),0.2,<1> (CDA),2.07,<1> [SIC],,,,<-1> ,,,7.2,<1> (CCU),122.0,<1> (CCU),7.4,<0> ,,2022-07-23 12:30:00
6894,wqbmpwq   ,P,07/23/2022 6:45,0,1,,27.4,<0> ,45.15,<1> (CCU),29.2,<1> (CCU),22.7,<1> (CDA),1.5,<1> (CDA),2.06,<1> [SIC],,,,<-1> ,,,7.4,<1> (CCU),114.0,<1> (CCU),7.6,<0> ,,2022-07-23 12:45:00
6895,wqbmpwq   ,P,07/23/2022 7:00,0,1,,27.4,<0> ,43.0,<1> (CCU),27.6,<1> (CCU),23.8,<1> (CDA),1.6,<1> (CDA),2.07,<1> [SIC],,,,<-1> ,,,7.5,<1> (CCU),10.0,<1> (CCU),6.3,<0> ,,2022-07-23 13:00:00
6896,wqbmpwq   ,P,07/23/2022 7:15,0,1,,27.4,<0> ,43.39,<1> (CCU),27.9,<1> (CCU),25.0,<1> (CDA),1.7,<1> (CDA),2.07,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),127.0,<1> (CCU),5.5,<0> ,,2022-07-23 13:15:00
6897,wqbmpwq   ,P,07/23/2022 7:30,0,1,,27.4,<0> ,43.72,<1> (CCU),28.1,<1> (CCU),25.2,<1> (CDA),1.7,<1> (CDA),2.08,<1> [SIC],,,,<-1> ,,,7.5,<1> (CCU),103.0,<1> (CCU),6.3,<0> ,,2022-07-23 13:30:00
6898,wqbmpwq   ,P,07/23/2022 7:45,0,1,,27.4,<0> ,44.1,<1> (CCU),28.4,<1> (CCU),31.4,<1> (CDA),2.1,<1> (CDA),2.09,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),113.0,<1> (CCU),6.2,<0> ,,2022-07-23 13:45:00
6899,wqbmpwq   ,P,07/23/2022 8:00,0,1,,27.4,<0> ,43.77,<1> (CCU),28.2,<1> (CCU),31.1,<1> (CDA),2.1,<1> (CDA),2.1,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),121.0,<1> (CCU),6.7,<0> ,,2022-07-23 14:00:00
6900,wqbmpwq   ,P,07/23/2022 8:15,0,1,,27.5,<0> ,42.97,<1> (CCU),27.6,<1> (CCU),27.4,<1> (CDA),1.9,<1> (CDA),2.12,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),125.0,<1> (CCU),5.5,<0> ,,2022-07-23 14:15:00
6901,wqbmpwq   ,P,07/23/2022 8:30,0,1,,27.5,<0> ,43.03,<1> (CCU),27.6,<1> (CCU),28.9,<1> (CDA),2.0,<1> (CDA),2.14,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),103.0,<1> (CCU),7.3,<0> ,,2022-07-23 14:30:00
6902,wqbmpwq   ,P,07/23/2022 8:45,0,1,,27.5,<0> ,42.98,<1> (CCU),27.6,<1> (CCU),30.8,<1> (CDA),2.1,<1> (CDA),2.16,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),92.0,<1> (CCU),5.8,<0> ,,2022-07-23 14:45:00
6903,wqbmpwq   ,P,07/23/2022 9:00,0,1,,27.5,<0> ,43.13,<1> (CCU),27.7,<1> (CCU),32.4,<1> (CDA),2.2,<1> (CDA),2.18,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),102.0,<1> (CCU),6.2,<0> ,,2022-07-23 15:00:00
6904,wqbmpwq   ,P,07/23/2022 9:15,0,1,,27.5,<0> ,43.43,<1> (CCU),27.9,<1> (CCU),31.7,<1> (CDA),2.1,<1> (CDA),2.19,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),112.0,<1> (CCU),7.5,<0> ,,2022-07-23 15:15:00
6905,wqbmpwq   ,P,07/23/2022 9:30,0,1,,27.5,<0> ,43.4,<1> (CCU),27.9,<1> (CCU),30.7,<1> (CDA),2.1,<1> (CDA),2.2,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),106.0,<1> (CCU),20.4,<0> ,,2022-07-23 15:30:00
6906,wqbmpwq   ,P,07/23/2022 9:45,0,1,,27.5,<0> ,43.24,<1> (CCU),27.8,<1> (CCU),35.4,<1> (CDA),2.4,<1> (CDA),2.22,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),106.0,<1> (CCU),6.1,<0> ,,2022-07-23 15:45:00
6907,wqbmpwq   ,P,07/23/2022 10:00,0,1,,27.5,<0> ,43.59,<1> (CCU),28.0,<1> (CCU),36.7,<1> (CDA),2.5,<1> (CDA),2.22,<1> [SIC],,,,<-1> ,,,7.6,<1> (CCU),94.0,<1> (CCU),6.2,<0> ,,2022-07-23 16:00:00
6908,wqbmpwq   ,P,07/23/2022 10:15,0,1,,27.6,<0> ,42.99,<1> (CCU),27.6,<1> (CCU),42.1,<1> (CDA),2.8,<1> (CDA),2.22,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),73.0,<1> (CCU),5.6,<0> ,,2022-07-23 16:15:00
6909,wqbmpwq   ,P,07/23/2022 10:30,0,1,,27.6,<0> ,43.78,<1> (CCU),28.2,<1> (CCU),60.9,<1> (CCU),4.1,<1> (CCU),2.21,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),122.0,<1> (CCU),5.5,<0> ,,2022-07-23 16:30:00
6910,wqbmpwq   ,P,07/23/2022 10:45,0,1,,27.7,<0> ,43.7,<1> (CCU),28.1,<1> (CCU),54.1,<1> (CCU),3.6,<1> (CCU),2.19,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),75.0,<1> (CCU),5.2,<0> ,,2022-07-23 16:45:00
6911,wqbmpwq   ,P,07/23/2022 11:00,0,1,,27.7,<0> ,44.11,<1> (CCU),28.4,<1> (CCU),58.7,<1> (CCU),4.0,<1> (CCU),2.18,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),106.0,<1> (CCU),6.2,<0> ,,2022-07-23 17:00:00
6912,wqbmpwq   ,P,07/23/2022 11:15,0,1,,27.7,<0> ,44.23,<1> (CCU),28.5,<1> (CCU),66.2,<1> (CCU),4.4,<1> (CCU),2.17,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),34.0,<1> (CCU),6.2,<0> ,,2022-07-23 17:15:00
6913,wqbmpwq   ,P,07/23/2022 11:30,0,1,,27.8,<0> ,44.79,<1> (CCU),28.9,<1> (CCU),64.2,<1> (CCU),4.3,<1> (CCU),2.16,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),92.0,<1> (CCU),5.7,<0> ,,2022-07-23 17:30:00
6914,wqbmpwq   ,P,07/23/2022 11:45,0,1,,27.8,<0> ,44.27,<1> (CCU),28.5,<1> (CCU),64.6,<1> (CCU),4.3,<1> (CCU),2.14,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),103.0,<1> (CCU),7.0,<0> ,,2022-07-23 17:45:00
6915,wqbmpwq   ,P,07/23/2022 12:00,0,1,,27.9,<0> ,44.45,<1> (CCU),28.6,<1> (CCU),77.2,<1> (CCU),5.2,<1> (CCU),2.13,<1> [SIC],,,,<-1> ,,,7.9,<1> (CCU),97.0,<1> (CCU),6.3,<0> ,,2022-07-23 18:00:00
6916,wqbmpwq   ,P,07/23/2022 12:15,0,1,,28.0,<0> ,44.58,<1> (CCU),28.7,<1> (CCU),72.6,<1> (CCU),4.8,<1> (CCU),2.12,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),90.0,<1> (CCU),8.3,<0> ,,2022-07-23 18:15:00
6917,wqbmpwq   ,P,07/23/2022 12:30,0,1,,28.1,<0> ,43.38,<1> (CCU),27.9,<1> (CCU),69.2,<1> (CCU),4.6,<1> (CCU),2.11,<1> [SIC],,,,<-1> ,,,7.9,<1> (CCU),104.0,<1> (CCU),6.9,<0> ,,2022-07-23 18:30:00
6918,wqbmpwq   ,P,07/23/2022 12:45,0,1,,28.1,<0> ,43.47,<1> (CCU),27.9,<1> (CCU),62.9,<1> (CCU),4.2,<1> (CCU),2.09,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),104.0,<1> (CCU),4.8,<0> ,,2022-07-23 18:45:00
6919,wqbmpwq   ,P,07/23/2022 13:00,0,1,,28.2,<0> ,42.33,<1> (CCU),27.1,<1> (CCU),67.1,<1> (CCU),4.5,<1> (CCU),2.08,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),70.0,<1> (CCU),8.2,<0> ,,2022-07-23 19:00:00
6920,wqbmpwq   ,P,07/23/2022 13:15,0,1,,28.2,<0> ,43.61,<1> (CCU),28.0,<1> (CCU),63.2,<1> (CCU),4.2,<1> (CCU),2.06,<1> [SIC],,,,<-1> ,,,7.9,<1> (CCU),104.0,<1> (CCU),9.0,<0> ,,2022-07-23 19:15:00
6921,wqbmpwq   ,P,07/23/2022 13:30,0,1,,28.3,<0> ,42.61,<1> (CCU),27.3,<1> (CCU),56.2,<1> (CCU),3.8,<1> (CCU),2.04,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),95.0,<1> (CCU),9.1,<0> ,,2022-07-23 19:30:00
6922,wqbmpwq   ,P,07/23/2022 13:45,0,1,,28.4,<0> ,42.72,<1> (CCU),27.4,<1> (CCU),54.9,<1> (CCU),3.7,<1> (CCU),2.03,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),295.0,<1> (CCU),146.1,<0> ,,2022-07-23 19:45:00
6923,wqbmpwq   ,P,07/23/2022 14:00,0,1,,28.4,<0> ,41.81,<1> (CCU),26.7,<1> (CCU),48.7,<1> (CCU),3.3,<1> (CCU),2.01,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),124.0,<1> (CCU),11.0,<0> ,,2022-07-23 20:00:00
6924,wqbmpwq   ,P,07/23/2022 14:15,0,1,,28.5,<0> ,42.39,<1> (CCU),27.1,<1> (CCU),46.0,<1> (CCU),3.1,<1> (CCU),2.0,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),105.0,<1> (CCU),7.1,<0> ,,2022-07-23 20:15:00
6925,wqbmpwq   ,P,07/23/2022 14:30,0,1,,28.6,<0> ,43.66,<1> (CCU),28.1,<1> (CCU),68.6,<1> (CCU),4.6,<1> (CCU),1.99,<1> [SIC],,,,<-1> ,,,7.9,<1> (CCU),91.0,<1> (CCU),8.6,<0> ,,2022-07-23 20:30:00
6926,wqbmpwq   ,P,07/23/2022 14:45,0,1,,28.6,<0> ,43.23,<1> (CCU),27.7,<1> (CCU),60.8,<1> (CCU),4.0,<1> (CCU),1.97,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),98.0,<1> (CCU),9.5,<0> ,,2022-07-23 20:45:00
6927,wqbmpwq   ,P,07/23/2022 15:00,0,1,,28.6,<0> ,42.45,<1> (CCU),27.2,<1> (CCU),43.5,<1> (CDA),2.9,<1> (CDA),1.97,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),129.0,<1> (CCU),13.6,<0> ,,2022-07-23 21:00:00
6928,wqbmpwq   ,P,07/23/2022 15:15,0,1,,28.7,<0> ,42.67,<1> (CCU),27.3,<1> (CCU),38.8,<1> (CDA),2.6,<1> (CDA),1.97,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),117.0,<1> (CCU),7.4,<0> ,,2022-07-23 21:15:00
6929,wqbmpwq   ,P,07/23/2022 15:30,0,1,,28.7,<0> ,43.29,<1> (CCU),27.8,<1> (CCU),48.7,<1> (CCU),3.2,<1> (CCU),1.98,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),90.0,<1> (CCU),29.0,<0> ,,2022-07-23 21:30:00
6930,wqbmpwq   ,P,07/23/2022 15:45,0,1,,28.8,<0> ,42.76,<1> (CCU),27.4,<1> (CCU),50.5,<1> (CCU),3.3,<1> (CCU),2.0,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),55.0,<1> (CCU),12.7,<0> ,,2022-07-23 21:45:00
6931,wqbmpwq   ,P,07/23/2022 16:00,0,1,,28.8,<0> ,42.85,<1> (CCU),27.5,<1> (CCU),55.0,<1> (CCU),3.7,<1> (CCU),2.02,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),99.0,<1> (CCU),8.7,<0> ,,2022-07-23 22:00:00
6932,wqbmpwq   ,P,07/23/2022 16:15,0,1,,28.8,<0> ,42.32,<1> (CCU),27.1,<1> (CCU),55.1,<1> (CCU),3.7,<1> (CCU),2.05,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),110.0,<1> (CCU),8.4,<0> ,,2022-07-23 22:15:00
6933,wqbmpwq   ,P,07/23/2022 16:30,0,1,,28.8,<0> ,41.79,<1> (CCU),26.7,<1> (CCU),47.3,<1> (CCU),3.2,<1> (CCU),2.07,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),21.0,<1> (CCU),7.1,<0> ,,2022-07-23 22:30:00
6934,wqbmpwq   ,P,07/23/2022 16:45,0,1,,28.8,<0> ,42.17,<1> (CCU),27.0,<1> (CCU),44.0,<1> (CDA),2.9,<1> (CDA),2.1,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),126.0,<1> (CCU),12.5,<0> ,,2022-07-23 22:45:00
6935,wqbmpwq   ,P,07/23/2022 17:00,0,1,,28.8,<0> ,42.23,<1> (CCU),27.0,<1> (CCU),47.9,<1> (CCU),3.2,<1> (CCU),2.12,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),111.0,<1> (CCU),7.4,<0> ,,2022-07-23 23:00:00
6936,wqbmpwq   ,P,07/23/2022 17:15,0,1,,28.9,<0> ,42.65,<1> (CCU),27.3,<1> (CCU),58.2,<1> (CCU),3.9,<1> (CCU),2.14,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),109.0,<1> (CCU),8.4,<0> ,,2022-07-23 23:15:00
6937,wqbmpwq   ,P,07/23/2022 17:30,0,1,,28.9,<0> ,42.96,<1> (CCU),27.5,<1> (CCU),62.2,<1> (CCU),4.1,<1> (CCU),2.16,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),111.0,<1> (CCU),9.6,<0> ,,2022-07-23 23:30:00
6938,wqbmpwq   ,P,07/23/2022 17:45,0,1,,28.9,<0> ,41.87,<1> (CCU),26.8,<1> (CCU),55.0,<1> (CCU),3.7,<1> (CCU),2.18,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),142.0,<1> (CCU),15.4,<0> ,,2022-07-23 23:45:00
6939,wqbmpwq   ,P,07/23/2022 18:00,0,1,,28.9,<0> ,42.55,<1> (CCU),27.2,<1> (CCU),45.2,<1> (CDA),3.0,<1> (CDA),2.2,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),122.0,<1> (CCU),10.6,<0> ,,2022-07-24 00:00:00
6940,wqbmpwq   ,P,07/23/2022 18:15,0,1,,28.9,<0> ,42.03,<1> (CCU),26.9,<1> (CCU),47.0,<1> (CCU),3.1,<1> (CCU),2.22,<1> [SIC],,,,<-1> ,,,7.7,<1> (CCU),136.0,<1> (CCU),8.7,<0> ,,2022-07-24 00:15:00
6941,wqbmpwq   ,P,07/23/2022 18:30,0,1,,28.9,<0> ,42.66,<1> (CCU),27.3,<1> (CCU),50.6,<1> (CCU),3.4,<1> (CCU),2.24,<1> [SIC],,,,<-1> ,,,7.8,<1> (CCU),114.0,<1> (CCU),10.0,<0> ,,2022-07-24 00:30:00
