,"Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island","Deer Island"
"10-01-2018 02:00:00",12.5,15.60,81,1026.4,3.4,4.7,229,13.70,60,0.0,97.8,0.0,0,208.0,17.51,7.99,45160,0.740,9.3,7.43,92.3,-46.1,0.1
"10-01-2018 02:15:00",12.5,15.50,83,1026.3,2.9,4.4,224,13.70,60,0.0,97.8,0.0,0,203.0,17.46,7.99,45200,0.810,9.5,7.46,92.6,-46.1,0.1
"10-01-2018 02:30:00",12.4,15.40,82,1026.2,2.9,4.3,229,13.60,0,0.0,97.8,0.0,0,202.0,17.41,7.99,45300,0.830,9.4,7.42,92.1,-45.9,0.1
"10-01-2018 02:45:00",12.4,15.50,80,1026.0,3.2,4.0,229,13.50,0,0.0,97.8,0.0,0,201.0,17.49,7.99,45870,0.780,8.7,7.38,91.9,-46.0,0.1
"10-01-2018 03:00:00",12.4,15.70,81,1025.8,3.8,5.1,222,13.80,0,0.0,97.8,0.0,0,199.0,17.38,7.98,45360,0.840,8.1,7.38,91.4,-45.7,0.1
"10-01-2018 03:15:00",12.4,15.70,82,1025.8,3.9,5.2,231,13.90,0,0.0,97.8,0.0,0,207.0,17.36,7.98,45400,0.770,9.1,7.35,91.1,-45.7,0.1
"10-01-2018 03:30:00",12.4,15.70,83,1025.7,3.8,5.1,229,14.00,0,0.0,97.8,0.0,0,206.0,17.35,7.98,45460,0.780,8.5,7.38,91.5,-45.9,0.1
"10-01-2018 03:45:00",12.4,15.70,83,1025.7,4.1,5.7,223,14.00,0,0.0,97.8,0.0,0,199.0,17.42,7.99,45980,0.840,8.6,7.37,91.7,-46.4,0.1
"10-01-2018 04:00:00",12.4,15.70,83,1025.9,4.6,6.2,228,14.00,0,0.0,97.8,0.0,0,202.0,17.37,8.00,46010,0.880,8.9,7.40,92.0,-46.8,0.1
"10-01-2018 04:15:00",12.4,15.80,84,1025.9,3.8,5.1,224,14.20,0,0.0,97.8,0.0,0,197.0,17.39,8.00,46090,0.740,8.7,7.38,91.8,-46.8,0.1
"10-01-2018 04:30:00",12.4,15.90,84,1025.8,3.7,5.1,234,14.30,0,0.0,97.8,0.0,0,207.0,17.38,8.00,46130,0.860,8.5,7.38,91.8,-46.5,0.1
"10-01-2018 04:45:00",12.4,15.80,83,1025.7,3.7,5.0,225,14.10,0,0.0,97.8,0.0,0,218.0,17.40,7.99,46180,0.860,7.8,7.29,90.8,-46.1,0.1
"10-01-2018 05:00:00",12.4,15.80,83,1026.0,4.1,5.3,227,14.10,0,0.0,97.8,0.0,0,196.0,17.31,8.00,46200,0.810,8.6,7.41,92.1,-46.8,0.1
"10-01-2018 05:15:00",12.4,15.80,85,1026.0,3.5,4.5,220,14.30,0,0.0,97.8,0.0,0,191.0,17.32,7.99,46290,0.840,8.2,7.32,91.0,-46.4,0.1
"10-01-2018 05:30:00",12.4,15.90,85,1025.9,3.7,4.8,206,14.40,0,0.0,97.8,0.0,0,182.0,17.26,8.00,46220,0.840,8.6,7.34,91.1,-46.6,0.1
"10-01-2018 05:45:00",12.4,15.90,86,1026.0,2.9,3.8,209,14.50,0,0.0,97.8,0.0,0,195.0,17.29,7.99,46220,0.840,8.5,7.35,91.2,-46.4,0.1
"10-01-2018 06:00:00",12.4,15.90,85,1026.3,2.5,3.3,221,14.40,0,0.0,97.8,0.0,0,190.0,17.29,7.99,46230,0.830,9.0,7.24,89.9,-46.1,0.1
"10-01-2018 06:15:00",12.4,16.10,86,1026.2,2.9,3.8,236,14.70,0,0.0,97.8,0.0,0,192.0,17.26,7.99,45960,0.840,8.0,7.29,90.4,-46.0,0.1
"10-01-2018 06:30:00",12.4,16.00,87,1026.3,2.8,3.8,226,14.60,0,0.0,97.8,0.0,0,198.0,17.29,7.99,46070,0.870,7.9,7.24,89.9,-45.9,0.1
"10-01-2018 06:45:00",12.4,16.00,87,1026.1,2.9,3.8,208,14.60,0,0.0,97.8,0.0,3,189.0,17.27,7.99,46010,0.870,7.9,7.23,89.6,-46.0,0.1
"10-01-2018 07:00:00",12.4,16.10,87,1026.5,2.8,3.7,212,14.80,0,0.0,97.8,0.0,12,189.0,17.26,7.99,46060,0.900,7.7,7.26,90.0,-46.1,0.1
"10-01-2018 07:15:00",12.4,16.20,88,1026.6,3.0,4.0,209,14.90,0,0.0,97.8,0.0,18,193.0,17.25,7.99,45960,0.830,8.4,7.27,90.1,-46.0,0.1
"10-01-2018 07:30:00",12.4,16.40,87,1026.6,3.8,5.3,205,15.10,0,0.0,97.8,0.0,46,195.0,17.25,7.99,46100,0.900,7.3,7.28,90.3,-46.1,0.1
"10-01-2018 07:45:00",12.4,16.50,87,1026.7,4.4,5.5,203,15.20,0,0.0,97.8,0.0,94,186.0,17.29,7.99,46320,0.810,7.4,7.29,90.6,-46.4,0.1
"10-01-2018 08:00:00",12.4,16.50,87,1026.5,4.2,5.6,185,15.20,0,0.0,97.8,0.0,68,191.0,17.26,7.99,46160,0.800,7.8,7.31,90.7,-46.4,0.1
"10-01-2018 08:15:00",12.4,16.40,88,1026.6,3.4,4.7,178,15.20,0,0.0,97.8,0.0,116,189.0,17.27,8.00,46070,0.780,7.9,7.33,90.9,-46.5,0.1
"10-01-2018 08:30:00",12.4,16.70,87,1026.6,3.5,5.0,195,15.40,0,0.0,97.8,0.0,155,194.0,17.32,7.99,46260,0.920,7.7,7.29,90.6,-46.2,0.1
"10-01-2018 08:45:00",12.5,17.00,87,1026.5,4.0,5.9,191,15.70,0,0.0,97.8,0.0,157,178.0,17.33,7.99,46250,0.820,8.2,7.31,90.8,-46.1,0.1
"10-01-2018 09:00:00",12.6,17.40,86,1027.0,4.0,5.8,213,15.90,0,0.0,97.8,0.0,232,172.0,17.35,7.99,46390,0.770,7.4,7.26,90.4,-46.1,0.1
"10-01-2018 09:15:00",12.8,17.60,86,1027.0,3.1,4.3,242,16.10,0,0.0,97.8,0.0,385,194.0,17.38,7.99,46290,0.820,7.2,7.33,91.2,-46.2,0.1
"10-01-2018 09:30:00",12.8,17.90,85,1027.2,3.7,5.3,237,16.30,0,0.0,97.8,0.0,324,162.0,17.43,7.99,46270,0.770,6.5,7.33,91.3,-46.3,0.1
"10-01-2018 09:45:00",12.7,17.90,86,1027.2,3.6,4.9,220,16.40,0,0.0,97.8,0.0,209,129.0,17.41,7.99,46300,0.830,8.1,7.30,90.9,-46.5,0.0
"10-01-2018 10:00:00",12.5,17.80,85,1027.2,2.1,2.9,192,16.20,0,0.0,97.8,0.0,91,67.0,17.43,8.00,46330,0.790,8.0,7.32,91.2,-46.7,0.1
"10-01-2018 10:15:00",12.4,18.30,85,1027.4,3.7,5.4,248,16.60,0,0.0,97.8,0.0,56,110.0,17.44,8.00,46450,0.830,8.8,7.37,91.9,-46.7,0.1
"10-01-2018 10:30:00",12.5,17.70,85,1027.1,3.4,4.4,25,16.10,0,0.0,97.8,0.0,131,9.0,17.43,8.00,46260,0.850,9.0,7.45,92.8,-46.9,0.1
"10-01-2018 10:45:00",12.5,17.70,85,1027.0,3.6,4.8,340,16.10,0,0.0,97.8,0.0,167,48.0,17.43,8.00,46120,0.790,9.4,7.46,92.9,-46.9,0.1
"10-01-2018 11:00:00",12.5,17.70,84,1027.1,3.1,4.2,338,16.10,0,0.0,97.8,0.0,143,42.0,17.39,8.00,45400,0.830,10.4,7.47,92.7,-46.8,0.1
"10-01-2018 11:15:00",12.5,17.70,86,1027.2,3.7,4.9,338,16.20,0,0.0,97.8,0.0,87,41.0,17.40,8.00,45430,0.790,10.8,7.48,92.7,-46.8,0.1
"10-01-2018 11:30:00",12.4,17.90,85,1027.2,4.0,5.0,320,16.20,0,0.0,97.8,0.0,50,29.0,17.40,8.00,45430,0.810,13.1,7.48,92.8,-46.8,0.1
"10-01-2018 11:45:00",12.4,18.00,82,1027.2,3.1,4.2,341,16.00,0,0.0,97.8,0.0,39,46.0,17.35,8.00,45360,0.840,11.4,7.44,92.2,-46.6,0.1
"10-01-2018 12:00:00",12.3,16.70,85,1027.2,4.7,8.7,0,15.10,0,0.0,97.8,0.0,35,305.0,17.34,8.00,45300,0.840,10.6,7.43,92.0,-46.7,0.1
"10-01-2018 12:15:00",12.4,15.70,84,1027.2,5.0,7.6,19,14.20,0,0.0,97.8,0.0,48,303.0,17.33,8.00,45600,0.780,12.4,7.42,92.0,-46.9,0.0
"10-01-2018 12:30:00",12.4,15.60,85,1027.3,4.6,6.7,21,14.10,0,0.0,97.8,0.0,96,277.0,17.33,8.00,45470,0.780,12.5,7.50,93.0,-46.9,0.1
"10-01-2018 12:45:00",12.4,15.70,84,1027.2,4.6,7.5,1,14.20,0,0.0,97.8,0.0,93,240.0,17.33,8.01,45570,0.850,12.1,7.50,93.0,-47.1,0.1
"10-01-2018 13:00:00",12.4,15.70,84,1027.2,5.2,7.7,28,14.10,0,0.0,97.8,0.0,78,266.0,17.31,8.01,45690,0.780,12.7,7.51,93.1,-47.3,0.1
"10-01-2018 13:15:00",12.4,15.70,85,1027.1,5.0,7.9,38,14.20,0,0.0,97.8,0.0,46,282.0,17.30,8.01,45750,0.830,13.5,7.53,93.4,-47.2,0.1
"10-01-2018 13:30:00",12.4,15.40,87,1027.0,4.6,6.9,44,14.10,0,0.0,97.8,0.0,127,273.0,17.30,8.01,45980,0.830,12.2,7.53,93.5,-47.4,0.1
"10-01-2018 13:45:00",12.4,15.10,88,1027.0,4.8,7.3,31,13.90,0,0.0,97.8,0.0,78,268.0,17.30,8.01,46010,0.840,13.6,7.54,93.6,-47.6,0.1
"10-01-2018 14:00:00",12.4,15.10,85,1027.0,5.0,8.4,31,13.60,0,0.0,97.8,0.0,60,268.0,17.28,8.02,46130,0.860,12.3,7.56,93.9,-47.6,0.1
"10-01-2018 14:15:00",12.3,15.10,84,1027.1,5.1,8.1,28,13.50,0,0.0,97.8,0.0,71,256.0,17.27,8.02,46340,0.850,11.3,7.53,93.5,-47.8,0.1
"10-01-2018 14:30:00",12.4,15.10,84,1026.9,4.1,6.1,21,13.50,0,0.0,97.8,0.0,155,231.0,17.26,8.02,46340,0.840,12.5,7.57,94.0,-48.1,0.1
"10-01-2018 14:45:00",12.3,15.20,83,1026.7,4.0,6.3,26,13.50,0,0.0,97.8,0.0,77,227.0,17.25,8.02,46520,0.850,10.3,7.56,93.9,-48.2,0.1
"10-01-2018 15:00:00",12.4,15.20,84,1026.9,4.2,6.0,33,13.70,0,0.0,97.8,0.0,43,232.0,17.24,8.02,46660,0.800,10.1,7.51,93.4,-48.2,0.0
"10-01-2018 15:15:00",12.4,15.20,84,1027.0,4.2,6.7,22,13.60,0,0.0,97.8,0.0,28,232.0,17.25,8.02,46820,0.850,8.7,7.41,92.2,-47.7,0.1
"10-01-2018 15:30:00",12.4,14.90,87,1027.0,4.0,6.7,32,13.60,0,0.0,97.8,0.0,46,238.0,17.23,8.02,46770,0.840,10.2,7.43,92.4,-47.9,0.1
"10-01-2018 15:45:00",12.3,14.40,90,1027.1,4.4,7.0,0,13.40,0,0.0,97.8,0.0,26,216.0,17.24,8.02,46750,0.850,8.3,7.41,92.2,-47.8,0.1
"10-01-2018 16:00:00",12.4,14.00,93,1026.9,4.6,7.1,28,13.20,0,0.0,97.8,0.0,49,228.0,17.25,8.01,46750,0.860,8.0,7.38,91.8,-47.3,0.1
"10-01-2018 16:15:00",12.3,13.90,93,1027.0,4.2,6.2,31,13.20,0,0.0,97.8,0.0,35,226.0,17.26,8.00,46750,0.870,8.1,7.30,90.8,-47.0,0.0
"10-01-2018 16:30:00",12.3,13.90,93,1026.9,3.7,6.2,25,13.20,0,0.0,97.8,0.0,50,213.0,17.23,8.01,46900,0.840,8.0,7.33,91.2,-47.3,0.1
"10-01-2018 16:45:00",12.3,13.90,93,1027.0,3.5,5.8,49,13.30,0,0.0,97.8,0.0,22,225.0,17.21,8.01,46940,0.840,7.4,7.35,91.5,-47.4,0.1
"10-01-2018 17:00:00",12.3,13.90,94,1027.1,3.6,5.3,38,13.30,0,0.0,97.8,0.0,16,222.0,17.19,8.02,47060,0.770,8.2,7.36,91.5,-47.6,0.1
"10-01-2018 17:15:00",12.3,13.90,94,1027.2,4.6,7.3,36,13.40,0,0.0,97.8,0.0,8,226.0,17.16,8.02,47120,0.840,8.9,7.36,91.5,-47.7,0.1
"10-01-2018 17:30:00",12.3,14.00,94,1027.3,4.1,6.4,28,13.40,0,0.0,97.8,0.0,4,219.0,17.17,8.02,47170,0.850,8.3,7.37,91.7,-47.7,0.1
"10-01-2018 17:45:00",12.3,14.00,92,1027.1,3.8,5.8,35,13.30,0,0.0,97.8,0.0,9,218.0,17.15,8.02,46860,0.890,10.2,7.43,92.3,-47.8,0.1
"10-01-2018 18:00:00",12.3,14.30,93,1027.1,3.7,6.1,21,13.60,0,0.0,97.8,0.0,2,215.0,17.16,8.02,46980,0.870,10.0,7.41,92.1,-47.8,0.1
"10-01-2018 18:15:00",12.3,14.10,93,1027.1,3.8,6.1,21,13.50,0,0.0,97.8,0.0,1,212.0,17.13,8.02,46960,0.850,10.7,7.47,92.8,-48.0,0.1
"10-01-2018 18:30:00",12.3,14.30,93,1027.3,3.8,5.9,22,13.60,0,0.0,97.8,0.0,0,218.0,17.14,8.02,46870,0.840,10.3,7.45,92.6,-47.8,0.1
"10-01-2018 18:45:00",12.3,14.30,94,1027.6,4.1,8.4,7,13.70,0,0.0,97.8,0.0,0,213.0,17.12,8.02,46830,0.870,11.3,7.48,92.9,-47.9,0.1
"10-01-2018 19:00:00",12.2,14.40,94,1027.4,4.8,8.3,7,13.80,0,0.0,97.8,0.0,0,208.0,17.10,8.02,46680,0.870,11.4,7.52,93.2,-48.0,0.1
"10-01-2018 19:15:00",12.3,14.30,92,1027.7,4.8,7.6,26,13.50,60,0.1,97.8,0.0,0,214.0,17.11,8.02,46680,0.870,12.3,7.55,93.7,-48.0,0.1
"10-01-2018 19:30:00",12.3,14.30,93,1027.8,5.2,7.8,18,13.50,0,0.0,97.8,0.0,0,212.0,17.12,8.02,46850,0.850,10.6,7.45,92.5,-47.7,0.1
"10-01-2018 19:45:00",12.3,14.30,93,1027.8,5.0,8.3,22,13.60,0,0.0,97.8,0.0,0,208.0,17.12,8.01,46820,0.860,10.2,7.43,92.3,-47.5,0.1
"10-01-2018 20:00:00",12.2,14.40,93,1028.0,5.0,8.0,27,13.70,0,0.0,97.8,0.0,0,213.0,17.16,8.01,46810,0.870,9.4,7.40,91.9,-47.2,0.1
"10-01-2018 20:15:00",12.3,14.30,92,1027.9,5.7,8.7,24,13.50,0,0.0,97.8,0.0,0,215.0,17.17,8.01,46440,0.880,9.9,7.42,92.0,-47.1,0.1
"10-01-2018 20:30:00",12.3,14.30,91,1028.0,5.1,7.8,6,13.40,0,0.0,97.8,0.0,0,193.0,17.16,8.00,46780,0.890,9.4,7.35,91.3,-47.0,0.1
"10-01-2018 20:45:00",12.2,14.40,90,1028.0,4.7,7.5,24,13.40,0,0.0,97.8,0.0,0,212.0,17.15,8.00,46780,0.850,9.7,7.33,91.0,-46.8,0.1
"10-01-2018 21:00:00",12.3,14.40,90,1027.9,4.7,7.4,31,13.40,0,0.0,97.8,0.0,0,230.0,17.18,8.00,46730,0.840,9.0,7.32,90.9,-46.7,0.1
"10-01-2018 21:15:00",12.3,14.40,90,1027.8,4.2,6.5,32,13.40,0,0.0,97.8,0.0,0,225.0,17.16,8.00,46780,0.830,9.1,7.28,90.5,-46.6,0.1
"10-01-2018 21:30:00",12.3,14.40,89,1028.0,4.2,7.1,38,13.30,0,0.0,97.8,0.0,0,246.0,17.17,8.00,46540,0.840,9.0,7.27,90.2,-46.5,0.1
"10-01-2018 21:45:00",12.3,14.50,88,1028.2,3.9,5.9,24,13.40,0,0.0,97.8,0.0,0,245.0,17.16,8.00,46860,0.840,9.6,7.24,89.9,-46.4,0.0
"10-01-2018 22:00:00",12.3,14.50,87,1028.3,3.8,5.8,26,13.20,0,0.0,97.8,0.0,0,275.0,17.15,8.00,47000,0.800,9.0,7.21,89.6,-46.7,0.0
"10-01-2018 22:15:00",12.3,14.70,87,1028.3,4.0,7.1,30,13.40,0,0.0,97.8,0.0,0,299.0,17.13,8.00,46900,0.800,9.1,7.20,89.4,-46.5,0.1
"10-01-2018 22:30:00",12.3,14.70,87,1028.4,4.0,7.9,46,13.40,0,0.0,97.8,0.0,0,338.0,17.12,7.99,46940,0.830,8.6,7.20,89.5,-46.4,0.1
"10-01-2018 22:45:00",12.3,14.60,89,1028.3,4.1,7.7,65,13.50,0,0.0,97.8,0.0,0,3.0,17.12,7.99,46910,0.820,8.9,7.25,90.0,-46.4,0.1
"10-01-2018 23:00:00",12.3,14.50,89,1028.5,4.1,7.0,29,13.40,60,5.6,97.9,0.2,0,352.0,17.09,8.00,47050,0.830,9.3,7.32,90.9,-46.5,0.1
"10-01-2018 23:15:00",12.3,14.10,91,1028.1,4.2,6.8,346,13.20,60,0.7,98.5,0.6,0,341.0,17.07,8.00,46990,0.850,10.8,7.34,91.2,-46.8,0.1
"10-01-2018 23:30:00",12.3,14.10,91,1028.1,4.4,6.9,36,13.20,60,0.1,98.6,0.1,0,19.0,17.08,8.00,47020,0.820,9.9,7.37,91.5,-46.9,0.1
"10-01-2018 23:45:00",12.3,14.10,92,1027.8,4.2,6.8,36,13.30,0,0.0,98.6,0.0,0,30.0,17.12,8.00,46510,0.830,10.0,7.35,91.2,-46.4,0.1
"10-02-2018 00:00:00",12.3,14.20,92,1027.8,4.4,6.5,50,13.40,0,0.0,98.6,0.0,0,46.0,17.17,7.99,46250,0.810,9.6,7.28,90.3,-46.1,0.1
"10-02-2018 00:15:00",12.3,14.10,91,1027.5,4.8,7.7,46,13.10,0,0.0,98.6,0.0,0,46.0,17.18,7.98,46170,0.790,10.3,7.26,90.0,-45.8,0.1
"10-02-2018 00:30:00",12.3,14.20,89,1027.4,4.1,7.4,53,13.10,0,0.0,98.6,0.0,0,70.0,17.18,7.98,46010,0.840,9.5,7.28,90.1,-45.6,0.1
"10-02-2018 00:45:00",12.3,14.40,86,1027.1,4.0,6.7,55,13.00,0,0.0,98.6,0.0,0,48.0,17.18,7.98,46090,0.820,11.2,7.22,89.5,-45.8,0.1
"10-02-2018 01:00:00",12.3,14.50,87,1027.1,3.4,6.3,85,13.20,0,0.0,98.6,0.0,0,1.0,17.15,7.98,46070,0.830,9.1,7.18,88.9,-45.7,0.1
"10-02-2018 01:15:00",12.3,14.50,89,1027.1,3.6,6.1,61,13.40,0,0.0,98.6,0.0,0,314.0,17.16,7.99,46140,0.820,9.0,7.23,89.5,-46.0,0.0
"10-02-2018 01:30:00",12.2,14.50,88,1026.8,3.7,6.6,64,13.30,0,0.0,98.6,0.0,0,306.0,17.14,7.99,46130,0.800,8.8,7.26,89.8,-45.9,0.1
"10-02-2018 01:45:00",12.3,14.50,85,1026.7,4.1,6.7,47,13.00,0,0.0,98.6,0.0,0,278.0,17.14,7.99,46250,0.800,9.5,7.25,89.8,-46.1,0.1
"10-02-2018 02:00:00",12.3,14.60,85,1026.8,4.0,6.3,48,13.10,0,0.0,98.6,0.0,0,272.0,17.13,7.99,46530,0.840,9.4,7.24,89.7,-46.0,0.0
"10-02-2018 02:15:00",12.3,14.60,87,1026.7,3.7,6.2,44,13.40,0,0.0,98.6,0.0,0,275.0,17.10,7.99,46320,0.820,8.3,7.24,89.6,-45.9,0.1
"10-02-2018 02:30:00",12.3,14.20,91,1026.7,3.4,6.3,23,13.40,0,0.0,98.6,0.0,0,269.0,17.11,7.99,46400,0.860,8.4,7.23,89.6,-45.9,0.1
"10-02-2018 02:45:00",12.2,14.10,92,1026.5,4.0,7.5,18,13.30,0,0.0,98.6,0.0,0,246.0,17.09,7.99,46490,0.840,9.1,7.24,89.7,-46.2,0.1
"10-02-2018 03:00:00",12.3,14.30,91,1026.2,4.3,7.3,42,13.40,60,3.0,98.7,0.1,0,240.0,17.08,7.99,46540,0.800,9.0,7.26,89.9,-46.2,0.1
"10-02-2018 03:15:00",12.3,14.20,91,1026.1,4.3,7.0,42,13.30,60,0.8,98.8,0.1,0,233.0,17.05,8.00,46470,0.810,9.4,7.29,90.2,-46.5,0.1
"10-02-2018 03:30:00",12.2,14.10,91,1026.1,4.1,7.0,44,13.20,0,0.0,98.8,0.0,0,235.0,17.05,8.00,46710,0.820,8.9,7.28,90.2,-46.5,0.1
"10-02-2018 03:45:00",12.2,14.30,90,1025.9,3.9,7.4,55,13.30,0,0.0,98.8,0.0,0,233.0,17.04,8.00,46610,0.800,9.3,7.29,90.3,-46.7,0.0
"10-02-2018 04:00:00",12.2,14.30,89,1025.9,3.8,6.4,52,13.20,60,2.7,99.3,0.5,0,234.0,17.04,8.00,46670,0.840,9.1,7.25,89.8,-46.5,0.1
"10-02-2018 04:15:00",12.2,14.20,89,1025.5,3.8,6.7,59,13.20,60,10.0,99.8,0.5,0,227.0,17.04,8.00,46800,0.800,8.7,7.24,89.7,-46.5,0.1
"10-02-2018 04:30:00",12.2,14.30,91,1025.5,3.2,6.0,55,13.40,60,0.0,100.0,0.2,0,225.0,17.05,8.00,46840,0.830,8.0,7.20,89.3,-46.4,0.1
"10-02-2018 04:45:00",12.2,14.30,91,1025.7,3.5,5.9,42,13.40,0,0.0,100.1,0.1,0,221.0,17.00,7.99,46710,0.780,8.8,7.22,89.4,-46.4,0.1
"10-02-2018 05:00:00",12.2,14.20,91,1025.3,3.8,7.1,49,13.30,0,0.0,100.1,0.0,0,218.0,17.02,8.00,46990,0.830,7.9,7.19,89.1,-46.5,0.1
"10-02-2018 05:15:00",12.2,14.30,91,1025.6,3.8,5.9,37,13.50,0,0.0,100.1,0.0,0,217.0,17.02,8.00,46910,0.840,8.0,7.21,89.4,-46.6,0.1
"10-02-2018 05:30:00",12.2,14.30,92,1025.6,3.2,5.3,40,13.50,60,0.4,100.3,0.2,0,214.0,17.03,8.00,46900,0.830,9.1,7.24,89.7,-46.8,0.1
"10-02-2018 05:45:00",12.2,14.30,91,1025.8,3.2,6.7,40,13.40,0,0.0,100.3,0.0,0,215.0,17.02,8.00,46930,0.850,8.0,7.23,89.7,-46.9,0.1
"10-02-2018 06:00:00",12.2,14.40,91,1025.8,3.2,4.9,26,13.50,0,0.0,100.3,0.0,0,214.0,17.01,8.01,47060,0.850,7.7,7.26,90.0,-47.1,0.1
"10-02-2018 06:15:00",12.2,14.40,90,1025.7,3.3,5.4,42,13.40,0,0.0,100.3,0.0,0,218.0,17.00,8.00,46980,0.850,7.6,7.24,89.7,-47.0,0.0
"10-02-2018 06:30:00",12.2,14.50,91,1025.7,3.0,5.1,39,13.60,0,0.0,100.3,0.0,0,214.0,16.99,8.01,47010,0.820,9.3,7.27,90.1,-47.1,0.1
"10-02-2018 06:45:00",12.2,14.40,91,1025.1,3.1,5.4,56,13.50,0,0.0,100.3,0.0,2,212.0,16.98,8.01,47030,0.810,8.6,7.28,90.2,-47.2,0.1
"10-02-2018 07:00:00",12.2,14.50,90,1025.7,2.8,5.2,43,13.50,0,0.0,100.3,0.0,3,210.0,16.97,8.01,46930,0.820,8.7,7.28,90.1,-47.1,0.1
"10-02-2018 07:15:00",12.2,14.60,90,1025.9,3.5,5.9,39,13.60,0,0.0,100.3,0.0,4,224.0,16.96,8.01,46980,0.820,9.1,7.29,90.2,-47.1,0.1
"10-02-2018 07:30:00",12.2,14.60,91,1025.7,3.7,6.3,37,13.70,0,0.0,100.3,0.0,9,216.0,16.97,8.01,46970,0.840,7.9,7.26,90.0,-47.0,0.1
"10-02-2018 07:45:00",12.2,14.50,92,1025.5,3.5,6.1,42,13.70,0,0.0,100.3,0.0,9,220.0,16.98,8.00,46910,0.850,8.5,7.23,89.5,-46.9,0.1
"10-02-2018 08:00:00",12.2,14.40,93,1025.6,3.9,6.8,35,13.70,0,0.0,100.3,0.0,14,221.0,16.98,8.00,46890,0.830,7.6,7.25,89.8,-46.9,0.1
"10-02-2018 08:15:00",12.2,14.50,94,1025.7,3.5,5.9,37,13.90,0,0.0,100.3,0.0,19,218.0,17.01,8.00,46810,0.780,8.8,7.25,89.8,-46.9,0.1
"10-02-2018 08:30:00",12.2,14.30,95,1025.7,4.3,6.8,38,13.70,0,0.0,100.3,0.0,23,227.0,17.01,8.00,46870,0.830,7.9,7.21,89.3,-46.8,0.1
"10-02-2018 08:45:00",12.2,14.20,95,1025.9,4.5,7.8,37,13.70,0,0.0,100.3,0.0,21,241.0,17.01,7.99,47000,0.810,6.6,7.16,88.7,-46.3,0.1
"10-02-2018 09:00:00",12.2,14.20,96,1025.9,4.3,7.0,45,13.70,60,0.0,100.4,0.0,44,268.0,16.99,7.99,46930,0.820,6.3,7.12,88.2,-46.3,0.1
"10-02-2018 09:15:00",12.2,14.00,96,1025.8,4.3,7.5,38,13.60,0,0.0,100.4,0.0,17,274.0,16.98,7.99,47220,0.770,7.2,7.07,87.7,-46.3,0.1
"10-02-2018 09:30:00",12.2,14.10,96,1025.8,4.4,7.8,103,13.80,60,0.0,100.4,0.0,41,352.0,16.99,7.99,46990,0.780,7.2,7.11,88.1,-46.3,0.1
"10-02-2018 09:45:00",12.2,14.00,96,1025.7,4.6,8.3,32,13.70,0,0.0,100.4,0.0,59,308.0,16.97,7.99,46990,0.780,7.7,7.13,88.3,-46.2,0.1
